CATEGORY,BLDG_ID,MAPREF,STRNUM,STRNAM,BLDGNAM,X,Y
Fire,5282,9563000,820,THIRTEENTH ST,Fire Hall 2,-122.936833102907,49.2100672170861
Fire,5979,10300000,1,E SIXTH AVE,Fire Hall 1,-122.908201646347,49.2202071427757
Fire,8050,13454000,1011,EWEN AVE,Queensborough Fire Hall,-122.948111800022,49.1863176064849
