OBJECTID,X,Y
2319,-122.9168057707,49.2102220595503
2320,-122.916609422067,49.2103313978221
2321,-122.916467930156,49.2102224103163
2322,-122.916683327695,49.2101267705575
2323,-122.918051957612,49.2112154139887
2324,-122.917975781422,49.2111475291586
2325,-122.918704066766,49.2117513758953
2326,-122.918546742819,49.2118768104715
2327,-122.918408895822,49.2117553325924
2328,-122.918609779872,49.211650159302
2329,-122.919454761626,49.2125486097427
2330,-122.919479594966,49.2123564409919
2331,-122.919907309842,49.2129511449725
2332,-122.919846539573,49.2129011232205
2333,-122.920339323645,49.2130413407877
2334,-122.920382924927,49.2130372060323
2335,-122.92131175047,49.2137905192563
2336,-122.921027463817,49.2137956801357
2340,-122.918676579217,49.1991297121101
2342,-122.915558635762,49.1988837468859
2345,-122.909831339496,49.2012129671154
2346,-122.909691703517,49.2011045671665
2347,-122.909575645884,49.2010128457094
2348,-122.909959966989,49.2013832378994
2349,-122.909843579402,49.2014723976042
2350,-122.909936490513,49.2013106293016
2351,-122.922438613738,49.2008445558676
2352,-122.922120886733,49.2007979317052
2356,-122.919980351321,49.2004805832067
2357,-122.915302902072,49.203358846988
2358,-122.915160599803,49.2032064215468
2359,-122.915058792371,49.2032682271879
2360,-122.914198266751,49.2041440301147
2361,-122.914040173627,49.2041962723997
2362,-122.912646948045,49.2049560728012
2363,-122.91249419869,49.2050654371402
2364,-122.91263973332,49.2049275072765
2365,-122.912422117607,49.2047452713686
2366,-122.912369470087,49.2047333315593
2367,-122.912187723207,49.2048081639355
2368,-122.908616675047,49.2071511006727
2369,-122.908458498358,49.2072402258263
2370,-122.908591324446,49.2071094306044
2371,-122.908411317955,49.2072175787545
2372,-122.9081791947,49.2070258037003
2373,-122.908188415185,49.2069508406513
2374,-122.908312029751,49.2068902484922
2375,-122.908355572737,49.2069152728748
2378,-122.902913605675,49.2099863936942
2379,-122.90262851538,49.2099480739596
2381,-122.898919558068,49.2122619408506
2382,-122.898701885296,49.2121165698415
2383,-122.89899465945,49.211953795653
2384,-122.897700762844,49.2112997898277
2385,-122.897877390234,49.211086935007
2386,-122.897895712988,49.211009600723
2387,-122.916607862185,49.2013629764388
2388,-122.916480629882,49.2014283343286
2389,-122.916400739682,49.2014199468827
2390,-122.916204792966,49.2013115140439
2392,-122.915741912842,49.2006566736506
2393,-122.915666507661,49.2002541057515
2394,-122.915338008147,49.2002573744993
2395,-122.914807277378,49.2010007204685
2396,-122.914653109743,49.2008887464601
2397,-122.914836693468,49.200791301816
2398,-122.911736136299,49.2012627944655
2400,-122.911311239385,49.2012345034923
2401,-122.911539375504,49.2011073481287
2404,-122.901638903725,49.2063924857327
2405,-122.901725936135,49.2064657455352
2406,-122.901765828648,49.2064979088644
2407,-122.901836554812,49.2065515197832
2410,-122.905310769834,49.2047328015757
2411,-122.90545351493,49.2046400987296
2412,-122.912543190866,49.2048484375182
2413,-122.912525360591,49.2048343850559
2414,-122.916364790046,49.2078874128381
2415,-122.916218436671,49.2079729869335
2416,-122.916146707945,49.2079651998318
2417,-122.916037893468,49.2078693254203
2418,-122.91625234095,49.2077933206616
2419,-122.916186962021,49.2077897039083
2420,-122.912133817485,49.2022490025731
2421,-122.911952034994,49.2023488244282
2422,-122.910835415128,49.2031629006829
2423,-122.911019941396,49.2030547521647
2424,-122.910837589684,49.2029635764071
2428,-122.912640150194,49.2007685556709
2429,-122.913689151355,49.2014049857133
2430,-122.913535948896,49.2014818475307
2431,-122.913849485864,49.201321130666
2435,-122.90652963868,49.2054578537015
2436,-122.906531415705,49.2054786801503
2440,-122.898836406956,49.2224297265979
2441,-122.898839240924,49.2223761793365
2442,-122.898788171437,49.2224743089809
2443,-122.898669179152,49.2224700398514
2444,-122.8988973258,49.2206209774333
2445,-122.898671162817,49.2206118541552
2446,-122.898673283602,49.2204625101937
2447,-122.898900374422,49.2204621145824
2448,-122.898651967607,49.2211140182015
2449,-122.898651219259,49.2210360717112
2450,-122.89882709621,49.2227632162776
2451,-122.898829029727,49.2227060980083
2452,-122.898618890364,49.2228522839011
2453,-122.898793060358,49.2237789772017
2454,-122.898584104183,49.2237883136327
2455,-122.898586215793,49.2236443255299
2456,-122.898786961621,49.2236510465512
2457,-122.898592279264,49.2242321913966
2458,-122.898586994121,49.2241518617171
2459,-122.898571422851,49.2247275946121
2460,-122.898580775664,49.2245967028031
2461,-122.898766657076,49.2252112038611
2462,-122.898570472322,49.2251919914888
2463,-122.898572467126,49.2251051232584
2464,-122.89875505878,49.2251076635826
2465,-122.898715937913,49.2257210245411
2466,-122.898593297869,49.2257203214604
2468,-122.898567929172,49.2256869798263
2472,-122.89855417572,49.2272099064101
2474,-122.898691496284,49.2275860666704
2475,-122.898696149012,49.2275319264686
2476,-122.898690598485,49.2280251767837
2477,-122.898480733584,49.2280261826158
2478,-122.898485510926,49.2279113515061
2479,-122.898688085199,49.2279216445165
2480,-122.898657005002,49.2289033672194
2481,-122.898658086911,49.2288182829024
2482,-122.898670576994,49.2293746191926
2483,-122.89846229917,49.2294851067853
2484,-122.898445505869,49.2296998871146
2487,-122.898601607073,49.2296164160062
2488,-122.898588556442,49.2302221146731
2489,-122.898594307572,49.2300757497809
2490,-122.954640423104,49.2027192934189
2491,-122.954546059278,49.2026407156642
2492,-122.952125346076,49.2056748804912
2493,-122.951871892225,49.2057753299637
2494,-122.949812113576,49.2068996035862
2495,-122.949672187565,49.2069751076611
2496,-122.947791318432,49.2079982716882
2497,-122.947616859524,49.2080898232356
2498,-122.94597672255,49.2089693729918
2499,-122.945855866153,49.2090347670313
2500,-122.944374676185,49.2098420758645
2501,-122.944214740711,49.2099294644202
2502,-122.942486322403,49.210865744906
2503,-122.94250454514,49.2108145833886
2504,-122.942610866115,49.2107598963423
2505,-122.940908750693,49.2116753411735
2506,-122.94079697204,49.2117347841529
2507,-122.939380155921,49.2124974359516
2508,-122.939220206726,49.2125818428059
2509,-122.938176866029,49.213150705862
2510,-122.938100521004,49.2131946950886
2511,-122.937664269183,49.2134354360272
2512,-122.937854234622,49.2133195127281
2513,-122.936033567477,49.2143256072731
2514,-122.935991784501,49.2143285597665
2515,-122.935857273229,49.214398695123
2516,-122.934163087917,49.2153098786954
2517,-122.933999474807,49.2154037958982
2518,-122.931458989928,49.2167636799036
2519,-122.931203576526,49.2168950228383
2520,-122.927631151719,49.2188331390395
2521,-122.92744570688,49.2189323881129
2524,-122.92490572945,49.2203183073726
2525,-122.921391930491,49.2222092628572
2526,-122.921219195823,49.2222977998616
2527,-122.917331385532,49.2244091202934
2528,-122.91736330352,49.2243353630557
2529,-122.91697046366,49.2245724871318
2530,-122.916722231939,49.2247091579251
2531,-122.91215205859,49.2271720502797
2532,-122.911986546802,49.2272671238533
2533,-122.909328427574,49.2286984233293
2534,-122.909206548598,49.228774487769
2535,-122.906545537523,49.2302086962253
2536,-122.906450012071,49.2302764485469
2537,-122.906168544411,49.2304648391231
2538,-122.906083114725,49.2304790496722
2539,-122.905953087845,49.2305342782137
2540,-122.904114184688,49.2315317194204
2541,-122.901511489334,49.2329372133952
2546,-122.901190387035,49.2331280406545
2547,-122.900699354293,49.2333702566752
2548,-122.900561666645,49.2334344821834
2549,-122.899753281975,49.2338748324482
2550,-122.897331381554,49.2352055965649
2551,-122.897164042687,49.2352780375953
2552,-122.896939519083,49.2353224620482
2553,-122.896282309696,49.2354895867083
2554,-122.895555172849,49.2356689157449
2555,-122.89416107268,49.2357854568113
2556,-122.892640291565,49.237286534347
2557,-122.89238590476,49.2372684474905
2558,-122.892385617786,49.2374005370304
2559,-122.892699533554,49.2357633592094
2560,-122.892688043464,49.2356145994893
2561,-122.89246905948,49.235616180521
2562,-122.893359370832,49.2348429114363
2563,-122.893211460393,49.2347523347503
2564,-122.89275401842,49.2348362549608
2565,-122.892756027704,49.2347476014302
2566,-122.892486895566,49.234830651795
2567,-122.893388809785,49.233937203115
2568,-122.893234348439,49.2339364649797
2569,-122.892770484535,49.2339382859583
2570,-122.89275982671,49.2338252264298
2571,-122.892536372486,49.2337964588525
2572,-122.892873769226,49.2323949527738
2573,-122.89286170035,49.2325139416057
2574,-122.89351668509,49.2328077385244
2575,-122.893446862863,49.2327434138467
2576,-122.895598976141,49.2339746485512
2577,-122.895142157054,49.2321302959459
2578,-122.896457559262,49.2317976883
2579,-122.892889758445,49.2317307696369
2580,-122.892575412004,49.2317227427291
2581,-122.8925876452,49.231528189414
2582,-122.892842023285,49.23153735075
2583,-122.957804897835,49.2010015286106
2586,-122.957716332502,49.2010431462695
2587,-122.957618779851,49.2009754289637
2588,-122.95659438742,49.2016831020103
2589,-122.956466069159,49.2017529669955
2590,-122.952688357467,49.2037978445114
2591,-122.952567526175,49.203860864585
2593,-122.952435026206,49.2037816748648
2594,-122.950923974076,49.2047508976644
2596,-122.950811476524,49.2046467238583
2599,-122.950548873138,49.2046998377967
2603,-122.948886328921,49.2063335861607
2604,-122.948748403904,49.2062305891963
2607,-122.946846460887,49.2074363951184
2608,-122.946786528506,49.2074322018034
2609,-122.946694885699,49.2073607594151
2610,-122.946705826543,49.2073197099495
2611,-122.946871159352,49.2072686154947
2612,-122.946958260786,49.207341245736
2613,-122.946810318408,49.2072656127507
2614,-122.945169986171,49.2083334693019
2615,-122.945032978076,49.2082239242976
2616,-122.944931196941,49.2082875408887
2617,-122.943542502136,49.2092198340841
2618,-122.943547087898,49.2091811610782
2619,-122.943436182791,49.2092780922333
2620,-122.943377155331,49.2092756831589
2621,-122.943284607182,49.2092024520789
2622,-122.943291918441,49.2091625903445
2623,-122.943460891684,49.2091120980616
2624,-122.94340459244,49.2091073110825
2625,-122.941835003238,49.2101400495765
2626,-122.941842312333,49.2101019735037
2627,-122.941735946448,49.2101965251436
2628,-122.941676009765,49.2101935201533
2629,-122.941581642463,49.2101232615436
2631,-122.94175067452,49.2100281470749
2632,-122.941698910634,49.2100269308827
2633,-122.941589865539,49.2100822112071
2634,-122.940130165067,49.2110590518906
2635,-122.940139293465,49.2110209759749
2636,-122.940054010606,49.2109495316579
2637,-122.939989531161,49.2109477135118
2638,-122.939884117264,49.2110012085396
2639,-122.940030195505,49.2111167146902
2640,-122.939954815418,49.2111172710177
2641,-122.939867714733,49.2110470156957
2642,-122.93739969829,49.212533556232
2643,-122.937320628783,49.2125769479835
2644,-122.930654486586,49.2161445341674
2645,-122.930513852886,49.2160379437517
2646,-122.933373113688,49.2146860006154
2647,-122.933263345127,49.2145889519252
2648,-122.933093387271,49.2146739381728
2649,-122.933232211414,49.2147775487881
2650,-122.935203600789,49.2137189742036
2651,-122.935209092707,49.2136856569582
2652,-122.935088176151,49.2137784095937
2653,-122.935092942656,49.2136070512377
2654,-122.934923909838,49.2136837119798
2655,-122.937037378122,49.212731058562
2656,-122.936932864836,49.2127845513717
2657,-122.936922208563,49.2125935504827
2658,-122.93678588905,49.212661901289
2659,-122.937054695189,49.2126822775787
2660,-122.936978513265,49.2125977460327
2661,-122.936875641732,49.2127886858304
2662,-122.936769483107,49.212707707091
2663,-122.938613288966,49.211880621854
2664,-122.938492418717,49.2119436279983
2665,-122.938419774643,49.211934664171
2666,-122.938309071023,49.211856660052
2667,-122.938423579862,49.2117960308602
2668,-122.938498959521,49.2117966656079
2669,-122.953165218864,49.1981776337365
2670,-122.952291908012,49.1985051228453
2671,-122.951052092218,49.1992983795195
2672,-122.95097044529,49.1992275401462
2673,-122.950267386789,49.1995158161354
2674,-122.950138622141,49.1993491594821
2677,-122.950618791616,49.1995404206439
2678,-122.950505353862,49.1994802771584
2679,-122.950451776385,49.1994873946597
2680,-122.950292825341,49.1995432564679
2681,-122.9538522019,49.2021003744099
2682,-122.95371155897,49.2019914327182
2683,-122.953051016979,49.2014669685459
2684,-122.952930348812,49.2013645789896
2686,-122.952112669672,49.200910256282
2688,-122.95211193695,49.2007293748385
2689,-122.951418750981,49.2001941778654
2690,-122.951296275534,49.2000894056611
2691,-122.950301138249,49.2018858905214
2692,-122.950163955457,49.2019566370231
2693,-122.950016967784,49.201846498013
2694,-122.950157787377,49.2017698028624
2695,-122.949517508112,49.2001106570167
2696,-122.94943949117,49.2000427920051
2697,-122.948828156177,49.2002987189168
2698,-122.948837175105,49.2003570331666
2701,-122.951721380174,49.2053763797893
2702,-122.951599799328,49.2052710137876
2703,-122.951520602007,49.2054697109355
2704,-122.951467070615,49.205423278129
2705,-122.950162265453,49.2044088383987
2706,-122.950040687894,49.204305849995
2707,-122.950128058637,49.2041101320953
2708,-122.949998301923,49.2040160661434
2709,-122.949674131482,49.2040099749661
2710,-122.949615163183,49.2039552092746
2711,-122.94922953184,49.2036682487289
2712,-122.949121565642,49.2035795462617
2713,-122.949328708862,49.2034743212681
2715,-122.94832222665,49.2029526535485
2716,-122.948534820446,49.2028432675823
2717,-122.948390567875,49.2027230125237
2718,-122.948176160582,49.2028300172568
2719,-122.947709197327,49.2021889888292
2720,-122.947591256954,49.2020913552549
2721,-122.946785620192,49.2014507634308
2722,-122.945888396291,49.2009933330657
2723,-122.946090970665,49.200910127694
2724,-122.946146303746,49.2009607286948
2725,-122.945121827025,49.2000175746985
2726,-122.945099756193,49.2002698455965
2727,-122.945161579358,49.2001972846654
2728,-122.945187051853,49.2001532665445
2729,-122.94521246252,49.2001651784878
2730,-122.945526699217,49.2000986863088
2731,-122.945575717645,49.2001106102034
2732,-122.945682832318,49.2001356504791
2733,-122.946668309768,49.1998527396545
2734,-122.947829358116,49.2030250510313
2735,-122.947745246077,49.203069637788
2736,-122.947352363059,49.2032849147745
2737,-122.947239504194,49.2033434334658
2739,-122.945951167687,49.2040421961259
2740,-122.944199848727,49.2051659985091
2741,-122.944077393119,49.2052349691858
2742,-122.944003969784,49.2052321441728
2743,-122.943927421614,49.205170050291
2744,-122.943941303812,49.2051275236726
2745,-122.94406268537,49.2050662229076
2746,-122.94241200638,49.2061405959559
2747,-122.942308713695,49.2061991154704
2748,-122.942410979656,49.2061085218225
2749,-122.942318476567,49.2060394457756
2750,-122.94077425974,49.207019718019
2751,-122.94064966931,49.2070865916408
