OBJECTID,Catchment,Comments,DATALOAD,Diameter,Estim_Year,Install_Year,Invert_DN,Invert_UP,Manhole_Down,Manhole_Up,Material,Pipe_Bursted,RefAuto,Relined,Sewer_ID,Sewer_Type,Slope,Total_Length,Original_Material,Original_Diameter,Original_Install_Year,SHAPE.len,_SEWERNAME
5425872,5, ,20170309201124,300,1976,1976,0,0,5422,5437,PVC,No,10299,No,54375422,STM,0,101.19000244,PVC,300,1976,101.200518773374,STORM
5425873,5, ,20170309201124,375,1976,1976,0,0,5423,5422,CONC,No,10298,No,54225423,STM,0,8.52999973,CONC,375,1976,8.52488123084422,STORM
5425874,5,,20170309201124,375,0,1972,0,0,5423,5421,CONC,No,10297,No,54215423,STM,0,7.61999989,CONC,375,1972,7.61577310586391,STORM
5425875,5, ,20170309201124,375,0,1972,0,0,5531,5423,CONC,No,10296,No,54235531,STM,0,71.59999847,CONC,375,1972,71.5838284810194,STORM
5425876,5, ,20170309201124,450,0,1972,0,0,5415,5418,CONC,No,10295,No,54185415,STM,0,97.23000336,CONC,450,1972,97.2364304157655,STORM
5425877,5, ,20170309201124,450,0,1972,0,0,5413,5415,CONC,No,10294,No,54155413,STM,0,79.23999786,CONC,450,1972,79.2354693303447,STORM
5425878,5, ,20170309201124,450,0,1972,0,0,5412,5413,CONC,No,10293,No,54135412,STM,0,81.98999786,CONC,450,1972,81.9844503549301,STORM
5425879,5, ,20170309201124,525,0,1972,0,0,5430,5412,CONC,No,10292,No,54125430,STM,0,57.59999847,CONC,525,1972,57.604618738431,STORM
5425880,5, ,20170309201124,525,0,1972,0,0,5432,5430,CONC,No,10934,No,54305432,STM,0,59.43000031,CONC,525,1972,59.4304602035017,STORM
5425881,5, ,20170309201124,300,0,1980,0,0,5432,5434,PVC,No,10933,No,54345432,STM,0,64,PVC,300,1980,63.9975663599797,STORM
5425882,5, ,20170309201124,525,0,1972,0,0,5261,5432,CONC,No,10932,No,54325261,STM,0,112.47000122,CONC,525,1972,112.466617269304,STORM
5425883,5, ,20170309201124,525,0,1972,0,0,5314,5261,CONC,No,10931,No,52615314,STM,0,107.88999939,CONC,525,1972,107.891794868748,STORM
5425884,5, ,20170309201124,525,0,1971,0,0,5266,5314,CONC,No,10930,No,53145266,STM,0,79.23999786,CONC,525,1971,79.2431858269214,STORM
5425885,5, ,20170309201124,525,0,1971,0,0,5268,5266,CONC,No,10929,No,52665268,STM,0,34.25,CONC,525,1971,34.2401051400255,STORM
5425886,5, ,20170309201124,900,0,1971,0,0,5270,5268,CONC,No,10928,No,52685270,STM,0,13.40999985,CONC,900,1971,13.4120617356169,STORM
5425887,5,"Updated on June 11, 2012. b/c new MH 5680",20170309201124,200,0,1979,0,0,5680,5358,PVC,No,12035,No,53585680,STM,0,52.81000137,PVC,200,1979,52.8052221987561,STORM
5425888,5, ,20170309201124,375,0,1979,0,0,5353,5356,CONC,No,10926,No,53565353,STM,0,89.91000366,CONC,375,1979,89.904910878105,STORM
5425889,5,DWG NO SE-041,20170309201124,375,0,1989,0,0,5353,5355,PVC,No,10925,No,53555353,STM,0.56,16,PVC,375,1989,24.3734712341103,STORM
5425890,5, ,20170309201124,375,0,1971,0,0,5538,5353,CONC,No,10924,No,53535538,STM,0,101.19000244,CONC,375,1971,101.188779022182,STORM
5425891,5,was 53505534. changed to current ID according to from/to manhole,20170309201124,375,0,1971,0,0,5346,5350,CONC,No,12138,No,53505346,STM,0,109.56999969,CONC,375,1971,109.571865914568,STORM
5425892,1,was 11115379. changed b/c MH5379 doesn't exist,20170309201124,375,0,1973,0,0,5542,1111,CONC,No,12144,No,11115542,STM,0,13.10000038,CONC,375,1973,13.0996564840457,STORM
5425893,7,,20170309201124,450,0,1984,0,0,7405,7404,CONC,No,9840,No,74047405,CMB,0,11.11999989,CONC,450,1984,11.1236055305823,COMBINED
5425894,7,,20170309201124,450,0,1984,0,0,7415,7405,CONC,No,9839,No,74057415,CMB,0,21.32999992,CONC,450,1984,21.3229641466659,COMBINED
5425895,7,,20170309201124,600,0,1984,0,0,7409,7415,CONC,No,9838,No,74157409,CMB,0,55.59000015,CONC,600,1984,55.5980800028202,COMBINED
5425896,7,,20170309201124,750,0,1911,0,0,7406,7409,CONC,No,9837,No,74097406,STM,0,57.90999985,CONC,750,1911,57.9029472479597,STORM
5425897,6,,20170309201124,375,0,1911,0,0,6055,6056,CONC,No,9836,No,60566055,CMB,0,14.98999977,CONC,375,1911,14.9885951076143,COMBINED
5425898,6,,20170309201124,350,0,1911,0,0,7213,6055,STEEL,No,9835,No,60557213,CMB,0,128.69000244,STEEL,350,1911,128.690232753111,COMBINED
5425899,8,160.tif,20170309201124,250,0,1994,34.75999832,35.56000137,8258,8259,PVC,No,9834,No,82598258,STM,0.0374,21.5,PVC,250,1994,20.7950306563852,STORM
5425900,8,160.tif,20170309201124,250,0,1994,34.38999939,34.75,8077,8258,PVC,No,9833,No,82588077,STM,0.0199,18.10000038,PVC,250,1994,19.3364009060632,STORM
5425901,8,Invert and slope updated; 4097-01-U-30 (1463.tif; 1411.tif),20170309201124,250,0,1973,27.07538414,34.16503143,8073,8077,PVC,No,9832,No,80778073,STM,0.13600001,64.76999664,PVC,250,1973,64.7581423451908,STORM
5425902,8,Invert and slope updated; 4097-01-U-5 (1438.tif; 1424.tif),20170309201124,250,0,1973,22.73503113,32.35451889,8075,8071,PVC,No,9831,No,80718075,STM,0.0983,97.83999634,PVC,250,1973,97.8330874500033,STORM
5425903,8,Invert and slope updated; 4097-01-U-6 (1439.tif; 1425.tif),20170309201124,750,0,1973,30.78175163,35.44519043,8011,8070,CONC,No,9829,No,80708011,STM,0.0969,48.72999954,CONC,750,1973,48.7251485374852,STORM
5425904,8,Invert and slope updated; 4097-01-U-31 (1464.tif; 1412.tif),20170309201124,250,0,1973,33.38779068,35.49700928,8013,8015,PVC,No,9828,No,80158013,STM,0.028,79.55000305,PVC,250,1973,79.5478748930479,STORM
5425905,2,,20170309201124,200,0,1983,0,0,2032,2027,PVC,No,9951,No,20272032,STM,0,45.72000122,PVC,200,1983,45.7253157452193,STORM
5425906,2,,20170309201124,250,0,1983,0,0,2036,2032,PVC,No,9950,No,20322036,STM,0,44.22999954,PVC,250,1983,44.2278758250947,STORM
5425907,2, ,20170309201124,375,0,1983,0,0,2039,2036,CONC,No,9949,No,20362039,STM,0,67.65000153,CONC,375,1983,67.6510583804865,STORM
5425908,2, ,20170309201124,200,0,1984,0,0,2043,2042,PVC,No,9948,No,20422043,STM,0,28.04000092,PVC,200,1984,28.0352224888621,STORM
5425909,2, ,20170309201124,200,0,1984,0,0,2041,2043,PVC,No,9947,No,20432041,STM,0,26.20999908,PVC,200,1984,26.2139542991896,STORM
5425910,2,,20170309201124,250,0,1984,0,0,2046,2041,PVC,No,9946,No,20412046,STM,0,24.05999947,PVC,250,1984,24.0587281459349,STORM
5425911,2, ,20170309201124,300,0,1984,0,0,2039,2046,PVC,No,9945,No,20462039,STM,0,28.77000046,PVC,300,1984,28.7742263145336,STORM
5425912,2, ,20170309201124,450,0,1983,0,0,2048,2039,CONC,No,9944,No,20392048,STM,0,54.45000076,CONC,450,1983,54.4458418981652,STORM
5425913,2,,20170309201124,450,0,1983,0,0,2095,2048,CONC,No,9943,No,20482095,STM,0,89.94000244,CONC,450,1983,89.9358799367638,STORM
5425914,2, ,20170309201124,250,0,1981,0,0,2051,2030,PVC,No,9942,No,20302051,STM,0,31.38999939,PVC,250,1981,31.3989458421776,STORM
5425915,2, ,20170309201124,250,0,1981,0,0,2055,2051,PVC,No,9941,No,20512055,STM,0,52.74000168,PVC,250,1981,52.7343720925925,STORM
5425916,2,,20170309201124,250,0,1981,0,0,2055,2056,PVC,No,9940,No,20562055,STM,0,24.30999947,PVC,250,1981,24.2998703700246,STORM
5425917,2, ,20170309201124,250,0,1981,0,0,2056,2062,PVC,No,9939,No,20622056,STM,0,41.13999939,PVC,250,1981,41.1441672658471,STORM
5425918,2, ,20170309201124,375,0,1981,0,0,2069,2055,CONC,No,9938,No,20552069,STM,0,47.24000168,CONC,375,1981,47.244611332934,STORM
5425919,3, ,20170309201124,250,0,1981,0,0,2053,3274,PVC,No,9937,No,32742053,STM,0,33.45999908,PVC,250,1981,33.8100059154091,STORM
5425920,2, ,20170309201124,250,0,1981,0,0,2069,2053,PVC,No,9936,No,20532069,STM,0,24.37999916,PVC,250,1981,24.3801907293606,STORM
5425921,2,,20170309201124,375,0,1980,0,0,2004,2003,CONC,No,9935,No,20032004,STM,0,8.46000004,CONC,375,1980,8.46225738204647,STORM
5425922,2, ,20170309201124,375,0,1980,0,0,2019,2004,CONC,No,9934,No,20042019,STM,0,28.60000038,CONC,375,1980,28.5921737543685,STORM
5425923,2, ,20170309201124,525,0,1981,0,0,2073,2019,CONC,No,9933,No,20192073,STM,0,94.83999634,CONC,525,1981,94.8420803230296,STORM
5425924,2, ,20170309201124,250,0,1981,0,0,2073,2075,PVC,No,9932,No,20752073,STM,0,81.68000031,PVC,250,1981,81.6725125118604,STORM
5425925,2,,20170309201124,375,0,1981,0,0,2071,2073,CONC,No,9931,No,20732071,STM,0,38.09999847,CONC,375,1981,38.1037071687257,STORM
5425926,2,,20170309201124,375,0,1981,0,0,2068,2071,CONC,No,9930,No,20712068,STM,0,9.90999985,CONC,375,1981,9.9070328555022,STORM
5425927,4, ,20170309201124,600,1912,1912,0,0,4067,4048,CONC,No,11071,No,40484067,STM,0,32,CONC,600,1912,32.0033201402604,STORM
5425928,4, ,20170309201124,600,0,1987,0,0,4069,4067,CONC,No,11070,No,40674069,STM,0,15.27999973,CONC,600,1987,15.2803730320958,STORM
5425929,4, ,20170309201124,900,0,1987,0,0,4073,4069,CONC,No,11069,No,40694073,STM,0,20.21999931,CONC,900,1987,20.2173094154489,STORM
5425930,4, ,20170309201124,450,0,1987,0,0,4065,4064,PVC,No,11068,No,40644065,STM,0,10.05000019,PVC,450,1987,10.0446304063415,STORM
5425931,4, ,20170309201124,450,0,1987,0,0,4063,4065,PVC,No,11067,No,40654063,STM,0,13.10000038,PVC,450,1987,13.106017701804,STORM
5425932,4, ,20170309201124,450,0,1987,0,0,4072,4063,CONC,No,11066,No,40634072,STM,0,41.77999878,CONC,450,1987,41.7794997576563,STORM
5425933,4, ,20170309201124,450,0,1987,0,0,4073,4072,CONC,No,11065,No,40724073,STM,0,10.81999969,CONC,450,1987,10.8217651055639,STORM
5425934,4, ,20170309201124,250,0,1987,0,0,4062,4077,PVC,No,11064,No,40774062,STM,0,63.70000076,PVC,250,1987,63.6992378290353,STORM
5425935,4, ,20170309201124,250,0,1987,0,0,4073,4062,PVC,No,11063,No,40624073,STM,0,50.29000092,PVC,250,1987,50.2808154269598,STORM
5425936,1, ,20170309201124,600,1912,1912,0,0,4071,1111,CONC,No,11062,No,11114071,STM,0,25.19000053,CONC,600,1912,25.1951284973901,STORM
5425937,4, ,20170309201124,600,1912,1912,0,0,4105,4071,CONC,No,11061,No,40714105,STM,0,81.79000092,CONC,600,1912,86.1620931616683,STORM
5425938,4, ,20170309201124,750,0,1912,0,0,4076,4083,CONC,No,11060,No,40834076,STM,0,156.02000427,CONC,750,1912,156.020286180996,STORM
5425939,4, ,20170309201124,1050,0,1912,0,0,4106,4076,CONC,No,11059,No,40764106,STM,0,19.12000084,CONC,1050,1912,19.1208498765092,STORM
5425940,4, ,20170309201124,900,0,1912,0,0,4107,4106,CONC,No,11058,No,41064107,STM,0,40.22999954,CONC,900,1912,40.2284687752343,STORM
5425941,4, ,20170309201124,600,1912,201406,0,0,4108,4105,CIP,No,11057,Yes,41054108,STM,0,33.83000183,CONC,600,1912,33.8355212757244,STORM
5425942,4, ,20170309201124,750,1912,1912,0,0,4112,4108,CONC,No,11056,No,41084112,STM,0,30.47999954,CONC,750,1912,30.4821669177242,STORM
5425943,4, ,20170309201124,1050,0,1912,0,0,4110,4107,CONC,No,11055,No,41074110,STM,0,24.98999977,CONC,1050,1912,24.9905662200759,STORM
5425944,4, ,20170309201124,1050,0,1912,0,0,4111,4110,CONC,No,11054,No,41104111,STM,0,4.32000017,CONC,1050,1912,4.33263199452711,STORM
5425945,4, ,20170309201124,1050,0,1912,0,0,4112,4111,CONC,No,11053,No,41114112,STM,0,5.01000023,CONC,1050,1912,5.01510717731934,STORM
5425946,4, ,20170309201124,900,1912,1912,0,0,4113,4112,CONC,No,11052,No,41124113,STM,0,13.71000004,CONC,900,1912,13.7026749213429,STORM
5425947,4, ,20170309201124,750,0,1910,0,0,4006,4118,CONC,No,11049,No,41184006,STM,0,21.32999992,CONC,750,1910,9.99600926019979,STORM
5425948,4, ,20170309201124,600,0,1986,0,0,4083,4082,CONC,No,9904,No,40824083,STM,0,12.90999985,CONC,600,1986,12.9171862261098,STORM
5425949,4, ,20170309201124,750,0,1910,0,0,4118,4083,CONC,No,9903,No,40834118,STM,0,62.58000183,CONC,750,1910,62.5760848887177,STORM
5425950,4, ,20170309201124,450,0,1986,0,0,4059,4060,CONC,No,9902,No,40604059,STM,0,10.06000042,CONC,450,1986,10.0587076704714,STORM
5425951,4, ,20170309201124,450,0,1986,0,0,4081,4059,CONC,No,9901,No,40594081,STM,0,27.29999924,CONC,450,1986,27.3049757370337,STORM
5425952,4, ,20170309201124,450,0,1986,0,0,4084,4081,CONC,No,9900,No,40814084,STM,0,9.98999977,CONC,450,1986,9.99408825256211,STORM
5425953,4, ,20170309201124,150,1940,2003,0,0,4049,4052,PVC,No,10439,No,40524049,SAN,0,62.47999954,PVC,150,2003,62.4777696464911,SANITARY
5425954,1, ,20170309201124,150,0,2003,0,0,4052,1111,PVC,No,10438,No,11114052,SAN,0,45.72000122,PVC,150,2003,45.7200699911975,SANITARY
5425955,4, ,20170309201124,200,0,1992,0,0,4046,4050,PVC,No,10437,No,40504046,SAN,0,89.87999725,PVC,200,1992,89.8781130198003,SANITARY
5425956,4, ,20170309201124,150,1940,1940,0,0,4042,4040,PVC,No,10436,No,40404042,SAN,0,172.19999695,PVC,150,1940,172.195405862061,SANITARY
5425957,4, ,20170309201124,200,1940,201306,0,0,4028,4031,HDPE,Yes,10435,No,40314028,SAN,0,121.30999756,PVC,150,1940,121.311572819744,SANITARY
5425958,4, ,20170309201124,200,1940,201306,0,0,4031,4032,HDPE,Yes,10434,No,40324031,SAN,0,67.05000305,PVC,150,1940,67.0448760159939,SANITARY
5425959,4, ,20170309201124,150,0,1976,0,0,4269,4242,PVC,No,10433,No,42424269,SAN,0,50.59000015,PVC,150,1976,50.5855048408138,SANITARY
5425960,4,"Changed to CMB according to George Otieno on Dec16, 2013. Drawing No: 32-2819-2/32-01 (1900.tif)",20170309201124,150,0,1990,0,0,4578,4152,PVC,No,10431,No,41524578,CMB,0,62.84000015,PVC,150,1990,62.8401225332987,COMBINED
5425961,5, ,20170309201124,200,0,1979,0,0,5195,5203,PVC,No,10430,No,52035195,SAN,0,61.56000137,PVC,200,1979,61.5546302076456,SANITARY
5425962,5, ,20170309201124,250,0,1985,0,0,7777,5105,PVC,No,10429,No,51057777,SAN,0,35.65999985,PVC,250,1985,36.1158995441066,SANITARY
5425963,5, ,20170309201124,250,0,1985,0,0,5105,5102,PVC,No,10428,No,51025105,SAN,0,28,PVC,250,1985,27.9958925558733,SANITARY
5425964,5,DWG NO 32-1749-4/32-04 REV D,20170309201124,250,0,1986,0,0,5470,5090,PVC,No,11507,No,50905470,SAN,1.03999996,56.38000107,PVC,250,1986,56.3785154114579,SANITARY
5425965,5, ,20170309201124,250,0,1987,0,0,5098,5097,PVC,No,10426,No,50975098,SAN,0,50.29000092,PVC,250,1987,50.284814805267,SANITARY
5425966,5, ,20170309201124,200,0,1987,0,0,5468,5098,PVC,No,10425,No,50985468,SAN,0,5.78000021,PVC,200,1987,5.78813441447242,SANITARY
5425967,5, ,20170309201124,200,0,1987,0,0,5098,5100,PVC,No,10424,No,51005098,SAN,0,54.86000061,PVC,200,1987,54.8611082644162,SANITARY
5425968,5,DWG NO 32-1749-7/32-03 REV D,20170309201124,250,0,1986,0,0,5470,,PVC,No,11508,No,11115470,SAN,1,12,PVC,250,1986,11.9999806641511,SANITARY
5425969,1,,20170309201124,200,0,1978,0,0,1090,1091,PVC,No,10422,No,10911090,SAN,0,76.19999695,PVC,200,1978,76.1973260685701,SANITARY
5425970,1, ,20170309201124,200,0,1978,0,0,1088,1090,PVC,No,10421,No,10901088,SAN,0,108.50090027,PVC,200,1978,108.50086174773,SANITARY
5425971,1, ,20170309201124,200,0,1978,0,0,1086,1088,PVC,No,10420,No,10881086,SAN,0,107.27999878,PVC,200,1978,107.280209731339,SANITARY
5425972,1,,20170309201124,200,0,1978,0,0,1083,1086,PVC,No,10419,No,10861083,SAN,0,74.83000183,PVC,200,1978,74.8252504172221,SANITARY
5425973,1,,20170309201124,200,0,1978,0,0,1081,1083,PVC,No,10418,No,10831081,SAN,0,91.44000244,PVC,200,1978,91.4426208067113,SANITARY
5425974,1,,20170309201124,200,0,1978,0,0,1080,1081,PVC,No,10417,No,10811080,SAN,0,91.44000244,PVC,200,1978,91.4383311308775,SANITARY
5425975,1,,20170309201124,200,0,1979,0,0,1076,1074,PVC,No,10416,No,10741076,SAN,0,60.34999847,PVC,200,1979,60.3499196354063,SANITARY
5425976,1, ,20170309201124,200,0,1978,0,0,1080,1076,PVC,No,10415,No,10761080,SAN,0,33.52000046,PVC,200,1978,33.5210799348708,SANITARY
5425977,1,Manhole down is a pump station. see 1474.tif for reference,20170309201124,200,0,1978,0,0,14,1080,AC,No,12014,No,10800014,SAN,0,10.65999985,AC,200,1978,10.6569226327303,SANITARY
5425978,9,,20170309201124,200,0,1997,0,0,9109,9261,PVC,No,10412,No,92619109,SAN,0,19.88999939,PVC,200,1997,19.8899195574039,SANITARY
5425979,9,,20170309201124,200,0,1997,0,0,9263,9264,PVC,No,10411,No,92649263,SAN,0,97.59999847,PVC,200,1997,97.5918849085312,SANITARY
5425980,9,,20170309201124,200,0,1997,0,0,9264,9267,PVC,No,10410,No,92679264,SAN,0,102.84999847,PVC,200,1997,102.847354851741,SANITARY
5425981,8,Invert and slope updated; 4097-01-U-19 (1452.tif; 1401.tif),20170309201124,200,0,1973,61.57264709,63.1271286,8174,8176,PVC,No,10809,No,81768174,SAN,0.122,11.39999962,PVC,200,1973,11.4018638827167,SANITARY
5425982,8,Invert and slope updated; 4097-01-U-17 (1450.tif; 1398.tif),20170309201124,200,0,1973,61.70676041,66.77558136,8179,8181,PVC,No,10808,No,81818179,SAN,0.102,49.68000031,PVC,200,1973,49.6841584410967,SANITARY
5425983,8,Invert and slope updated; 4097-01-U-17 (1450.tif; 1398.tif),20170309201124,200,0,1973,60.59423828,61.65799332,8177,8179,PVC,No,10807,No,81798177,SAN,0.053,19.54999924,PVC,200,1973,19.55662803246,SANITARY
5425984,8,Invert and slope updated; 4097-01-U-27 (1460.tif; 1404.tif),20170309201124,200,0,1973,58.70447922,63.90436935,8137,8139,PVC,No,10806,No,81398137,SAN,0.0948,55.74000168,PVC,200,1973,55.7429071721237,SANITARY
5425985,8,Invert and slope updated; 4097-01-U-26 (1459.tif; 1405.tif),20170309201124,200,0,1973,68.76287842,71.83526611,8188,8186,PVC,No,10805,No,81868188,SAN,0.063,48.75999832,PVC,200,1973,48.7610192674435,SANITARY
5425986,8,Invert and slope updated; 4097-01-U-26 (1459.tif; 1405.tif),20170309201124,200,0,1973,62.29807281,68.75068665,8155,8188,PVC,No,10804,No,81888155,SAN,0.08,80.76999664,PVC,200,1973,80.769343194061,SANITARY
5425987,3, ,20170309201124,200,0,1973,0,0,3184,3188,PVC,No,10661,No,31883184,SAN,0,81.06999969,PVC,200,1973,81.0686382024516,SANITARY
5425988,3, ,20170309201124,200,0,1973,0,0,3153,3155,PVC,No,10660,No,31553153,SAN,0,38.70000076,PVC,200,1973,38.7025606388001,SANITARY
5425989,3, ,20170309201124,200,0,1973,0,0,3151,3153,PVC,No,10659,No,31533151,SAN,0,80.65000153,PVC,200,1973,80.6417472528963,SANITARY
5425990,5, ,20170309201124,250,0,1986,0,0,5085,5086,PVC,No,10658,No,50865085,SAN,0,31,PVC,250,1986,30.9997822572998,SANITARY
5425991,7, ,20170309201124,200,0,1993,0,0,7373,7370,PVC,No,10657,No,73707373,SAN,0,64,PVC,200,1993,64.4472323651683,SANITARY
5425992,7,DWG 2204-11,20170309201124,200,0,1991,0.68000001,0.77999997,7378,7377,PVC,No,10655,No,73777378,SAN,0.54000002,20.20000076,PVC,200,1991,20.2000742902099,SANITARY
5425993,7,,20170309201124,200,0,1991,0.75999999,1.13999999,7379,7383,PVC,No,10654,No,73837379,SAN,0.52999997,71.5,PVC,200,1991,71.4999646579633,SANITARY
5425994,7,DWG 2204-10,20170309201124,200,0,1991,1.21000004,1.51999998,7383,7381,PVC,No,10653,No,73817383,SAN,0.63999999,48.20000076,PVC,200,1991,48.2000087238581,SANITARY
5425995,7,DWG 2204-10,20170309201124,200,0,1991,0.68000001,0.73000002,7378,7379,PVC,No,10652,No,73797378,SAN,0.40000001,12.69999981,PVC,200,1991,12.6998017008141,SANITARY
5425996,8,Invert and slope updated; 4097-01-U-3 (1436.tif; 1422.tif),20170309201124,200,0,1973,47.25314331,47.63719177,8061,8057,PVC,No,10651,No,80578061,SAN,0.0091,32.40000153,PVC,200,1973,32.3938265723579,SANITARY
5425997,8,,20170309201124,200,0,1973,0,0,8113,8128,PVC,No,10650,No,81288113,SAN,0,48.86999893,PVC,200,1973,48.866217369467,SANITARY
5425998,8,160.tif,20170309201124,150,0,1994,34.84000015,35.63000107,8255,8256,PVC,No,10649,No,82568255,SAN,0.0374,21.10000038,PVC,150,1994,20.9648515377524,SANITARY
5425999,5, ,20170309201124,200,0,1985,0,0,5562,5044,PVC,No,10612,No,50445562,SAN,0,59.84999847,PVC,200,1985,68.8284861085873,SANITARY
5426000,5, ,20170309201124,200,0,1985,0,0,5026,5562,PVC,No,10611,No,55625026,SAN,0,66.5,PVC,200,1985,66.4981661401275,SANITARY
5426001,6, ,20170309201124,150,0,1970,0,0,6451,6452,PVC,No,10609,No,64526451,SAN,0,103.01000214,PVC,150,1970,103.017146631034,SANITARY
5426002,9, ,20170309201124,200,0,1999,0,0,9999,9138,PVC,No,10608,No,91389999,SAN,0,11.46000004,PVC,200,1999,9.03831703139473,SANITARY
5426003,9,,20170309201124,200,0,2000,0,0,9999,9197,PVC,No,10607,No,91979999,SAN,0,8,PVC,200,2000,5.53128675806995,SANITARY
5426004,9,,20170309201124,200,0,1991,0,0,9137,9206,PVC,No,10606,No,92069137,SAN,0,24.27000046,PVC,200,1991,24.2728922874881,SANITARY
5426005,9, ,20170309201124,200,0,1999,0,0,9206,9205,PVC,No,10605,No,92059206,SAN,0,4.5,PVC,200,1999,5.43472170400656,SANITARY
5426006,9, ,20170309201124,200,0,1999,0,0,9206,9207,PVC,No,10604,No,92079206,SAN,0,111,PVC,200,1999,109.857180921413,SANITARY
5426007,9,,20170309201124,200,0,1999,0,0,9207,9208,PVC,No,10603,No,92089207,SAN,0,118,PVC,200,1999,118.920404052459,SANITARY
5426008,9, ,20170309201124,200,0,1999,0,0,9208,9209,PVC,No,10602,No,92099208,SAN,0,42,PVC,200,1999,41.6523996907741,SANITARY
5426009,9,,20170309201124,200,0,1999,0,0,9205,9204,PVC,No,10601,No,92049205,SAN,0,119,PVC,200,1999,118.923496837252,SANITARY
5426010,9, ,20170309201124,200,0,1999,0,0,9204,9210,PVC,No,10600,No,92109204,SAN,0,35,PVC,200,1999,35.2244531540236,SANITARY
5426011,9,,20170309201124,200,0,1999,0,0,9204,9211,PVC,No,10599,No,92119204,SAN,0,74,PVC,200,1999,73.7614404685809,SANITARY
5426012,9, ,20170309201124,200,0,2000,0,0,9198,9199,PVC,No,10598,No,91999198,SAN,0,111.25,PVC,200,2000,111.243598018043,SANITARY
5426013,9,,20170309201124,200,0,2000,0,0,9199,9200,PVC,No,10597,No,92009199,SAN,0,114.25,PVC,200,2000,114.253991615173,SANITARY
5426014,9,,20170309201124,200,0,2000,0,0,9202,9203,PVC,No,10596,No,92039202,SAN,0,120.5,PVC,200,2000,120.502679223327,SANITARY
5426015,9,,20170309201124,200,0,2000,0,0,9201,9202,PVC,No,10595,No,92029201,SAN,0,106,PVC,200,2000,105.996608436308,SANITARY
5426016,9,,20170309201124,200,0,2000,0,0,9197,9198,PVC,No,10594,No,91989197,SAN,0,115,PVC,200,2000,115.003410818984,SANITARY
5426017,9, ,20170309201124,200,0,2000,0,0,9198,9201,PVC,No,10593,No,92019198,SAN,0,103,PVC,200,2000,102.999994660194,SANITARY
5426018,9, ,20170309201124,200,0,2000,0,0,9196,9195,PVC,No,10591,No,91959196,SAN,0,66,PVC,200,2000,66.0729859511435,SANITARY
5426019,9,,20170309201124,150,0,2000,0,0,9195,9194,PVC,No,10590,No,91949195,SAN,0,39.5,PVC,150,2000,39.5061210447191,SANITARY
5426020,4,"Changed to CMB according to George Otieno on Dec16, 2013. Drawing No: 32-2819-2/32-01 (1900.tif)",20170309201124,200,0,1990,0,0,4577,4578,PVC,No,10589,No,45784577,CMB,0,34.5,PVC,200,1990,34.4978289171942,COMBINED
5426021,4,"Changed to CMB according to George Otieno on Dec16, 2013. Drawing No: 32-2819-2/32-01 (1900.tif)",20170309201124,250,0,1990,0,0,4577,4576,PVC,No,10588,No,45764577,CMB,0,34.20000076,PVC,250,1990,34.205807986364,COMBINED
5426022,4,"Changed to CMB according to George Otieno on Dec16, 2013. Drawing No: 32-2819-2/32-01 (1900.tif)",20170309201124,250,0,1990,0,0,4174,4577,PVC,No,10587,No,45774174,CMB,0,140.1000061,PVC,250,1990,140.102831163399,COMBINED
5426023,2,,20170309201124,200,0,1993,0,0,1111,2528,PVC,No,10586,No,25281111,SAN,0,7.17000008,PVC,200,1993,7.17119236947385,SANITARY
5426024,2, ,20170309201124,200,0,1993,0,0,2528,2527,PVC,No,10585,No,25272528,SAN,0,28.5,PVC,200,1993,28.5042119694616,SANITARY
5426025,9,,20170309201124,200,0,1999,0,0,9183,9184,PVC,No,11178,No,91849183,SAN,0,10,PVC,200,1999,10.1708435800577,SANITARY
5426026,9,,20170309201124,200,0,1999,0,0,9379,9185,PVC,No,11177,No,91859379,SAN,0,,PVC,200,1999,29.2648386117197,SANITARY
5426027,9, ,20170309201124,200,0,1999,0,0,9185,9186,PVC,No,11176,No,91869185,SAN,0,8.18999958,PVC,200,1999,8.18985958365588,SANITARY
5426028,9,,20170309201124,200,0,1999,0,0,9187,9188,PVC,No,11175,No,91889187,SAN,0,57.79999924,PVC,200,1999,57.803563903967,SANITARY
5426029,9, ,20170309201124,200,0,1999,0,0,9186,9187,PVC,No,11174,No,91879186,SAN,0,57.54999924,PVC,200,1999,57.5492945221746,SANITARY
5426030,9,,20170309201124,200,0,1999,0,0,9186,9189,PVC,No,11173,No,91899186,SAN,0,84.66999817,PVC,200,1999,84.6558474058349,SANITARY
5426031,9,,20170309201124,200,0,1999,0,0,9189,9190,PVC,No,11172,No,91909189,SAN,0,118,PVC,200,1999,118.007981509727,SANITARY
5426032,9, ,20170309201124,200,0,1999,0,0,9189,9191,PVC,No,11171,No,91919189,SAN,0,55.88000107,PVC,200,1999,55.8862460718199,SANITARY
5426033,9,,20170309201124,200,0,1999,0,0,9191,9192,PVC,No,11170,No,91929191,SAN,0,79.25,PVC,200,1999,79.25,SANITARY
5426034,9,,20170309201124,1050,0,1999,-0.47,0.04,9307,9308,CONC,No,11109,No,93089307,STM,0.23,184.1000061,CONC,1050,1999,184.026800696575,STORM
5426035,9,DWG 97-1063A-98-7,20170309201124,300,0,2001,-0.095,0.80000001,9336,9342,PVC,No,11108,No,93429336,STM,0.83999997,107,PVC,300,2001,107.000012946401,STORM
