OBJECTID,Catchment,Comments,DATALOAD,Diameter,Estim_Year,Install_Year,Invert_DN,Invert_UP,Manhole_Down,Manhole_Up,Material,Pipe_Bursted,RefAuto,Relined,Sewer_ID,Sewer_Type,Slope,Total_Length,Original_Material,Original_Diameter,Original_Install_Year,SHAPE.len,_SEWERNAME
5424722,1, ,20170309201124,600,0,1976,0,0,1189,1188,CONC,No,11075,No,11881189,STM,0,10.65999985,CONC,600,1976,10.6540180213852,STORM
5424723,1, ,20170309201124,600,0,1976,0,0,1190,1189,CONC,No,10246,No,11891190,STM,0,4.57000017,CONC,600,1976,4.57498633877742,STORM
5424724,1, ,20170309201124,750,0,1976,0,0,1192,1190,CONC,No,10245,No,11901192,STM,0,27.43000031,CONC,750,1976,27.4297885518646,STORM
5424725,1,,20170309201124,600,0,1998,1.52499998,0,1224,1199,CONC,No,10244,No,11991224,STM,0,39.35900116,CONC,600,1998,39.3589422669106,STORM
5424726,6,,20170309201124,200,0,1966,0,0,6192,6191,PVC,No,10243,No,61916192,CMB,0,9.77000046,PVC,200,1966,8.93134928216336,COMBINED
5424727,6, ,20170309201124,600,0,1987,0,0,6184,6209,CONC,No,10242,No,62096184,STM,0,19.20999908,CONC,600,1987,19.2081779458646,STORM
5424728,3, ,20170309201124,200,0,1973,0,0,3148,3146,PVC,No,10241,No,31463148,STM,0,24.38999939,PVC,200,1973,24.3869842333979,STORM
5424729,3, ,20170309201124,250,0,1973,0,0,3148,3150,PVC,No,10240,No,31503148,STM,0,95.44000244,PVC,250,1973,95.4378986566657,STORM
5424730,3, ,20170309201124,200,0,1973,0,0,3183,3187,PVC,No,10239,No,31873183,STM,0,83.36000061,PVC,200,1973,83.3603532861996,STORM
5424731,3, ,20170309201124,250,0,1973,0,0,3183,3186,PVC,No,10238,No,31863183,STM,0,24.37000084,PVC,250,1973,24.3705929349288,STORM
5424732,3, ,20170309201124,250,0,1973,0,0,3182,3183,PVC,No,10237,No,31833182,STM,0,48.61999893,PVC,250,1973,48.6157433348499,STORM
5424733,3, ,20170309201124,250,0,1973,0,0,3180,3182,PVC,No,10236,No,31823180,STM,0,51.34000015,PVC,250,1973,51.3431173576362,STORM
5424734,3, ,20170309201124,250,0,1973,0,0,3178,3176,PVC,No,10235,No,31763178,STM,0,37.47999954,PVC,250,1973,37.4839298900209,STORM
5424735,3, ,20170309201124,250,0,1973,0,0,3180,3178,PVC,No,10234,No,31783180,STM,0,19.84000015,PVC,250,1973,19.8436387792159,STORM
5424736,3, ,20170309201124,300,0,1973,0,0,3174,3148,PVC,No,10233,No,31483174,STM,0,101.47000122,PVC,300,1973,101.470693305998,STORM
5424737,3, ,20170309201124,300,0,1973,0,0,3171,3174,PVC,No,10232,No,31743171,STM,0,15.96000004,PVC,300,1973,15.9554912177595,STORM
5424738,3, ,20170309201124,250,0,1973,0,0,3152,3156,PVC,No,10231,No,31563152,STM,0,37.79000092,PVC,250,1973,37.7965342326515,STORM
5424739,2,,20170309201124,250,0,1987,0,0,2108,2107,PVC,No,10230,No,21072108,STM,0,60.95999908,PVC,250,1987,60.9586942117365,STORM
5424740,2, ,20170309201124,300,0,1987,0,0,2111,2108,PVC,No,10229,No,21082111,STM,0,67.05000305,PVC,300,1987,67.0481886407083,STORM
5424741,2, ,20170309201124,300,0,1987,0,0,2115,2111,PVC,No,10228,No,21112115,STM,0,62.40999985,PVC,300,1987,62.4070669075226,STORM
5424742,2,,20170309201124,250,0,1987,0,0,2129,2119,PVC,No,10227,No,21192129,STM,0,67.91999817,PVC,250,1987,67.9213309645799,STORM
5424743,2, ,20170309201124,300,0,1987,0,0,2115,2129,PVC,No,10226,No,21292115,STM,0,43.29999924,PVC,300,1987,43.2954281651077,STORM
5424744,2, ,20170309201124,300,0,1987,0,0,2131,2115,PVC,No,10225,No,21152131,STM,0,57.29999924,PVC,300,1987,57.2970959124457,STORM
5424745,2, ,20170309201124,250,0,1987,0,0,2121,2120,PVC,No,10224,No,21202121,STM,0,39.52999878,PVC,250,1987,39.5268541627082,STORM
5424746,2,Project no.: 1715-09-1988 (2114.tif),20170309201124,375,0,1990,0,0,2179,2606,CONC,No,11674,No,26062179,STM,0,13.60000038,CONC,375,1990,13.6084973454089,STORM
5424747,2, ,20170309201124,600,0,1990,0,0,2178,2179,CONC,No,10205,No,21792178,STM,0,13.69999981,CONC,600,1990,13.7065531772215,STORM
5424748,2,,20170309201124,600,0,1990,0,0,1111,2178,CONC,No,10204,No,21781111,STM,0,5.78999996,CONC,600,1990,5.78247351917845,STORM
5424749,2, ,20170309201124,450,0,1990,0,0,2171,2172,CONC,No,10203,No,21722171,STM,0,54.86000061,CONC,450,1990,54.8574525474889,STORM
5424750,2, ,20170309201124,450,0,1990,0,0,2170,2171,CONC,No,10202,No,21712170,STM,0,13.10000038,CONC,450,1990,13.1055904102028,STORM
5424751,2, ,20170309201124,250,0,1990,0,0,2167,2164,PVC,No,10201,No,21642167,STM,0,32,PVC,250,1990,32.0050386658101,STORM
5424752,2, ,20170309201124,250,0,1990,0,0,2170,2167,PVC,No,10200,No,21672170,STM,0,16.70999908,PVC,250,1990,16.710873705465,STORM
5424753,2, ,20170309201124,300,0,1990,0,0,2186,2188,PVC,No,10199,No,21882186,STM,0,10.22000027,PVC,300,1990,10.2174605455563,STORM
5424754,2,,20170309201124,300,0,1990,0,0,1111,2186,PVC,No,10198,No,21861111,STM,0,9.14000034,PVC,300,1990,9.14717442711136,STORM
5424755,2, ,20170309201124,200,1981,1981,0,0,2196,2198,PVC,No,10197,No,21982196,STM,0,126.48999786,PVC,200,1981,126.492329016427,STORM
5424756,2,,20170309201124,200,0,1981,0,0,7777,2196,PVC,No,10196,No,21967777,STM,0,83.75,PVC,200,1981,81.7296228701687,STORM
5424757,2, ,20170309201124,250,0,1987,0,0,2117,2113,PVC,No,10195,No,21132117,STM,0,65.23999786,PVC,250,1987,65.2388603517873,STORM
5424758,2, ,20170309201124,250,0,1987,0,0,2133,2117,PVC,No,10194,No,21172133,STM,0,66.93000031,PVC,250,1987,66.9331143754719,STORM
5424759,2, ,20170309201124,250,0,1987,0,0,2136,2133,PVC,No,10193,No,21332136,STM,0,48.25,PVC,250,1987,48.2544526442897,STORM
5424760,2, ,20170309201124,250,0,1987,0,0,2136,2143,PVC,No,10192,No,21432136,STM,0,38.5,PVC,250,1987,38.4919692923082,STORM
5424761,2,,20170309201124,250,0,1987,0,0,2136,2134,PVC,No,10191,No,21342136,STM,0,40.52999878,PVC,250,1987,40.5289587825792,STORM
5424762,2,,20170309201124,300,0,1987,0,0,2137,2136,PVC,No,10190,No,21362137,STM,0,19.12000084,PVC,300,1987,19.0429462006277,STORM
5424763,2,,20170309201124,300,0,1992,0,0,2144,2137,PVC,No,10189,No,21372144,STM,0,37.15999985,PVC,300,1992,37.0157061259136,STORM
5424764,2, ,20170309201124,300,0,1992,0,0,2145,2144,PVC,No,10188,No,21442145,STM,0,53.24000168,PVC,300,1992,53.0010273485335,STORM
5424765,2,,20170309201124,300,0,1992,0,0,2148,2145,PVC,No,10187,No,21452148,STM,0,55,PVC,300,1992,55.0020872331223,STORM
5424766,2, ,20170309201124,300,0,1992,0,0,2146,2148,PVC,No,10186,No,21482146,STM,0,35,PVC,300,1992,35.0003214270955,STORM
5424767,2, ,20170309201124,300,0,1992,0,0,2146,2152,PVC,No,10185,No,21522146,STM,0,41.20000076,PVC,300,1992,41.1946816955781,STORM
5424768,2,,20170309201124,375,0,1992,0,0,2150,2146,CONC,No,10184,No,21462150,STM,0,29.82999992,CONC,375,1992,29.8343191643449,STORM
5424769,2,,20170309201124,375,0,1992,0,0,2154,2150,CONC,No,10183,No,21502154,STM,0,36,CONC,375,1992,36.0030693136016,STORM
5424770,2,,20170309201124,375,0,1992,0,0,2155,2154,CONC,No,10182,No,21542155,STM,0,41.11999893,CONC,375,1992,41.1195038880578,STORM
5424771,2, ,20170309201124,375,0,1992,0,0,1111,2155,CONC,No,10181,No,21551111,STM,0,9.26000023,CONC,375,1992,9.25516072253745,STORM
5424772,5, ,20170309201124,250,0,1988,0,0,5189,5213,PVC,No,9733,No,52135189,STM,0,6.67000008,PVC,250,1988,6.66898043182014,STORM
5424773,5, ,20170309201124,450,1940,1940,0,0,5189,5481,CONC,No,9732,No,54815189,STM,0,4.5,CONC,450,1940,4.50422024328296,STORM
5424774,9, ,20170309201124,375,0,1997,0,0,9270,9271,CONC,No,9731,No,92719270,STM,0,88.55000305,CONC,375,1997,88.543743426625,STORM
5424775,9,,20170309201124,200,0,1997,0,0,9123,9270,PVC,No,9730,No,92709123,STM,0,10.76000023,PVC,200,1997,10.7615054708902,STORM
5424776,9,,20170309201124,375,0,1997,0,0,9271,9272,CONC,No,9729,No,92729271,STM,0,93.90000153,CONC,375,1997,93.9073330469991,STORM
5424777,9,,20170309201124,300,0,1997,0,0,9271,9273,PVC,No,9728,No,92739271,STM,0,51.84999847,PVC,300,1997,51.850856309226,STORM
5424778,9, ,20170309201124,375,0,1997,0,0,9276,9275,CONC,No,9727,No,92759276,STM,0,77.84999847,CONC,375,1997,77.8526043238118,STORM
5424779,9,,20170309201124,300,0,1997,0,0,9275,9274,PVC,No,9726,No,92749275,STM,0,96.65000153,PVC,300,1997,96.6516683767021,STORM
5424780,9,,20170309201124,300,0,1997,0,0,9276,9277,PVC,No,9725,No,92779276,STM,0,62.70000076,PVC,300,1997,62.6946353366857,STORM
5424781,9,,20170309201124,375,0,1997,0,0,9278,9276,CONC,No,9724,No,92769278,STM,0,48.79999924,CONC,375,1997,48.8044229553019,STORM
5424782,6,,20170309201124,300,0,1997,69.83999634,70.29000092,6456,6455,PVC,No,9723,No,64556456,CMB,1,77,PVC,300,1997,77.0012805088331,COMBINED
5424783,6, ,20170309201124,375,0,1909,0,0,7777,6453,CONC,No,9722,No,64537777,CMB,0,10.69999981,CONC,375,1909,11.0477184255393,COMBINED
5424784,6,,20170309201124,150,0,1997,66.76000214,67.69999695,6453,6454,PVC,No,9721,No,64546453,CMB,2.29999995,38.40000153,PVC,150,1997,37.9983381215547,COMBINED
5424785,5, ,20170309201124,300,0,1988,0,0,5288,5570,PVC,No,9720,No,55705288,STM,0,53.79999924,PVC,300,1988,53.7962870465983,STORM
5424786,1, ,20170309201124,250,0,1988,0,0,5570,1111,PVC,No,9719,No,11115570,STM,0,18,PVC,250,1988,18.0008055375308,STORM
5424787,5,,20170309201124,250,0,1988,0,0,5570,5571,PVC,No,9718,No,55715570,STM,0,58.5,PVC,250,1988,58.5093539530219,STORM
5424788,1,,20170309201124,250,0,1988,0,0,5571,1111,PVC,No,9717,No,11115571,STM,0,18,PVC,250,1988,18.0008055375308,STORM
5424789,5, ,20170309201124,250,0,1988,0,0,5571,5572,PVC,No,9716,No,55725571,STM,0,57.09999847,PVC,250,1988,57.0970892427977,STORM
5424790,1,,20170309201124,250,0,1988,0,0,5572,1111,PVC,No,9715,No,11115572,STM,0,18,PVC,250,1988,18.0008055375308,STORM
5424791,5, ,20170309201124,300,0,1972,0,0,5314,5565,PVC,No,9714,No,55655314,STM,0,58,PVC,300,1972,57.9984767041342,STORM
5424792,5, ,20170309201124,250,0,1972,0,0,5565,5566,PVC,No,9713,No,55665565,STM,0,18,PVC,250,1972,18.0008055375308,STORM
5424793,5, ,20170309201124,250,0,1972,0,0,5565,5567,PVC,No,9712,No,55675565,STM,0,53.90000153,PVC,250,1972,53.9025658016388,STORM
5424794,1,,20170309201124,250,0,1972,0,0,5567,1111,PVC,No,9711,No,11115567,STM,0,18,PVC,250,1972,18.0008055375308,STORM
5424795,5, ,20170309201124,250,0,1972,0,0,5567,5568,PVC,No,9710,No,55685567,STM,0,53.90000153,PVC,250,1972,53.8961380805712,STORM
5424796,5, ,20170309201124,250,0,1972,0,0,5568,5569,PVC,No,9709,No,55695568,STM,0,18,PVC,250,1972,17.9931459172653,STORM
5424797,5, ,20170309201124,450,0,1985,0,0,5561,5563,CONC,No,9708,No,55635561,STM,0,55.25,CONC,450,1985,55.2443888553399,STORM
5424798,1, ,20170309201124,250,0,1985,0,0,5563,1111,PVC,No,9707,No,11115563,STM,0,16,PVC,250,1985,15.9983311629682,STORM
5424799,1, ,20170309201124,250,0,1985,0,0,5564,1111,PVC,No,9706,No,11115564,STM,0,16,PVC,250,1985,15.9983311629682,STORM
5424800,6, ,20170309201124,200,0,1970,0,0,7777,6444,PVC,No,9704,No,64447777,STM,0,4.76999998,PVC,200,1970,4.76340214552582,STORM
5424801,6, ,20170309201124,300,0,1970,0,0,6444,6445,PVC,No,9703,No,64456444,STM,0,52.18000031,PVC,300,1970,52.180150440565,STORM
5424802,6, ,20170309201124,200,0,1970,0,0,6445,6446,PVC,No,9702,No,64466445,STM,0,77.72000122,PVC,200,1970,77.7259699199695,STORM
5424803,6, ,20170309201124,250,0,1970,0,0,6445,6447,PVC,No,9701,No,64476445,STM,0,32.29999924,PVC,250,1970,32.3082187686044,STORM
5424804,6, ,20170309201124,250,0,1970,0,0,6447,6448,PVC,No,9700,No,64486447,STM,0,83.80000305,PVC,250,1970,83.791809265584,STORM
5424805,6, ,20170309201124,250,0,1970,0,0,6447,6449,PVC,No,9699,No,64496447,STM,0,37.18000031,PVC,250,1970,37.1778442086144,STORM
5424806,7, ,20170309201124,450,1932,1932,0,0,7122,7115,CONC,No,11026,No,71157122,STM,0,28.67000008,CONC,450,1932,28.6704028573022,STORM
5424807,7, ,20170309201124,450,1932,1932,0,0,7123,7122,CONC,No,11025,No,71227123,STM,0,4.57000017,CONC,450,1932,4.56928878492047,STORM
5424808,7, ,20170309201124,525,0,1986,0,0,7095,7094,CONC,No,11023,No,70947095,STM,0,36.56999969,CONC,525,1986,36.5704252094503,STORM
5424809,7, ,20170309201124,525,0,1986,0,0,7096,7095,CONC,No,11022,No,70957096,STM,0,38.09999847,CONC,525,1986,38.1601899890449,STORM
5424810,7, ,20170309201124,525,0,1986,0,0,7097,7096,CONC,No,11021,No,70967097,STM,0,59.43000031,CONC,525,1986,59.4343646386499,STORM
5424811,7,,20170309201124,525,0,1986,0,0,7110,7097,CONC,No,11020,No,70977110,STM,0,30.47999954,CONC,525,1986,30.4745287084148,STORM
5424812,7, ,20170309201124,525,0,1986,0,0,7112,7110,CONC,No,11019,No,71107112,STM,0,27.17000008,CONC,525,1986,27.1746370720935,STORM
5424813,7, ,20170309201124,525,0,1986,0,0,7115,7112,CONC,No,11018,No,71127115,STM,0,37.06999969,CONC,525,1986,37.0678971618299,STORM
5424814,6, ,20170309201124,375,0,1966,0,0,6107,6108,CONC,No,11017,No,61086107,CMB,0,115.81999969,CONC,375,1966,115.812255396396,COMBINED
5424815,6, ,20170309201124,375,0,1966,0,0,6042,6107,CONC,No,11016,No,61076042,CMB,0,152.3999939,CONC,375,1966,152.404473687618,COMBINED
5424816,1,,20170309201124,600,0,1911,0,0,7409,1111,CONC,No,11014,No,11117409,STM,0,309.42001343,CONC,600,1911,309.426000846729,STORM
5424817,7,,20170309201124,300,0,1993,0,0,7368,7369,PVC,No,11012,No,73697368,STM,0,18.28000069,PVC,300,1993,18.2793435330703,STORM
5424818,6, ,20170309201124,200,0,1988,0,0,6253,6256,PVC,No,11011,No,62566253,CMB,0,129.71000671,PVC,200,1988,129.716849329607,COMBINED
5424819,6, ,20170309201124,250,0,1911,0,0,6060,6041,PVC,No,11010,No,60416060,CMB,0,111.13999939,PVC,250,1911,111.132533490423,COMBINED
5424820,6, ,20170309201124,300,0,1911,0,0,6059,6060,PVC,No,11009,No,60606059,CMB,0,83.20999908,PVC,300,1911,83.2136347000899,COMBINED
5424821,6, ,20170309201124,300,0,1911,0,0,6058,6059,PVC,No,11008,No,60596058,CMB,0,88.38999939,PVC,300,1911,88.3928305916266,COMBINED
5424822,6, ,20170309201124,300,0,1911,0,0,6057,6058,PVC,No,11007,No,60586057,CMB,0,87.77999878,PVC,300,1911,87.7807410540604,COMBINED
5424823,6, ,20170309201124,300,0,1911,0,0,6056,6057,PVC,No,11006,No,60576056,CMB,0,87.31999969,PVC,300,1911,87.3195459505488,COMBINED
5424824,6, ,20170309201124,375,0,1966,0,0,6061,6042,CONC,No,11005,No,60426061,CMB,0,128.08999634,CONC,375,1966,128.095027225884,COMBINED
5424825,6, ,20170309201124,375,0,1966,0,0,6075,6061,CONC,No,11004,No,60616075,CMB,0,121.91999817,CONC,375,1966,121.922306818728,COMBINED
5424826,6, ,20170309201124,375,0,1966,0,0,6077,6075,CONC,No,11003,No,60756077,CMB,0,151.78999329,CONC,375,1966,151.786023401366,COMBINED
5424827,6,,20170309201124,375,0,1910,0,0,6079,6077,CONC,No,11002,No,60776079,CMB,0,15.23999977,CONC,375,1910,15.23790339909,COMBINED
5424828,6,,20170309201124,375,0,1910,0,0,6083,6079,CONC,No,11001,No,60796083,CMB,0,214.08999634,CONC,375,1910,214.085797053424,COMBINED
5424829,6,,20170309201124,300,0,1966,0,0,6108,6192,PVC,No,11000,No,61926108,CMB,0,92.65000153,PVC,300,1966,92.6538919851724,COMBINED
5424830,6,,20170309201124,300,0,1966,0,0,6192,6189,PVC,No,10999,No,61896192,CMB,0,110.94000244,PVC,300,1966,110.94046015769,COMBINED
5424831,8,Invert and slope updated; 4097-01-U-32 (1465.tif; 1413.tif),20170309201124,300,0,1973,29.25165558,30.6384964,8029,8027,PVC,No,9370,No,80278029,STM,0.026,53.40999985,PVC,300,1973,53.4085573667741,STORM
5424832,8,Invert up updated based on 4097-01-U-32 (1465.tif; 1413.tif); Invert Down updated based on SE-020 (1867.tif),20170309201124,300,0,1986,26.69000053,29.23031998,8034,8029,PVC,No,9369,No,80298034,STM,0.03,89.94000244,PVC,300,1986,89.9417022298333,STORM
5424833,8,"Length, invert and slope updated; SE-020 (1867.tif)",20170309201124,300,0,1986,10.06480122,10.47597599,7011,8034,PVC,No,9368,No,80347011,STM,0.02,68.56999969,PVC,300,1986,68.4213373151972,STORM
5424834,8,Invert and slope updated; 4097-01-U-7 (1440.tif; 1426.tif),20170309201124,525,0,1973,52.20309448,59.70422363,8102,8132,CONC,No,9367,No,81328102,STM,0.0835,88.48000336,CONC,525,1973,88.4841234346592,STORM
5424835,8,"Dia, Invert and slope updated; 4097-01-U-9 (1442.tif; 1428.tif)",20170309201124,380,0,1973,55.2571907,57.96686554,8112,8129,CONC,No,9366,No,81298112,STM,0.0552,48.66999817,CONC,380,1973,48.67195701839,STORM
5424836,8,Invert and slope updated; 4097-01-U-21 (1454.tif; 1403.tif),20170309201124,250,0,1973,64.83096313,77.83372498,8209,8212,PVC,No,9365,No,82128209,STM,0.15000001,86.55999756,PVC,250,1973,86.5529121404936,STORM
5424837,8,Invert and slope updated; 4097-01-U-29 (1462.tif; 1410.tif),20170309201124,250,0,1973,64.36156464,64.76999664,8253,8209,PVC,No,9364,No,82098253,STM,0.01,42.36000061,PVC,250,1973,42.3603552865176,STORM
5424838,8,Invert and slope updated; 4097-01-U-29 (1462.tif; 1410.tif),20170309201124,250,0,1973,64.95592499,70.58863068,8253,8216,PVC,No,9363,No,82168253,STM,0.12,46.93000031,PVC,250,1973,46.927461043615,STORM
5424839,8,Invert and slope updated; 4097-01-U-29 (1462.tif; 1410.tif),20170309201124,250,0,1973,63.59651947,64.33108521,8175,8253,PVC,No,9362,No,82538175,STM,0.015,49.06999969,PVC,250,1973,49.0657079842939,STORM
5424840,8,Invert and slope updated; 4097-01-U-26 (1459.tif; 1405.tif),20170309201124,250,0,1973,76.05674744,76.36154175,8214,8220,PVC,No,9361,No,82208214,STM,0.008,36.56999969,PVC,250,1973,36.5704252094503,STORM
5424841,8,Invert and slope updated; 4097-01-U-26 (1459.tif; 1405.tif),20170309201124,250,0,1973,73.8682785,75.77023315,8183,8214,PVC,No,9360,No,82148183,STM,0.039,48.75999832,PVC,250,1973,48.7673794661965,STORM
5424842,8,Invert and slope updated; 4097-01-U-19 (1452.tif; 1401.tif),20170309201124,250,0,1973,63.01739883,73.63053894,8175,8183,PVC,No,9359,No,81838175,STM,0.1211,87.16999817,PVC,250,1973,87.1713628435394,STORM
5424843,8,Invert and slope updated; 4097-01-U-19 (1452.tif; 1401.tif),20170309201124,250,0,1973,61.4598732,63.01739883,8173,8175,PVC,No,9358,No,81758173,STM,0.122,11.56000042,PVC,250,1973,11.564428217599,STORM
5424844,8,Invert and slope updated; 4097-01-U-17 (1450.tif; 1398.tif),20170309201124,250,0,1973,61.61836624,66.93103027,8180,8182,PVC,No,9357,No,81828180,STM,0.102,51.81000137,PVC,250,1973,51.8146890369903,STORM
5424845,8,Invert and slope updated; 4097-01-U-17 (1450.tif; 1398.tif),20170309201124,250,0,1973,60.54547119,61.61836624,8178,8180,PVC,No,9356,No,81808178,STM,0.053,19.73999977,PVC,250,1973,19.7409852844279,STORM
5424846,8,Invert and slope updated; 4097-01-U-27 (1460.tif; 1404.tif),20170309201124,250,0,1973,58.62218475,63.90436935,8138,8140,PVC,No,9355,No,81408138,STM,0.0948,56.29000092,PVC,250,1973,56.2927855057822,STORM
5424847,8,Invert and slope updated; 4097-01-U-25 (1458.tif; 1406.tif),20170309201124,250,0,1973,57.39993668,61.115448,8146,8147,PVC,No,9354,No,81478146,STM,0.0663,56.08000183,PVC,250,1973,56.0834672608604,STORM
5424848,8,Invert and slope updated; 4097-01-U-25 (1458.tif; 1406.tif),20170309201124,300,0,1973,57.26582336,57.32373428,8142,8146,PVC,No,9655,No,81468142,STM,0.008,10.85000038,PVC,300,1973,10.8474374854156,STORM
5424849,8,Invert and slope updated; 4097-01-U-26 (1459.tif; 1405.tif),20170309201124,250,0,1973,62.23711014,68.83298492,8147,8187,PVC,No,9654,No,81878147,STM,0.08,82.29000092,PVC,250,1973,82.2827788786937,STORM
5424850,8,Invert and slope updated; 4097-01-U-6 (1439.tif; 1425.tif),20170309201124,250,0,1973,58.64352036,59.92063141,8150,8152,PVC,No,9653,No,81528150,STM,0.054,22.47999954,PVC,250,1973,22.4836051379666,STORM
5424851,8,Invert and slope updated; 4097-01-U-6 (1439.tif; 1425.tif),20170309201124,250,0,1973,55.20232773,58.25032806,8080,8150,PVC,No,9652,No,81508080,STM,0.0849,37.79000092,PVC,250,1973,37.791893310603,STORM
5424852,8,Invert and slope updated; 4097-01-U-14 (1447.tif; 1395.tif),20170309201124,250,0,1973,55.56504059,58.51855087,8080,8084,PVC,No,9651,No,80848080,STM,0.057,51.59000015,PVC,250,1973,51.5944619121084,STORM
5424853,8,Invert and slope updated; 4097-01-U-6 (1439.tif; 1425.tif),20170309201124,250,0,1973,53.48020935,55.20232773,8082,8080,PVC,No,9650,No,80808082,STM,0.0849,19.70000076,PVC,250,1973,19.6987537676879,STORM
5424854,8,Invert and slope updated; 4097-01-U-25 (1458.tif; 1406.tif),20170309201124,250,0,1973,62.31026459,67.32727051,8148,8158,PVC,No,9649,No,81588148,STM,0.0516,97.23000336,PVC,250,1973,97.2287143800637,STORM
5424855,4, ,20170309201124,250,0,1976,0,0,4241,4240,PVC,No,10907,No,42404241,STM,0,73.44999695,PVC,250,1976,73.4455396875807,STORM
5424856,4, ,20170309201124,675,1941,201208,0,0,4217,4215,CIP,No,10906,Yes,42154217,STM,0,83.51999664,CONC,675,1941,84.7385774013229,STORM
5424857,4, ,20170309201124,300,1941,1941,0,0,4251,4219,PVC,No,10905,No,42194251,STM,0,55.77000046,PVC,300,1941,55.7660290858153,STORM
5424858,4, ,20170309201124,300,1941,1941,0,0,4257,4251,PVC,No,10904,No,42514257,STM,0,106.06999969,PVC,300,1941,106.079300525597,STORM
5424859,4, ,20170309201124,300,1941,1941,0,0,4258,4257,PVC,No,10903,No,42574258,STM,0,13.10000038,PVC,300,1941,13.0992900570985,STORM
5424860,4, ,20170309201124,200,1941,1941,0,0,4259,4258,PVC,No,10902,No,42584259,STM,0,35.04999924,PVC,200,1941,35.0491226709029,STORM
5424861,4, ,20170309201124,600,1941,1941,0,0,4260,4259,CONC,No,10901,No,42594260,STM,0,14.63000011,CONC,600,1941,14.6373836459936,STORM
5424862,4, ,20170309201124,600,1941,1941,0,0,4255,4260,CONC,No,10900,No,42604255,STM,0,77.72000122,CONC,600,1941,77.7196764017967,STORM
5424863,1, ,20170309201124,200,1941,1941,0,0,4255,1111,PVC,No,10899,No,11114255,STM,0,54.18999863,PVC,200,1941,54.1903939826977,STORM
5424864,4, ,20170309201124,600,1941,1941,0,0,4408,4255,CONC,No,10898,No,42554408,STM,0,83.12000275,CONC,600,1941,83.1157030891275,STORM
5424865,4, ,20170309201124,600,1941,1941,0,0,4409,4410,CONC,No,10897,No,44104409,STM,0,40.52999878,CONC,600,1941,40.5313718001254,STORM
5424866,4, ,20170309201124,600,1941,1941,0,0,4410,4411,CONC,No,9869,No,44114410,STM,0,5.48000002,CONC,600,1941,5.47752681417444,STORM
5424867,4, ,20170309201124,600,1941,1941,0,0,4411,4412,CONC,No,9868,No,44124411,STM,0,91.44000244,CONC,600,1941,91.4491519916943,STORM
5424868,4, ,20170309201124,500,1941,1941,0,0,4412,4413,CONC,No,9867,No,44134412,STM,0,99.05999756,CONC,500,1941,99.0565293153359,STORM
5424869,4, ,20170309201124,500,1941,1941,0,0,4413,4414,CONC,No,9866,No,44144413,STM,0,24.37999916,CONC,500,1941,24.3823706804732,STORM
5424870,1,,20170309201124,375,1941,1941,0,0,4413,1111,CONC,No,9865,No,11114413,STM,0,112.76999664,CONC,375,1941,112.771940215641,STORM
5424871,1,,20170309201124,300,1941,1941,0,0,4414,1111,PVC,No,9864,No,11114414,STM,0,51.81000137,PVC,300,1941,51.8028425860975,STORM
5424872,5, ,20170309201124,375,0,1972,0,0,5418,5531,CONC,No,9863,No,55315418,STM,0,23.39999962,CONC,375,1972,23.3504368267491,STORM
5424873,7,,20170309201124,150,1911,1911,0,0,7413,7402,PVC,No,9862,No,74027413,STM,0,115.81999969,PVC,150,1911,120.608333460006,STORM
5424874,3, ,20170309201124,250,0,1973,0,0,3150,3157,PVC,No,9860,No,31523150,STM,0,81.30999756,PVC,250,1973,81.310177714724,STORM
5424875,5, ,20170309201124,750,0,1985,0,0,5185,5184,CONC,No,9859,No,51845185,STM,0,6.98999977,CONC,750,1985,6.98928465581421,STORM
5424876,5, ,20170309201124,525,0,1973,0,0,5288,5289,CONC,No,9858,No,52895288,STM,0,111.86000061,CONC,525,1973,111.863599530857,STORM
5424877,7,DWG 2204-10,20170309201124,375,0,1991,0.31,0.51999998,7382,7380,CONC,No,9857,No,73807382,STM,0.54000002,38.59999847,CONC,375,1991,38.6000734470804,STORM
5424878,7,,20170309201124,200,0,1976,0,0,7447,7533,PVC,No,9855,No,75337447,STM,0,105.45999908,PVC,200,1976,35.6818006832615,STORM
5424879,7,,20170309201124,375,0,1988,0,0,7439,7777,CONC,No,9854,No,77777439,STM,0,12.18999958,CONC,375,1988,12.1969545379164,STORM
5424880,7,,20170309201124,375,0,1988,0,0,7440,7439,CONC,No,9853,No,74397440,STM,0,10.65999985,CONC,375,1988,10.6553648459356,STORM
5424881,7, ,20170309201124,375,0,1988,0,0,7441,7440,CONC,No,9852,No,74407441,STM,0,7.61999989,CONC,375,1988,7.62213224760631,STORM
5424882,7, ,20170309201124,375,0,1988,0,0,7443,7441,CONC,No,9851,No,74417443,STM,0,17.67000008,CONC,375,1988,17.666762578356,STORM
5424883,7,,20170309201124,375,0,1988,0,0,7444,7443,CONC,No,9850,No,74437444,STM,0,7.61999989,CONC,375,1988,7.61577310586391,STORM
5424884,7,,20170309201124,375,1943,1943,0,0,7442,7444,CONC,No,9849,No,74447442,STM,0,53.34000015,CONC,375,1943,53.33448602921,STORM
5424885,7,,20170309201124,200,0,1991,0,0,7445,7446,PVC,No,9847,No,74467445,STM,0,7.78999996,PVC,200,1991,7.78151656169927,STORM
