BLDG_ID,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,MOVED
1517,3764000,,325,HOULT ST,,1967,E. ANDERSON,,0
1510,3755000,,326,HOULT ST,,1955,F. HERMAN,,0
1502,3747000,,327,HOULT ST,,1964,WEST COAST DEVELOPME,,0
1511,3756000,,330,HOULT ST,,1939,A. & L. FEATHERSTONE,,0
1501,3744000,,331,HOULT ST,,1966,J. GRENHOLM,,0
1500,3743000,,335,HOULT ST,,1966,J. GRENHOLM,,0
1513,3758000,,338,HOULT ST,,1919,GEORGE FOSTER,,0
1516,3759503,,339,HOULT ST,,2006,675147 BC LTD,,0
1515,3759502,,341,HOULT ST,,2006,675147 BC LTD,,0
4673,8737000,,1009,HOWAY ST,HUNTINGTON WEST,1993,GOLDNICE DEVELOPMENT,"ADAB, FRED",0
4677,8741000,,1010,HOWAY ST,,1931,S.H. FAIRWEATHER,,0
4672,8732000,,1021,HOWAY ST,PRINCETON PLACE (FORMERLYCHILCOTIN COURT,1971,WALL & REDEKOP,LORT & LORT,0
7093,12377000,,100,HOWES ST,,1957,,,0
7567,12804001,,204,HOWES ST,,1966,F. MIRON,,0
7566,12804000,,208,HOWES ST,,1972,J. SILVIERA,KINGSWAY PLANS,0
9096,12833000,,213,HOWES ST,,2010,N. DHILLON,SIMPLEX HOME DESIGN,0
11861,12803000,,214,HOWES ST,,2014,D. Mand Design ,,0
7571,12834000,,215,HOWES ST,,2000,BHUPINDER DHILLON,TOORA HOME DESIGN,0
11683,12835000,,217,HOWES ST,,2016,Simplex Design - Vikram Singh,,0
7573,12836000,,221,HOWES ST,,1946,E. CHERELDAY,,0
7563,12801000,,224,HOWES ST,,1956,G. BLOWDELL,,0
8914,12837000,,225,HOWES ST,,2008,A. SINGH,D. MAND DESIGN,0
7575,12838000,,227,HOWES ST,,1936,INETRO WOWK,,0
7562,12800000,,228,HOWES ST,,1952,MRS. J. SONMOR,,0
7576,12839000,,231,HOWES ST,,1998,MANJIT VAHRA,RANDEEP SARAI,0
7577,12840000,,233,HOWES ST,,2003,RANJIT CHANE,SIMPLEX,0
7578,12841000,,235,HOWES ST,,2003,HARDEV CHANE,SIMPLEX,0
7560,12798000,,236,HOWES ST,,1942,JOE MIKITA,,0
7579,12842000,,243,HOWES ST,,1938,A. DOVICHAK,,0
7580,12843000,,253,HOWES ST,,1939,,,0
7581,12844000,,255,HOWES ST,,1930,F. BUTTERFIELD,,0
8049,13440000,,317,HOWES ST,,1953,H. WILSON,,1973
8048,13439000,,319,HOWES ST,,1970,M. BORDIGNON,,0
9023,12535013,,205,HUME ST,,2009,RICK MALKAT,SIMPLEX DESIGN,0
9018,12549604,,206,HUME ST,,2009,HARP HAYRE,SIMPLEX DESIGN,0
9025,12549505,,208,HUME ST,,2009,HARNEK THAKHER,SIMPLEX DESIGN,0
9013,12535014,,209,HUME ST,,2009,MALKAT BOWAL,SIMPLEX DESIGN,0
9016,12549506,,210,HUME ST,,2009,ROCK CITY HOMES,SIMPLEX DESIGN,0
8918,12535015,,211,HUME ST,,2008,RICK BOWAL,SIMPLEX DESIGN,0
9014,12549507,,212,HUME ST,,2009,ROCK CITY HOMES,SIMPLEX DESIGN,0
8919,12535016,,213,HUME ST,,2008,RICK BOWAL,SIMPLEX DESIGN,0
8910,12535017,,215,HUME ST,,2008,MALKAT BOWAL,SIMPLEX DESIGN,0
9026,12549508,,216,HUME ST,,2009,JASPAL SOND,SIMPLEX DESIGN,0
8981,12549509,,218,HUME ST,,2009,J. MAAN,SIMPLEX DESIGN,0
8950,12535018,,219,HUME ST,,2008,MALKAT BOWAL,SIMPLEX DESIGN,0
8983,12549510,,220,HUME ST,,2009,J. MAAN,SIMPLEX DESIGN,0
8951,12535019,,221,HUME ST,,2008,SIMPLEX DESIGN,MALKAT BOWAL,0
9017,12549511,,222,HUME ST,,2009,ROCK CITY HOMES,SIMPLEX DESIGN,0
9192,12551400,,224,HUME ST,,2011,INDERPAL BHANGU,JOHN LIIPERE,0
8909,12535020,,225,HUME ST,,2008,RICK BOWAL,SIMPLEX DESIGN,0
9055,12551300,,226,HUME ST,,2009,GUVINDEER SANGHERA,SIMPLEX DESIGN,0
9072,12551200,,228,HUME ST,,2010,K. PUNIA,SIMPLEX HOME DESIGN,0
11862,12534002,,229,HUME ST,,2014,Simplex Design,,0
9080,12551100,,232,HUME ST,,2010,P. GILL,SIMPLEX HOME DESIGN,0
9336,12531002,,237,HUME ST,,2012,SUKH SIDHU,SIMPLEX DESIGN,0
8893,12548000,,238,HUME ST,,2008,H. CHANE,M.T. DESIGNS,0
11731,12530501,,239,HUME ST,,2014,Simplex Design,,0
7346,12547000,,240,HUME ST,,2007,SATNAM DHANOA,SIMPLEX DESIGN,0
11732,12545103,,242,HUME ST,,2014,Simplex Design,,0
11733,12545102,,244,HUME ST,,2014,,Simplex Design ,0
11734,12545101,,248,HUME ST,,2014,Simplex Design ,,0
7341,12541000,,249,HUME ST,,1960,FRED ZUBKOFF,,0
7344,12544000,,250,HUME ST,,1983,BIZUTTO,,0
9024,12543000,,254,HUME ST,,2009,I. BHULLAR,SIMPLEX DESIGN,0
7342,12542000,,258,HUME ST,,1940,F. OSTREKOFF,,0
7314,12506001,,262,HUME ST,,1945,,,0
7388,12643000,,315,HUME ST,,2004,"HOONJAN, BALPREET",SIMPLEX DESIGN,0
7383,12636000,,316,HUME ST,,2005,MIKE HOONJAN,SIMPLEX DESIGN,0
7382,12635000,,318,HUME ST,,2004,MIKE HOONJAN,JOHN BRYSON,0
7381,12634000,,322,HUME ST,,2004,HARPREET HOONJAN,SIMPLEX DESIGN,0
7380,12633000,,326,HUME ST,,2005,HARPRETT HOONJAN,SIMPLEX DESIGN,0
6004,10418000,,18,JACK MAHONY PL,THE WESTERLY,2002,UNIMET HOMES LTD.,ERIC PATTISON,0
6003,10418000,,18,JACK MAHONY PL,THE WESTERLY,2002,UNIMET HOMES LTD.,ERIC PATTISON,0
6005,10418000,,18,JACK MAHONY PL,THE WESTERLY,2002,UNIMET HOMES LTD.,ERIC PATTISON,0
2627,5030000,,808,JACKSON CRES,,1957,BRYSON,,0
2628,5031000,,812,JACKSON CRES,,1960,G. HAMBROOK,,0
2648,5051000,,815,JACKSON CRES,,1958,H. BACON,,0
2629,5032000,,816,JACKSON CRES,,1957,D. & M. MARTIN,,0
2630,5033000,,820,JACKSON CRES,,1957,D. CAMPBELL,,0
2647,5050000,,821,JACKSON CRES,,1957,C. MIDE,,0
2631,5034000,,822,JACKSON CRES,,1957,B. MCCURRACH,ALBERT E. ANDERSON,0
2632,5035000,,826,JACKSON CRES,,1959,W. HILL,,0
2646,5049000,,827,JACKSON CRES,,1959,G.S. PUREWAL,,0
2633,5036000,,830,JACKSON CRES,,1961,E. NORDMAN,,0
2645,5048000,,831,JACKSON CRES,,1957,S. ZACK,,0
2634,5037000,,832,JACKSON CRES,,1957,T.G. PEARCE,,0
2644,5047000,,835,JACKSON CRES,,1958,A. LATTA,,0
2635,5038000,,836,JACKSON CRES,,1958,C. WASMUTH,,0
2643,5046000,,901,JACKSON CRES,,1958,KOSMA & NEILSON,,0
2636,5039000,,902,JACKSON CRES,,1961,E. NORDMAN,,0
2637,5040000,,908,JACKSON CRES,,1958,C. BUSSEY,,0
2642,5045000,,909,JACKSON CRES,,1962,R. TAYLOR,G.D. WYLIE,0
2641,5044000,,911,JACKSON CRES,,1961,D'ARCY MCPHEE,,0
2638,5041000,,912,JACKSON CRES,,1959,C. MIDE,,0
2639,5042000,,916,JACKSON CRES,,1958,P. MCLEAN,,0
1108,3177000,,69,JAMIESON CRT,PALACE QUAY,1991,BOSA BROTHERS,"McLEOD, BARCLAY",0
1107,3177000,,71,JAMIESON CRT,PALACE QUAY,1991,BOSA BROTHERS,"McLEOD, BARCLAY",0
1105,3172000,9-10,72,JAMIESON CRT,FRASERVIEW PARK 6,1991,FRASERVIEW DEV. CORP,HOWARD/YANO,0
1102,3172000,11-14,72,JAMIESON CRT,FRASERVIEW PARK 6,1990,FRASERVIEW DEV. CORP,HOWARD/YANO,0
1097,3172000,38-42,72,JAMIESON CRT,FRASERVIEW PARK 6,1990,FRASERVIEW DEV. CO.,HOWARD/YANO,0
1098,3172000,31-37,72,JAMIESON CRT,FRASERVIEW PARK 6,1990,FRASERVIEW DEV. CORP,HOWARD/YANO,0
1104,3172000,27-30,72,JAMIESON CRT,FRASERVIEW PARK 6,1990,FRASERVIEW DEV. CORP,HOWARD/YANO,0
1100,3172000,23-26,72,JAMIESON CRT,FRASERVIEW PARK 6,1990,FRASERVIEW DEV. CORP,HOWARD/YANO,0
1103,3172000,19-22,72,JAMIESON CRT,FRASERVIEW PARK 6,1990,FRASERVIEW DEV. CORP,HOWARD/YANO,0
1099,3172000,15-18,72,JAMIESON CRT,FRASERVIEW PARK 6,1990,FRASERVIEW DEV. CORP,HOWARD/YANO,0
1101,3172000,1-8,72,JAMIESON CRT,FRASERVIEW PARK 6,1990,FRASERVIEW DEV. CORP,HOWARD/YANO,0
1109,3178000,,76,JAMIESON CRT,Glenbrook Park Amenities Centre,1989,FRASERVIEW DEV. CORP,W.G. ROPER,0
1106,3175000,,77,JAMIESON CRT,ROYAL CITY MANOR,1989,ROYAL CITY MANOR LTD,ISAAC-RENTON ARCH,0
7091,12375000,,91,JARDINE ST,,1955,,,0
8840,12366000,,101,JARDINE ST,,1930,,,0
7083,12365007,,111,JARDINE ST,,1979,L.  ZANETTA,,0
7082,12365006,,115,JARDINE ST,,1955,H. PERSON,,0
7081,12365005,,119,JARDINE ST,,1955,MASO KAMACHI,,0
7079,12365003,,127,JARDINE ST,,1952,E. ANDERSON,,0
9126,12365002,,129,JARDINE ST,,2010,J. DHILLON,TOORA HOME PLANS,0
7077,12365001,,131,JARDINE ST,,1949,J. ANDERSON,,0
7076,12365000,,133,JARDINE ST,,1949,J. ANDERSON,,0
7521,12740000,,204,JARDINE ST,,1959,J. ATROSINO,,0
7520,12739000,,208,JARDINE ST,,1966,E. BORDIGNON,,0
7539,12784000,,211,JARDINE ST,,1958,I. PICCO,,0
7519,12738000,,212,JARDINE ST,,1966,T. ZANOTTO,,0
7518,12737000,,216,JARDINE ST,,1960,A. DECONTI,,0
7538,12782000,,217,JARDINE ST,,1946,E. ROMAN,,0
7517,12736000,,220,JARDINE ST,,2003,KAREN NG,SIMPLEX,0
7533,12776000,,223,JARDINE ST,,1926,MRS. M. GWENAP,,0
7516,12735000,,226,JARDINE ST,,1958,P. PILLON,,0
7534,12778000,,227,JARDINE ST,,1922,HARRY DOWLING,,0
7535,12779000,,229,JARDINE ST,,1940,F.M. JARDINE,,0
7515,12734000,,230,JARDINE ST,,1957,J. OSTROSINO,,0
7536,12780000,,231,JARDINE ST,,1937,E. FACCHIN,,0
7514,12733000,,236,JARDINE ST,,1947,J. OSTROSINO,,0
7537,12781000,,237,JARDINE ST,,1926,MARIE FACCHINI,,0
11735,12789004,,239,JARDINE ST,,2014,Simplex Design,,0
11736,12789003,,243,JARDINE ST,,2014,Simplex Design,,0
11737,12789002,,247,JARDINE ST,,2014,Simplex Design,,0
11738,12789001,,251,JARDINE ST,,2014,Simplex Design,,0
11844,13476101,,305,JARDINE ST,c,2015,,Gen Yada Architect,0
11776,13476101,,305,JARDINE ST,a,2015,,Gen Yada Architect,0
11778,13476101,,305,JARDINE ST,b,2015,,Gen Yada Architects,0
9081,13529501,,306,JARDINE ST,,2010,D. TONK,TOORA HOME PLANS,0
9054,13530501,,308,JARDINE ST,,2009,R. DHILLON,TOORA HOME PLANS,0
8061,13511000,,309,JARDINE ST,,1959,J. FLATEN,,1983
9276,13531501,,310,JARDINE ST,,2012,HARJINDER DHILLON,RAJ TOORA,0
8991,13508501,,312,JARDINE ST,,2009,P. VASIR,TOORA HOME PLANS,0
8060,13510000,,313,JARDINE ST,,1930,R.A. DAVIS,,0
9053,13509000,,317,JARDINE ST,,2009,B. HOONJAN,SIMPLEX DESIGN,0
9246,12552000,,345,JARDINE ST,KRUGER WAREHOUSE,2011,KRUGER FOREST PRODUC,CHIP BARRETT,0
11876,14600570,,201,JENSEN ST,,2010,Port Royal Development,Ramsay Warden Architect,0
11877,14600570,,201,JENSEN ST,,2010,Port Royal Development,Ramsay Warden Architect,0
9158,14600521,,210,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9146,14600537,,213,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9157,14600520,,214,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9123,14600536,,217,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9156,14600519,,218,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY WORDEN,0
9127,14600535,,221,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9152,14600518,,222,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9145,14600534,,225,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9151,14600517,,226,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9144,14600533,,229,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RMASAY-WORDEN,0
9150,14600516,,230,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9143,14600532,,233,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9134,14600515,,234,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9070,14600531,,235,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9068,14600514,,236/238,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9069,14600530,,239/241,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9067,14600513,,240/242,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9066,14600529,,243,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9065,14600512,,244,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9035,14600528,,247,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9064,14600511,,248,JENSEN ST,,2010,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9034,14600527,,251,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9032,14600510,,252,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9033,14600526,,255,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9031,14600509,,256,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
8979,14600525,,259,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9030,14600508,,260,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
8967,14600524,,263,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
9029,14600507,,264,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
8966,14600523,,267,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
8965,14600506,,268,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
8997,14600522,,271,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
8996,14600505,,272,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
8995,14600504,,276,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
8994,14600503,,278,JENSEN ST,,2009,PORT ROYAL VILLAGE D,RAMSAY-WORDEN,0
7768,13102005,,309,JOHNSTON ST,,1952,W. WONG,,0
9181,13145003,,310,JOHNSTON ST,,2011,CEYLINCO DEVELOPMENT,SIMPLEX DESIGN,0
11739,13101005,,311,JOHNSTON ST,,2014,Simple Design,,0
9180,13145002,,312,JOHNSTON ST,,2011,CEYLINCO DEVELOPMENT,SIMPLEX DESIGN,0
11740,13101004,,313,JOHNSTON ST,,2014,,Simplex Design,0
11371,13149200,,314,JOHNSTON ST,,2015,simplex design,,0
11656,13149100,,314,JOHNSTON ST,,2015,simplex ,,0
7762,13101000,,315,JOHNSTON ST,,1947,L. HALYSON,,0
7790,13147001,,316,JOHNSTON ST,,1941,R. SINGH,,0
7760,13100000,,317,JOHNSTON ST,,1947,A. DOROSK,,0
7761,13100001,,319,JOHNSTON ST,,1963,S. FLORIAN,,0
7794,13151001,,320,JOHNSTON ST,,1998,JAMES TAIT,VIKRAM SINGH,0
7795,13153001,,322,JOHNSTON ST,,1912,SMITH & WHITTAKER,,0
7758,13099000,,323,JOHNSTON ST,,1965,D. PIOVESAN,,0
7797,13155001,,324,JOHNSTON ST,,1939,A. LEHMAN,,0
7759,13099001,,327,JOHNSTON ST,,1958,V. ANTONIALI,,0
7798,13157001,,330,JOHNSTON ST,,1965,S. GALLINARO,,0
7756,13098002,,331,JOHNSTON ST,,1994,SALINDER DHAMI,J.K. DRAFTING SERV.,0
7757,13098003,,333,JOHNSTON ST,,1994,S. DHAMI,J.K.'S DRAFTING SERV,0
9313,13158502,,334,JOHNSTON ST,,2012,BHUPINDER DHILLON,SIMPLEX DESIGN,0
9312,13158501,,336,JOHNSTON ST,,2012,BHUPINDER DHILLON,SIMPLEX DESIGN,0
7755,13097001,,341,JOHNSTON ST,,1947,W. FEDUIK,,0
7804,13160002,,344,JOHNSTON ST,,1994,JASWANT MAAN,D&H CREATIVE DESIGNS,0
7754,13097000,,345,JOHNSTON ST,,1993,K. MALHI,,0
7805,13160003,,346,JOHNSTON ST,,1997,JARNAIL GREWAL,DHILLON DRAFTING,0
8808,13156000,,348A,JOHNSTON ST,,2007,MANDEEEP GILL,SIMPLEX DESIGN,0
8809,13155000,,348 B,JOHNSTON ST,,2007,S. DHILLON,SIMPLEX DESIGN,0
8900,13154000,,348C,JOHNSTON ST,,2008,B.K. SIDHU,SIMPLEX DESIGN,0
8807,13096000,,349,JOHNSTON ST,,2007,BUPINDER DHILLON,SIMPLEX DESIGN,0
7753,13096001,,353,JOHNSTON ST,,1991,L. BIANCHINI,,0
7808,13163000,,354,JOHNSTON ST,,1954,T. SKURATOW,,0
7809,13164000,,356,JOHNSTON ST,,1973,MARIO CLAROT,THE BUILDING CENTRE,0
7777,13130000,,357,JOHNSTON ST,,1991,P. & R. TOMEK,,0
7810,13164001,,358,JOHNSTON ST,,1958,C.A. TERZARIOL,,0
7813,13165002,,360,JOHNSTON ST,,2002,D. DHILLON,D. MAND,0
7779,13131001,,363,JOHNSTON ST,,1994,DEVINDER GREWAL,JOHN LIIPERE,0
7780,13131002,,367,JOHNSTON ST,,1994,L. D'AMOTO,JOHN DEFAZIO,0
22,90000,45-66,3,K DE K CRT,QUAYSIDE TERRACE APARTMENTS,1984,BOSA BROTHERS,"McLEOD, BARCLAY",0
23,90000,1-44,5,K DE K CRT,QUAYSIDE TERRACE APARTMENTS,1984,BOSA BROTHERS,"McLEOD, BARCLAY",0
19,85000,,11,K DE K CRT,WESTMINSTER LANDING,1984,BOSA BROTHERS,"HULBERT, R.E.",0
18,70000,,12,K DE K CRT,DOCKSIDE,1985,UNITED PROPERTIES,"HULBERT, R.E.",0
17,70000,,12,K DE K CRT,DOCKSIDE,1986,UNITED PROPERTIES,"HULBERT, R.E.",0
20,85000,,13,K DE K CRT,WESTMINSTER LANDING,1984,BOSA BROTHERS,"HULBERT, R.E.",0
21,85000,,15,K DE K CRT,WESTMINSTER LANDING,1985,BOSA BROTHERS,"HULBERT, R.E.",0
3749,6930000,,1305,KAMLOOPS ST,,1956,ADEE DRESSEL,,0
3750,6931000,,1315,KAMLOOPS ST,4 SUITES,1956,A. DRESSEL,,0
3745,6926001,,1316,KAMLOOPS ST,,1958,A. DRESSEL,,0
3751,6932000,,1325,KAMLOOPS ST,3 SUITES,1956,A. DRESSEL,,0
3743,6924000,,1326,KAMLOOPS ST,,1958,A. DRESSEL,,0
3752,6933000,,1335,KAMLOOPS ST,6 SUITES,1957,A. DRESSEL,,0
3753,6934000,,1345,KAMLOOPS ST,4 SUITES,1957,A. DRESSEL,,0
8902,17511111,,200,KEARY ST,THE ANVIL,2008,UNITED PROPERTIES,CHANDLER ASSOCIATES,0
8716,16110905,,202,KEARY ST,Sapperton Skytrain Station,2001,B.C. TRANSIT,HANCOCK BRUCKNER,0
714,2620001,,250,KEARY ST,ROYAL CITY MEDICAL CENTRE,1976,ROYAL CTY MDICAL CTR,"WYLIE, G. DOUGLAS",0
1358,3461000,,313,KEARY ST,KEARY STREET HOMES,1994,BCHMC,WALTER FRANCL,0
1360,3466000,,318,KEARY ST,SAPPERTON PENSIONERS HALL,1962,SAPPERTON PENSIONERS,ALAN STEWARDSON,0
1361,3467000,,319,KEARY ST,KEARY STREET HOMES,1994,BCHMC,WALTER FRACL,0
1365,3474000,,322,KEARY ST,,1948,L. HALSETH,,0
1370,3477004,,323,KEARY ST,,1996,PARKWAY DEVELOPMENT,,0
1369,3477003,,325,KEARY ST,,1996,PARKWAY DEVELOPMENT,,0
1368,3477002,,327,KEARY ST,,1996,PARKWAY DEVELOPMENT,,0
1366,3475000,,328,KEARY ST,,1946,L. ACKREN,,0
1367,3477001,,329,KEARY ST,,1996,PARKWAY DEVELOPMENT,,0
1373,3482000,,330,KEARY ST,,1984,MR. LOZA,,0
9189,3481002,,331,KEARY ST,,2011,JORDAN WEAVER,JENT CONSTRUCTION,0
1374,3483000,,332,KEARY ST,,1891,JOSEPH CAMERON,,0
9170,3481001,,333,KEARY ST,,2010,JORDAN WEAVER,JENT CONSTRUCTION,0
1375,3485000,,336,KEARY ST,,1989,E. BUTLER,QUICK DRAW DRAFTING,0
1376,3486000,,337,KEARY ST,,1907,J. DIGBY,,0
1378,3492000,,339,KEARY ST,,1906,ALICE B. McDOUGALL,,0
1380,3494000,,340,KEARY ST,,1912,MRS. S. HUNTLEY,,0
1379,3493000,,342,KEARY ST,,1908,CHRIS L. CAMERON,,0
1382,3497000,,345,KEARY ST,JAMES WOOD HOUSE,1907,A.B. WOOD,,0
1381,3495000,,346,KEARY ST,D. K. MCDOUGALL HOUSE,1908,D.K. MCDOUGALL,,0
1641,3896000,,349,KEARY ST,DARWIN OSTROM HOUSE,1907,HARRIET MANN,,0
1640,3895000,,350,KEARY ST,,1892,ROBERT MCQUARRIE,,0
1639,3894000,,352,KEARY ST,C.W. McCALLUM HOUSE,1911,C.W. McCALLUM,C.H. CLOW,0
1638,3893000,,353,KEARY ST,,1907,W. JARDINE,,0
1636,3891000,,354,KEARY ST,,1957,R. E. NICKS,,0
1637,3892000,,355,KEARY ST,,1892,JOSEPH TISDALE,,0
1635,3890000,,358,KEARY ST,,1944,R. TUNNEY,,0
1634,3889000,,359,KEARY ST,,1971,JOHN KLEIN,,0
1632,3887000,,360,KEARY ST,,1983,J. HERAN,,0
1633,3888000,,361,KEARY ST,HILLCREST APARTMENT,1961,R. SINCLAIR,,0
1631,3886000,,364,KEARY ST,,1891,HENRY  POLLAND,,0
1630,3885000,,365,KEARY ST,,1972,RALPH TAYLOR,COOK'S PLAN SERVICE,0
1628,3883000,,366,KEARY ST,,1984,E. & P. MARKEN,,0
1629,3884000,,367,KEARY ST,,1899,,,0
1626,3881000,,369,KEARY ST,,1891,W.H. KEARY,SHARP & MACLURE,0
1627,3882000,,370,KEARY ST,,1946,J. FORT,,0
1624,3878000,,372,KEARY ST,JAMES McEWEN HOUSE,1907,JAMES McEWEN,,0
1625,3879000,,373,KEARY ST,,1891,W.H. KEARY,SHARP & MACLURE,0
1622,3875000,,375,KEARY ST,,1891,W. H. KEARY,SHARP & MACLURE,0
1623,3877000,,376,KEARY ST,,1950,L. LEVASSEUR,,0
1616,3869000,,378,KEARY ST,,1907,W.B. HUBBARD,,0
1621,3874000,,379,KEARY ST,,1978,NEILSTON INVESTMENTS,,0
1615,3868000,,380,KEARY ST,,1950,J. McNAUGHTON,,0
1620,3873000,,381,KEARY ST,,1978,NEILSTON INVESTMENTS,,0
1614,3867000,,382,KEARY ST,,1946,R.E. & I.L. ARMOUR,,0
1617,3870000,,389,KEARY ST,,1981,ANDY WONG,,0
768,2805000,,402,KELLY ST,,1941,F. & A. LACROIX,,0
769,2806000,,404,KELLY ST,,1923,G. DAVY,,0
742,2773000,,407,KELLY ST,,1925,ALICE HUTTON,,0
770,2807000,,408,KELLY ST,,1936,R.J. SIGSWORTH,,0
741,2772000,,409,KELLY ST,JOHN AND ALICE HUTTON HOUSE,1907,ALICE HUTTON,,0
771,2808000,,410,KELLY ST,,1937,ALFRED SHAW,,0
740,2771000,,411,KELLY ST,,1928,C.H. BAIRD,,0
772,2809000,,412,KELLY ST,,1927,E. ENGESETH,,0
739,2770000,,413,KELLY ST,,1931,L.L. McDONALD,,0
773,2810000,,414,KELLY ST,,1944,A.J. SHARP,,0
738,2769000,,415,KELLY ST,ALBERT MILLER HOUSE,1912,BODDY & RAINEY,,0
774,2811000,,416,KELLY ST,,1983,DALE SCRIBNER,,0
737,2768000,,417,KELLY ST,,1945,J. SODERBERG,,0
775,2812000,,418,KELLY ST,,1944,S. POLLARD,,0
736,2767000,,419,KELLY ST,,1910,MRS. A. MILLER,,0
776,2813000,,420,KELLY ST,,1927,S. DURANCE,,0
735,2766000,,421,KELLY ST,,1997,DAN CORSIE,JOE DINAHAN,0
777,2814000,,422,KELLY ST,,1927,NEILS WICKLUND,,0
9278,2815000,,424,KELLY ST,,2012,GURDEEP JOHAL,D. MAND,0
734,2765000,,425,KELLY ST,,1937,L. & P. TIOGO,,0
733,2764000,,427,KELLY ST,,1944,A.S. MICHELSON,,0
779,2816000,,428,KELLY ST,,1928,R. PETERSON,,0
732,2763000,,429,KELLY ST,,1910,JAMES GORDON,,0
780,2817000,,430,KELLY ST,,1926,JOHN CAMPBELL,,0
767,2804000,,441,KELLY ST,,1930,W. CROSS,,0
794,2831000,,442,KELLY ST,,1927,A.C. BENNETT,,0
766,2803000,,443,KELLY ST,,1911,WILLIAM PEACOCK,,0
795,2832000,,444,KELLY ST,,1984,WOWCHUK,,0
796,2833000,,446,KELLY ST,,1931,MRS. M.D. CLAY,,0
765,2802000,,447,KELLY ST,,1915,A.A. KOEPKOE,,0
764,2801000,,449,KELLY ST,,2005,DAVID LEE,FUHO DESIGN,0
797,2834000,,450,KELLY ST,,1927,W.J. LAPWORTH,,0
763,2800000,,451,KELLY ST,,1914,A.A. KOEPKE,,0
798,2835000,,452,KELLY ST,,1910,JAMES McDONALD,,0
762,2799000,,453,KELLY ST,,2004,"CIPRIAN, JOHANNA",JENISH HOUSE DESIGN,0
799,2836000,,454,KELLY ST,,1910,LOUISA KIRK,,0
761,2798000,,455,KELLY ST,,1931,C. SAYER,,0
800,2837000,,456,KELLY ST,,1944,H.E. ATKINSON,,0
760,2797000,,457,KELLY ST,,1913,MRS. OSWALD,,0
801,2838000,,458,KELLY ST,,1939,J.W. CANUEL,,0
759,2796000,,459,KELLY ST,,1912,J.C. HENDERSON,,0
802,2839000,,460,KELLY ST,,1928,C.E. TURVEY,,0
758,2795000,,461,KELLY ST,,1937,MRS. J. BARLKEY,,0
803,2840000,,462,KELLY ST,,1937,C.W. DAVIS,,0
8886,2794000,,463,KELLY ST,,2008,A. & J. MERRYWEATHER,WOODMAN DESIGN,0
804,2841000,,464,KELLY ST,,1927,CHARLES TURNEY,,0
