BLOCK,YEAR,NGBRHOOD,NUMBLDGS_HA,RESUNIT_HA,FLRSPCE_HA,TTLSPCES_HA
W-097,1922,3,10.992088644785,9.89287978030651,0.18586825004881,2.198417728957
Q-024,1884,1,,,,
S-081,1925,F,9.57633382683577,9.57633382683577,0.178006049219123,1.82406358606396
S-068,1886,9,,,,
U-080,1891,7,0.494210975720037,0.494210975720037,0.0357070707070707,
U-099,1905,6,,,,
U-012,1886,B,0.93983530729625,,0.0610714412518659,
U-066,1867,7,,,,
S-037,1886,8,,,,
U-090,1935,6,5.56766041449307,5.13937884414745,0.255757416603005,5.13937884414745
Q-007,1870,1,,,,
S-058,1893,9,3.71525216749128,2.47683477832752,0.106205138790229,
U-096,1911,6,,,,
U-008,1901,4,6.55017500012454,6.55017500012454,0.128643433958931,
S-089,1907,9,5.75649084764544,5.75649084764544,0.0529600115174964,0.82235583537792
W-111,1905,5,,,,
S-064,1935,9,14.1837950100577,14.8285129650603,0.254933338188921,13.8614360325564
W-059,1911,3,0.823684959533396,0.823684959533396,0.0107131925313744,
W-103,1937,3,6.47276474794034,0.809095593492543,0.241963886101683,0.809095593492543
U-094,1885,7,,,,
U-006,1862,4,,,,
C-011,1888,D,22.2342822988688,21.1225681839254,0.171493893567569,
C-011,1903,D,12.3680132037273,9.55710111197107,0.208203426156656,
W-011,1893,2,,,,
W-091,1931,3,10.2952410491767,10.2952410491767,0.190013579106141,10.2952410491767
S-023,1891,8,,,,
Q-009,1884,1,,,,
W-036,1897,3,,,,
S-076,1919,9,3.01085369521703,3.01085369521703,0.0465379725833777,
W-062,1932,3,5.2609555479875,4.38412962332291,0.0829586184424894,2.63047777399375
U-016,1916,4,6.56800046759794,6.56800046759794,0.11348714488723,
Q-039,1921,A,2.89309919700877,16.9452952967657,0.049825606537439,
S-090,1909,F,,,,
W-001,1893,2,,,,
Q-022,1859,1,,,,
U-047,1920,C,6.79636006119168,7.41421097584547,0.172975513319818,1.23570182930758
C-002,1901,B,0.394824306551273,,0.00980466091002476,
W-052,1899,3,,,,
W-048,1912,3,,,,
Q-014,1890,1,,,,
Q-014,1859,1,,,,
Q-007,1887,1,,,,
U-008,1881,4,,,,
Q-035,1879,1,,,,
U-013,1891,4,,,,
U-053,1906,6,1.13204220957069,1.13204220957069,0.0214257821664483,
U-059,1901,C,0.610137007061775,0.610137007061775,0.0388282374814361,
W-107,1914,3,16.4736991906679,16.4736991906679,0.355123201714111,4.11842479766698
C-014,1898,D,3.08881859825023,,0.33287419651056,
U-074,1898,6,7.07777461056677,7.07777461056677,0.083434430839329,
W-110,1866,5,,,,
U-090,1891,6,,,,
W-024,1925,2,,,,
S-072,1935,9,15.875980901449,15.875980901449,0.239675516224189,14.9939819624796
S-002,1908,8,,,,
U-083,1894,7,2.26513363871684,2.26513363871684,0.0356785447063225,
C-029,1870,7,,,,
W-068,1932,3,3.62421382194694,3.62421382194694,0.0410942760942761,3.62421382194694
W-015,1919,2,,,,
Q-005,1868,A,,,,
Q-013,1911,1,,,,
C-023,1905,D,11.8183610485944,12.8927575075575,0.359113162978084,0.537198229481562
S-085,1864,9,,,,
C-038,1923,7,9.62322587778264,9.62322587778264,0.383447988892069,4.81161293889132
Q-017,1909,1,,,,
S-011,1935,8,0.600473802962284,0.600473802962284,0.0142923264989942,0.600473802962284
U-020,1899,5,3.08745773879591,3.08745773879591,0.0531733029196578,
C-035,1867,D,1.23575211928727,1.23575211928727,0.0176110991397915,1.23575211928727
S-026,1932,8,2.17135519020637,2.17135519020637,0.024321360414656,2.17135519020637
S-056,1920,9,14.3333565168594,13.3777994157354,0.191130683300393,0.955557101123958
U-068,1894,6,,,,
U-090,1893,6,,,,
Q-028,1918,1,0.315689799699728,,0.00527913530307069,
U-005,1938,4,15.4480061935777,16.606606658096,0.335297860475877,13.130805264541
U-002,1867,4,,,,
Q-035,1929,1,0.313685328444374,0.313685328444374,0.00282097542102767,0.313685328444374
S-025,1933,8,1.23410663012881,1.23410663012881,0.0127493255583849,1.23410663012881
W-053,1873,3,,,,
C-041,1909,D,12.2498245998492,11.666499618904,0.299224665651287,
U-044,1881,C,,,,
U-015,1864,4,,,,
U-041,1929,C,14.7832574955319,19.7110099940425,0.35640616804509,11.9673989249544
S-025,1899,8,,,,
W-110,1933,5,9.17222822310173,9.68179645771849,0.193011617007121,5.60525058078439
W-064,1904,5,,,,
Q-032,1904,A,,,,
W-036,1868,3,,,,
U-092,1863,7,,,,
W-098,1862,3,,,,
Q-017,1864,1,,,,
W-081,1864,3,,,,
W-097,1932,3,13.190506597367,12.0912977142531,0.240298108128532,13.190506597367
U-077,1869,7,,,,
U-094,1883,7,,,,
Q-008,1891,1,,,,
W-015,1879,2,,,,
U-026,1897,4,,,,
Q-023,1888,1,,,,
C-033,1887,7,1.92039317522647,1.92039317522647,0.0448880282489692,
W-025,1861,2,,,,
S-090,1892,F,,,,
C-032,1887,D,4.88562675160668,2.44281337580334,0.190747012829423,
U-090,1866,6,,,,
S-087,1910,F,,,,
Q-040,1886,A,,,,
C-028,1861,7,,,,
U-095,1936,6,1.3250184264054,1.3250184264054,0.0289219190047167,1.3250184264054
Q-030,1897,1,,,,
W-065,1934,B,,,,
W-004,1886,2,,,,
W-001,1872,2,,,,
W-014,1915,2,,,,
U-048,1935,C,12.8669458707188,12.8669458707188,0.348459290742463,11.4372852184167
W-007,1876,2,,,,
W-019,1887,2,,,,
U-093,1892,7,3.10707988586522,3.10707988586522,0.037934783712307,
U-102,1917,6,7.50436151598163,7.50436151598163,0.145691124927905,
W-111,1924,5,6.52585453979245,16.5656307548578,0.198633186214661,0.501988810753265
S-057,1881,9,,,,
W-096,1914,3,9.10549998690144,9.10549998690144,0.148526204977818,2.02344444153365
W-070,1868,3,,,,
W-002,1907,2,,,,
U-034,1892,5,1.52148227985943,1.52148227985943,0.020760820648599,
S-089,1873,9,,,,
Q-040,1924,A,6.55970018956823,5.62260016248706,0.102460212350959,
U-087,1911,6,1.54440927748525,1.54440927748525,0.0174902430974472,
S-047,1922,9,1.50745628790406,1.20596503032324,0.0240937222690665,
W-053,1934,3,5.22610146144535,5.22610146144535,0.0636396000713235,5.22610146144535
W-013,1875,2,,,,
S-049,1925,9,5.40505090763413,5.40505090763413,0.08677073280475,1.80168363587804
C-001,1903,B,2.52721521675019,,0.255240942482678,
W-058,1894,3,,,,
Q-027,1926,A,,,,
Q-027,1924,A,,,,
U-094,1892,7,3.14418101417943,3.14418101417943,0.0850489566050522,
Q-003,1880,1,,,,
U-050,1859,C,,,,
C-025,1863,D,6.19220793371824,,0.123856641546338,
W-038,1859,3,,,,
U-003,1889,4,,,,
S-045,1863,9,,,,
U-032,1900,5,3.41350705480847,2.98681867295741,0.0505973010753985,
W-010,1912,2,,,,
W-060,1873,3,,,,
Q-036,1920,A,0.0706621360845707,0.0706621360845707,0.000393883465719893,
S-075,1900,9,0.793014784870537,,0.0166649349688068,
W-016,1927,2,,,,
U-021,1907,5,9.31895514784519,9.31895514784519,0.188925904997679,0.621263676523013
U-098,1865,6,,,,
W-005,1869,2,,,,
Q-002,1864,1,,,,
W-081,1891,3,1.81022260166909,0.905111300834545,0.0145597601796649,
C-011,1895,D,23.938326023884,84.0501224838593,0.287931338870217,
