OBJECTID,BEND_ID,X,Y
441912,,-122.900459045724,49.2164359133026
441913,,-122.924220461256,49.2121982748962
441914,,-122.924175921673,49.2122222927637
441915,,-122.924189976791,49.2122146434032
441916,,-122.924192186732,49.21218992491
441917,,-122.924177891606,49.2121785472857
441918,,-122.924202787072,49.2121842081664
441919,,-122.924188496059,49.2121728332447
441920,,-122.941965112478,49.186390996033
441921,,-122.941236934816,49.1866937262083
