OBJECTID,BEND_ID,X,Y
441368,,-122.898526159995,49.2136206836491
441369,,-122.90153735558,49.2158062854564
441370,,-122.901540132838,49.2158459911925
441371,,-122.897836577038,49.2112837895756
441372,,-122.897061596499,49.2129672062479
441373,,-122.897686530076,49.2129611625367
441374,,-122.897457691814,49.2118308368633
441375,,-122.897381880367,49.2123561140548
441376,,-122.908388236706,49.2062991471927
441377,,-122.90842178547,49.2062583324582
441378,,-122.907929968764,49.2065913241959
441379,,-122.92391435067,49.2112850737227
441380,,-122.923912813679,49.2112765127954
441381,,-122.922903316241,49.2117839259749
441382,,-122.922681532856,49.2118165466595
441383,,-122.92175427408,49.2124139828101
441384,,-122.893667529487,49.2285017073556
441385,,-122.893659659618,49.2285073653266
441386,,-122.892907622387,49.2279304494432
441387,,-122.892906426965,49.2279541940271
441388,,-122.892799119114,49.2279299701031
441389,,-122.892765832681,49.2279523365111
441390,,-122.892801200082,49.2316976173335
441391,,-122.892782665779,49.2316864846951
441392,,-122.894162323277,49.2307527485901
441393,,-122.895576886416,49.229401869587
441394,,-122.895587035781,49.2294049020677
441395,,-122.910592651681,49.2060007987079
441396,,-122.910560041416,49.2059988538651
441397,,-122.909394485968,49.2066451596275
441398,,-122.909361873953,49.2066432144454
441399,,-122.93705601362,49.1904057618965
441400,,-122.937056918266,49.1903828755991
441401,,-122.93701496953,49.1903474678434
441402,,-122.933714979876,49.187020257469
441403,,-122.914039655335,49.2238438019797
441404,,-122.913453652467,49.2236292554672
441405,,-122.913117821606,49.2234933763186
441406,,-122.915435094132,49.2249566091131
441407,,-122.915458067188,49.2249588099789
441408,,-122.908987148905,49.2245639544584
441409,,-122.908951241946,49.2245370276172
441410,,-122.910000099337,49.2240022353791
441411,,-122.910028441317,49.2240249938947
441412,,-122.912529932579,49.2246773025963
441413,,-122.911872021955,49.2240881819833
441414,,-122.911957328356,49.2240952561445
441415,,-122.894337994507,49.2348122805164
441416,,-122.894336904706,49.2348215248386
441417,,-122.89326886788,49.2356560218778
441418,,-122.89325554987,49.2356650021238
441419,,-122.892788982883,49.2338363023608
441420,,-122.892752752443,49.2338601439307
441421,,-122.892610251829,49.2339790628169
441422,,-122.892567072151,49.2340085127043
441423,,-122.892598824339,49.2376317144908
441424,,-122.934329983528,49.1875817254163
441425,,-122.934307734646,49.1875601563699
441426,,-122.928919508317,49.2062339838253
441427,,-122.928915662051,49.2062575644219
441428,,-122.928759243854,49.206362721993
441429,,-122.928759341204,49.2063417855055
441430,,-122.912704366493,49.2070938805352
441431,,-122.912707216929,49.2070742099821
441432,,-122.91259719709,49.2071514341358
441433,,-122.91247782433,49.2071440980364
441434,,-122.912558576775,49.2072359336789
441435,,-122.912543703522,49.2073398243538
441436,,-122.91306674931,49.2070592323144
441437,,-122.912880834223,49.2070626606726
441438,,-122.91409959088,49.2071854066324
441439,,-122.91408843184,49.2071767646503
441440,,-122.913325244227,49.2075880646713
441441,,-122.91348110753,49.208133491445
441442,,-122.914924615374,49.208631558025
441443,,-122.91484511079,49.208629462006
441444,,-122.914560884838,49.2087834961727
441445,,-122.914555500449,49.2088319282334
441446,,-122.913470901784,49.2080906815018
441447,,-122.916000174118,49.20935068123
441448,,-122.915899459931,49.209341496615
441449,,-122.915534739622,49.2095371856822
441450,,-122.915528406786,49.2096045035984
441451,,-122.915638661338,49.2094931370335
441452,,-122.916886698196,49.2101623612074
441453,,-122.916816421951,49.2101567938084
441454,,-122.916537429062,49.2103072618391
441455,,-122.916532172374,49.2103534713353
441456,,-122.916621062978,49.2102746189691
441457,,-122.916778795988,49.2103061586603
441458,,-122.916740497,49.2103018349105
441459,,-122.917974338067,49.2112099671201
441460,,-122.917972566375,49.2112301926644
441461,,-122.91939348965,49.2104828444242
441462,,-122.919340761338,49.2104406790834
441463,,-122.919389073333,49.2104968389101
441464,,-122.919316688284,49.2104392760968
441465,,-122.91857238293,49.2117797163403
441466,,-122.918435891318,49.2118969248674
441467,,-122.918438492195,49.2118624855529
441468,,-122.920940915007,49.2117151177594
441469,,-122.920936388763,49.211728509542
441470,,-122.920887308636,49.211672605315
441471,,-122.920864592813,49.2116729513651
441472,,-122.920195013876,49.2111203429056
441473,,-122.92019157761,49.2111346133535
441474,,-122.920206623134,49.2108879927598
441475,,-122.920328633881,49.2109107630956
441476,,-122.919929103171,49.2109268537558
441477,,-122.919953774828,49.2109284297389
441478,,-122.919888380965,49.211057939029
441479,,-122.919868289812,49.2110834096411
441480,,-122.919050102674,49.2137555056685
441481,,-122.919028003818,49.213753299828
441482,,-122.918957814977,49.2136364108719
441483,,-122.91900005918,49.2135531252894
441484,,-122.938219357488,49.1899408948606
441485,,-122.938114871556,49.1899272667835
441486,,-122.932948951171,49.2075332140669
441487,,-122.932915966603,49.2076076462507
441488,,-122.932821710281,49.2074317811785
441489,,-122.932685390233,49.2074249022729
441490,,-122.934396174553,49.2066131106038
441491,,-122.934343925055,49.20661028248
441492,,-122.935438044754,49.2074397678044
441493,,-122.935432796104,49.20747775289
441494,,-122.935257903868,49.2073930074929
441495,,-122.935262685326,49.2073428101437
441496,,-122.935397496089,49.2073164259685
441497,,-122.935323259557,49.2073098475451
441498,,-122.930839303372,49.2069006247296
441499,,-122.930848544196,49.2068672217424
441500,,-122.906044496846,49.2276089484737
441501,,-122.905576448826,49.2278571850823
441502,,-122.906693429824,49.2234132336684
441503,,-122.906587646317,49.2233979758555
441504,,-122.906333938822,49.2235161868262
441505,,-122.906374126074,49.2235109454792
441506,,-122.907452839346,49.223608412226
441507,,-122.907464435495,49.2236101180234
441508,,-122.905741708235,49.2246040802792
441509,,-122.90572357436,49.2246537679266
441510,,-122.905566887017,49.2246254685679
441511,,-122.905567717594,49.2246054556784
441512,,-122.903379377796,49.2251711510795
441513,,-122.903348663292,49.2251689782153
441514,,-122.90326208823,49.2251445177824
441515,,-122.903228863471,49.2251400867714
441516,,-122.936486675942,49.2021350446879
441517,,-122.936493592454,49.202116383242
441518,,-122.935995703268,49.1909048772227
441519,,-122.935898126674,49.1908898072228
441520,,-122.935816139073,49.1908540448784
441521,,-122.935783513833,49.1908483318071
441522,,-122.935972690955,49.1907872128991
441523,,-122.935979299044,49.1907671803897
441524,,-122.908943976559,49.2283175683495
441525,,-122.9089228754,49.2284328259784
441526,,-122.908960674708,49.2284621992128
441527,,-122.909126186199,49.2284669926749
441528,,-122.911767655201,49.2268938873583
441529,,-122.911747751372,49.226923127447
441530,,-122.910966222661,49.227352211634
441531,,-122.910963127388,49.2273802159966
441532,,-122.911810302435,49.2269291372772
441533,,-122.911779587947,49.2269469649235
441534,,-122.934616633956,49.1894253084071
441535,,-122.934624817693,49.1895533641267
441536,,-122.937063261499,49.187009405816
441537,,-122.937119098923,49.1870248101392
441538,,-122.938471698655,49.2014632157617
441539,,-122.938456621074,49.2014704894256
441540,,-122.936395606757,49.2021782115972
441541,,-122.935331908626,49.2027884800937
441542,,-122.935322972946,49.2028444870226
441543,,-122.935265776846,49.2028176876678
441544,,-122.93525522628,49.2027940996765
441545,,-122.877000898588,49.2289106963681
441546,,-122.876939593971,49.2289255623116
441547,,-122.876846478687,49.2289505202793
441548,,-122.880004048652,49.2302995324281
441549,,-122.88005713825,49.2302718938594
441550,,-122.953069056607,49.1801464905959
441551,,-122.953114928358,49.1801485457712
441552,,-122.954594135964,49.1795405403117
441553,,-122.954630343655,49.1795436966122
441554,,-122.92752510627,49.2189467134575
441555,,-122.927571729602,49.2189196930098
441556,,-122.927456123525,49.2189421959064
441557,,-122.927575896595,49.2188788462809
441558,,-122.931452328324,49.2168702124237
441559,,-122.931400137593,49.216898592126
441560,,-122.928563624474,49.2147054265659
441561,,-122.915458808275,49.2108840981566
441562,,-122.915454862328,49.2109372070447
441563,,-122.915507594525,49.2108586421075
441564,,-122.91559159613,49.2108642032416
441565,,-122.917497864682,49.2124068661846
441566,,-122.917442158411,49.2124022693716
441567,,-122.917395394228,49.2124284886783
441568,,-122.917419310328,49.2124488297263
441569,,-122.914615907224,49.2100326021384
441570,,-122.914721361185,49.2100399194511
441571,,-122.913514363661,49.2093465646347
441572,,-122.913626756531,49.2094270468372
441573,,-122.913622930491,49.209463071012
441574,,-122.913506625176,49.2094058782808
441575,,-122.913580944863,49.2093105370577
441576,,-122.913669287135,49.2093187672442
441577,,-122.924410979211,49.2034806960102
441578,,-122.924415509127,49.203455677651
441579,,-122.925387299365,49.2042228816227
441580,,-122.925307030893,49.2041955092251
441581,,-122.926286243951,49.2049818037465
441582,,-122.926247815899,49.2049796995032
441583,,-122.926350028678,49.2049485249575
441584,,-122.926353140791,49.2049236369561
441585,,-122.91345156888,49.2055827385549
441586,,-122.913448063881,49.2055883049163
441587,,-122.913393548756,49.2055367084135
441588,,-122.91336159849,49.205535071596
441589,,-122.901764000616,49.2107406688701
441590,,-122.901767502599,49.2106757960292
441591,,-122.904095672161,49.2111833866613
441592,,-122.90405625087,49.2111526089304
441593,,-122.904065483398,49.2110956224559
441594,,-122.904182183192,49.2111887962609
441595,,-122.920057139896,49.2070615437922
441596,,-122.92007841092,49.2070644684896
441597,,-122.91927425333,49.2075114125144
441598,,-122.919259886321,49.2075650935761
441599,,-122.919236018975,49.2074803988019
441600,,-122.919152163621,49.2074785024001
441601,,-122.893148999689,49.2205218215279
441602,,-122.959035590572,49.2014155306444
441603,,-122.914991639199,49.2002155042183
441604,,-122.927115983873,49.2009658660253
441605,,-122.92718978023,49.200910681409
441606,,-122.927354843094,49.2010561494362
441607,,-122.927334855137,49.2011130771286
441608,,-122.927543539945,49.2009986080724
441609,,-122.927273413848,49.2008869864999
441610,,-122.879998296796,49.2303429834475
441611,,-122.879833736721,49.2283083543754
441612,,-122.879601767588,49.228416415793
441613,,-122.879537857169,49.2286037204634
441614,,-122.884198329028,49.2244558225261
441615,,-122.921192150238,49.2223121666486
441616,,-122.921582094843,49.2021951375709
441617,,-122.93036998755,49.2036353399715
441618,,-122.925421214479,49.1994760550483
441619,,-122.925270786758,49.1994938782669
441620,,-122.923189518128,49.2000072845498
441621,,-122.922724035888,49.199676959717
441622,,-122.922553098263,49.1994215935462
441623,,-122.910863372884,49.2008648736469
441624,,-122.893912790433,49.2165534497106
441625,,-122.935709760497,49.1874341922163
441626,,-122.930540411737,49.2077443828457
441627,,-122.92911577383,49.2083584561847
441628,,-122.908739768647,49.2195144072559
441629,,-122.922221693066,49.1987623324665
441630,,-122.895688809525,49.235660944362
441631,,-122.90099348477,49.2106355316254
441632,,-122.898972734597,49.2106110651848
441633,,-122.898463955573,49.2108853765585
441634,,-122.901371099063,49.2108218772402
441635,,-122.958226211545,49.200779003049
441636,,-122.955086187873,49.1981211514709
441637,,-122.946332542142,49.2000288282198
441638,,-122.94185528345,49.2016047070492
441639,,-122.940188282914,49.2020116128439
441640,,-122.92748548552,49.2189207848995
441641,,-122.930611354555,49.2098936909155
441642,,-122.934143438771,49.2049503268114
441643,,-122.934268181801,49.2048827532387
441644,,-122.933408335136,49.2041976286556
441645,,-122.927010016933,49.2079562245847
441646,,-122.928339629523,49.2110370442295
441647,,-122.924957598427,49.2110684489585
441648,,-122.916142894179,49.2131393308853
441649,,-122.915355737035,49.2012714226594
441650,,-122.913704146655,49.1998825849365
441651,,-122.895883418837,49.2205106106124
441652,,-122.943876175982,49.1993523832594
441653,,-122.893107827053,49.2193639117238
441654,,-122.893039705232,49.2218499622994
441655,,-122.933733843256,49.212693376098
441656,,-122.933740155568,49.2126540370441
441657,,-122.933615493608,49.2125546575269
441658,,-122.93355578275,49.2125514586539
441659,,-122.876434752456,49.228759479122
441660,,-122.883442381888,49.2276262530407
441661,,-122.883038469378,49.2276745991129
441662,,-122.880959295624,49.2281411284287
441663,,-122.879438274436,49.2290007573537
441664,,-122.882809762531,49.2312855143969
441665,,-122.882746847002,49.2312881491321
441666,,-122.882750989615,49.231278888222
441667,,-122.883389347619,49.2314275063424
441668,,-122.882763026338,49.231532476729
441669,,-122.886208757739,49.2315334296708
441670,,-122.89145917862,49.2331947523702
441671,,-122.921406730075,49.2012822651069
441672,,-122.921554837125,49.2012023975512
441673,,-122.920831323811,49.2008248208019
441674,,-122.924158519789,49.1999310312247
441675,,-122.923912997192,49.1998965976368
441676,,-122.926679442846,49.2005113269245
441677,,-122.927204135966,49.2006695263819
441678,,-122.927592972048,49.2018352921193
441679,,-122.9274992766,49.201885876892
441680,,-122.926332140879,49.2023635084972
441681,,-122.924358054149,49.2025777599574
441682,,-122.897050292161,49.2354058658284
441683,,-122.897032491075,49.235312479268
441684,,-122.898472732981,49.2345366542929
441685,,-122.898990313906,49.2342732772844
441686,,-122.895785433823,49.2323246673283
441687,,-122.895026720292,49.2322315991155
441688,,-122.895003450808,49.2330356637585
441689,,-122.893240999969,49.2324466583366
441690,,-122.893147459909,49.2317452117973
441691,,-122.894552544905,49.231591694547
441692,,-122.902641374566,49.2322951175315
441693,,-122.904619883368,49.2312326293172
441694,,-122.906063457734,49.2304574315791
441695,,-122.90870715303,49.2281256411547
441696,,-122.909113820135,49.2279116947032
441697,,-122.910037752899,49.227383046781
441698,,-122.908458464948,49.2249024414621
441699,,-122.908886201709,49.2240461603908
441700,,-122.906387897217,49.2207834674345
441701,,-122.907188853025,49.2214101846755
441702,,-122.904640495778,49.2262323611438
441703,,-122.95774045754,49.2010406795917
441704,,-122.924371030066,49.2001900554272
441705,,-122.885507130048,49.2268449204317
441706,,-122.892219802509,49.2225631548524
441707,,-122.892921556001,49.2218924508465
441708,,-122.946243271084,49.1910780026863
441709,,-122.949890220881,49.1893764688342
441710,,-122.944960457442,49.2002172638198
441711,,-122.898733149425,49.2205332304573
441712,,-122.914295769083,49.2164889639978
441713,,-122.913416731557,49.2156508856978
441714,,-122.912326119462,49.2149044109488
441715,,-122.915259563718,49.2133415541736
441716,,-122.910354949099,49.216094537896
441717,,-122.910516777419,49.2162235585328
441718,,-122.91226754302,49.2176180578504
441719,,-122.912190890916,49.2177115504896
441720,,-122.912112717816,49.2176559002257
441721,,-122.912041802176,49.2176118593425
441722,,-122.912191153443,49.2177183870998
441723,,-122.956850523366,49.1820982822121
441724,,-122.956120591307,49.1829389806873
441725,,-122.951746820182,49.184426232969
441726,,-122.953603780779,49.1863256374705
441727,,-122.949118505875,49.1851054215707
441728,,-122.949037108791,49.1804483230445
441729,,-122.947563725473,49.1810603356732
441730,,-122.94426210071,49.1839023036197
441731,,-122.90987935992,49.2169793536539
441732,,-122.907757037366,49.217249245804
441733,,-122.904854676649,49.2168280714825
441734,,-122.904331496718,49.2171148586065
441735,,-122.904616138467,49.2173377271327
441736,,-122.904413930153,49.2174485617118
441737,,-122.904730367393,49.2182052359866
441738,,-122.904929183334,49.2183608381668
441739,,-122.90518836572,49.2181150303787
441740,,-122.907205248713,49.2186677188265
441741,,-122.907306523701,49.2193651138737
441742,,-122.90760476736,49.219598420375
441743,,-122.907441046584,49.219688242047
441744,,-122.907634391879,49.2198396073656
441745,,-122.907233266405,49.2200595801809
441746,,-122.906471760155,49.2199335720064
441747,,-122.906044437174,49.2197714901993
441748,,-122.904149154476,49.2204445786051
441749,,-122.903883723293,49.2202213652272
441750,,-122.902599468821,49.2197934637492
441751,,-122.90303033173,49.2116825119541
441752,,-122.899284173158,49.2097249899192
441753,,-122.899544983128,49.2096838387012
441754,,-122.900109541741,49.2098227658215
441755,,-122.914143854565,49.2041452463252
441756,,-122.912636311808,49.204956571192
441757,,-122.912667873206,49.204964420968
441758,,-122.909394271524,49.2030514779138
441759,,-122.905063468988,49.2046012177554
441760,,-122.910963723567,49.2062911854114
441761,,-122.908752103681,49.2283287896574
441762,,-122.90598370106,49.2276100971791
441763,,-122.905559974625,49.2278331038937
441764,,-122.903809606324,49.2279135165337
441765,,-122.905438875253,49.2283875626719
441766,,-122.906303657797,49.2279324774531
441767,,-122.903539340098,49.2268382673771
441768,,-122.903367089088,49.2268992399305
441769,,-122.905326487457,49.2285505546921
441770,,-122.905441553758,49.2285673801214
441771,,-122.906145619673,49.2281968997905
441772,,-122.90620357276,49.2282009947279
441773,,-122.904245892704,49.2290846121504
441774,,-122.90430384667,49.2290887080408
441775,,-122.902388054359,49.2275693347559
441776,,-122.902621812862,49.2272922081084
441777,,-122.901401293009,49.2285688597451
441778,,-122.903695053567,49.222616019242
441779,,-122.902283572169,49.2237757048015
441780,,-122.903297289531,49.2251044976338
441781,,-122.901412425543,49.2238020088775
441782,,-122.90272369047,49.2238121194029
441783,,-122.898614289805,49.2294011175148
441784,,-122.887236994544,49.222855332112
441785,,-122.910343101884,49.2207921343865
441786,,-122.916880946071,49.2235682442224
441787,,-122.913112314712,49.2011135066038
441788,,-122.927082509484,49.2039399610983
441789,,-122.924143371303,49.207501824389
441790,,-122.914236532276,49.2063334723315
441791,,-122.938520274406,49.2014377363492
441792,,-122.929123035902,49.2151520333556
441793,,-122.92898069215,49.2150424031978
441794,,-122.927669150067,49.2142653037935
441795,,-122.927750831829,49.2141829581289
441796,,-122.926668989287,49.2133367198111
441797,,-122.923957388599,49.2158864781466
441798,,-122.923859679114,49.2159381366391
441799,,-122.950588420132,49.2047522703131
441800,,-122.940643376665,49.2070412737197
441801,,-122.920147753112,49.2131512370285
441802,,-122.91893779703,49.2140066489682
441803,,-122.913998225127,49.2166364453294
441804,,-122.914038759165,49.2166215433383
441805,,-122.913873195972,49.2165986619562
441806,,-122.926534520627,49.2133673082825
441807,,-122.926590129075,49.2132751419808
441808,,-122.919338924507,49.2233203473251
441809,,-122.917252983124,49.2224190059408
441810,,-122.916920534235,49.2221543063888
441811,,-122.915963697518,49.2226698527839
441812,,-122.916109897046,49.2227862678793
441813,,-122.914388397882,49.2210549445
441814,,-122.913993210597,49.2212674790645
441815,,-122.913998560261,49.2214293079787
441816,,-122.916699912182,49.2236655325676
441817,,-122.911837454926,49.2241063800179
441818,,-122.910748980163,49.2232368711502
441819,,-122.912883155782,49.2254231807858
441820,,-122.912445238991,49.2254662068799
441821,,-122.942156137729,49.1939974367049
441822,,-122.938152679135,49.1950334213812
441823,,-122.933692136505,49.186916090192
441824,,-122.931297431737,49.1950272083084
441825,,-122.927202547493,49.194550107256
441826,,-122.927594069033,49.1949716938025
441827,,-122.927375779049,49.1963204936085
441828,,-122.926017046898,49.1963196312679
441829,,-122.926689900698,49.1950146607529
441830,,-122.925953028195,49.1950696018125
441831,,-122.92488028393,49.1957615480787
441832,,-122.924976190258,49.1957860776615
441833,,-122.925224582997,49.1958156534075
441834,,-122.927618532683,49.1951472445549
441835,,-122.879994625106,49.2302143474332
441836,,-122.881420772284,49.2309582887615
441837,,-122.880859201356,49.2306981078153
441838,,-122.8803624019,49.2305788569701
441839,,-122.881457290241,49.2309086724183
441840,,-122.909192489663,49.2107637946587
441841,,-122.908937485726,49.2105604802962
441842,,-122.914343964457,49.2138575940096
441843,,-122.91391262031,49.2115447322275
441844,,-122.913924688393,49.2115380442301
441845,,-122.913951273231,49.2115678384365
441846,,-122.904635115068,49.211685017409
441847,,-122.910786492241,49.2123156443313
441848,,-122.908614471667,49.2132145542807
441849,,-122.906149469674,49.2134001294689
441850,,-122.906113951348,49.2133768028195
441851,,-122.905826182717,49.2136519142032
441852,,-122.905789839492,49.2136291264997
441853,,-122.903690070489,49.2148621773125
441854,,-122.907873952168,49.2144845498088
441855,0,-122.955310166778,49.1790346412504
441856,0,-122.955309096167,49.1790335155196
441857,0,-122.920780190821,49.2015289911083
441858,0,-122.921578055253,49.2021653423911
441859,0,-122.930738936524,49.2037712675688
441860,0,-122.929840052613,49.2030716769979
441861,,-122.92622858478,49.1947384861889
441862,,-122.926064135252,49.1947135188898
441863,,-122.924999809539,49.1951570112901
441864,,-122.924944939659,49.1951490067
441865,,-122.923515385054,49.1936739430418
441866,,-122.924315823271,49.1931167949992
441867,,-122.923000870441,49.1939512856236
441868,,-122.922754053345,49.19419565482
441869,,-122.922676347749,49.194673402376
441870,,-122.922874460897,49.1950438763517
441871,,-122.923279536658,49.1952994987554
441872,,-122.923937792567,49.1954743559192
441873,,-122.924171210857,49.1954717577359
441874,,-122.92401498413,49.1955894360719
441875,,-122.92401778616,49.1957180834592
441876,,-122.924016471584,49.1957295003428
441877,,-122.923987141804,49.1957754992563
441878,,-122.923944642581,49.195788018838
441879,,-122.924831481504,49.1957490659176
441880,,-122.924972876262,49.1955187456544
441881,,-122.917134300827,49.2217635956509
441882,,-122.917736675711,49.2220178079625
441883,,-122.917562292312,49.2220025509019
441884,,-122.898606152498,49.2307357107542
441885,,-122.901360069212,49.2329538261684
441886,,-122.901341120043,49.2329532360896
441887,,-122.910376103532,49.2137060632887
441888,,-122.910389560799,49.21368570391
441889,,-122.910226226491,49.2135567349381
441890,,-122.910194871265,49.2135611227513
441891,,-122.910485830242,49.2134452752535
441892,,-122.910541572168,49.2134402981692
441893,,-122.910671160776,49.2135418850486
441894,,-122.910652610258,49.2135717611292
441895,,-122.908620597188,49.209296008679
441896,,-122.889456497153,49.2243467242048
441897,,-122.890022045325,49.2245478252023
441898,,-122.890048878863,49.2245958953679
441899,,-122.890028797383,49.2245711041858
441900,,-122.889494425169,49.2243105779293
441901,,-122.902336729232,49.2176464284717
441902,,-122.902045495438,49.2177054949336
441903,,-122.901706100513,49.2176433281143
441904,,-122.901618924842,49.2175735800779
441905,,-122.901849211005,49.2176934239676
441906,,-122.901569128877,49.2174671630995
441907,,-122.901457360454,49.2169952069922
441908,,-122.900948214856,49.2166608235917
441909,,-122.90078741731,49.2166617677275
441910,,-122.900698395923,49.2166059591818
441911,,-122.90069908804,49.216496263245
