BLDG_ID,MAPREF,UNITNUM,STRNUM,STRNAM
567,1607000,,580,GINGER DR
676,1702000,,454,GLEN CRT
675,1701000,,458,GLEN CRT
674,1700000,,462,GLEN CRT
673,1699000,,466,GLEN CRT
671,1697000,,470,GLEN CRT
670,1696000,,473,GLEN CRT
599,1623000,,400,GLENBROOK DR
600,1624000,,404,GLENBROOK DR
601,1625000,,408,GLENBROOK DR
602,1626000,,412,GLENBROOK DR
603,1627000,,416,GLENBROOK DR
604,1628000,,420,GLENBROOK DR
638,1662000,,423,GLENBROOK DR
605,1629000,,424,GLENBROOK DR
637,1661000,,427,GLENBROOK DR
606,1630000,,428,GLENBROOK DR
636,1660000,,431,GLENBROOK DR
607,1631000,,432,GLENBROOK DR
635,1659000,,435,GLENBROOK DR
608,1632000,,436,GLENBROOK DR
634,1658000,,437,GLENBROOK DR
609,1633000,,440,GLENBROOK DR
633,1657000,,441,GLENBROOK DR
610,1634000,,444,GLENBROOK DR
632,1656000,,445,GLENBROOK DR
611,1635000,,448,GLENBROOK DR
631,1655000,,449,GLENBROOK DR
612,1636000,,452,GLENBROOK DR
630,1654000,,453,GLENBROOK DR
613,1637000,,456,GLENBROOK DR
629,1653000,,459,GLENBROOK DR
614,1638000,,460,GLENBROOK DR
628,1652000,,461,GLENBROOK DR
615,1639000,,464,GLENBROOK DR
627,1651000,,465,GLENBROOK DR
616,1640000,,468,GLENBROOK DR
626,1650000,,469,GLENBROOK DR
617,1641000,,472,GLENBROOK DR
625,1649000,,473,GLENBROOK DR
618,1642000,,476,GLENBROOK DR
624,1648000,,477,GLENBROOK DR
619,1643000,,480,GLENBROOK DR
623,1647000,,481,GLENBROOK DR
622,1646000,,485,GLENBROOK DR
668,1694000,,488,GLENBROOK DR
621,1645000,,489,GLENBROOK DR
620,1644000,,493,GLENBROOK DR
663,1687000,,496,GLENBROOK DR
661,1685000,,497,GLENBROOK DR
322,1009000,,702,GLOUCESTER ST
330,1027000,,707,GLOUCESTER ST
328,1022000,,718,GLOUCESTER ST
327,1021000,,720,GLOUCESTER ST
6582,11317000,,72,GLOVER AVE
6574,11309000,,75,GLOVER AVE
6581,11316000,,76,GLOVER AVE
11858,11308000,,79-81,GLOVER AVE
6580,11315000,,82,GLOVER AVE
6568,11304000,,83,GLOVER AVE
6579,11314000,,86,GLOVER AVE
9297,11303000,,87,GLOVER AVE
6566,11302000,,91,GLOVER AVE
6578,11313000,,92,GLOVER AVE
6565,11301000,,95,GLOVER AVE
6577,11312000,,96,GLOVER AVE
6638,11411000,,104,GLOVER AVE
6654,11427000,,107,GLOVER AVE
6639,11412000,,108,GLOVER AVE
6653,11426000,,109,GLOVER AVE
6640,11413000,,110,GLOVER AVE
6652,11425000,,113,GLOVER AVE
6641,11414000,,114,GLOVER AVE
6651,11424000,,115,GLOVER AVE
6642,11415000,,116,GLOVER AVE
6650,11423000,,119,GLOVER AVE
6643,11416000,,120,GLOVER AVE
6649,11422000,,121,GLOVER AVE
6644,11417000,,124,GLOVER AVE
1111,3185000,,319,GOVERNORS CRT
1131,3197000,39-42,323,GOVERNORS CRT
1132,3197000,43-46,323,GOVERNORS CRT
1133,3197000,47-50,323,GOVERNORS CRT
1127,3197000,16-21,323,GOVERNORS CRT
1128,3197000,22-26,323,GOVERNORS CRT
1125,3197000,6-10,323,GOVERNORS CRT
1124,3197000,1-5,323,GOVERNORS CRT
1134,3197000,51-54,323,GOVERNORS CRT
1135,3197000,55-60,323,GOVERNORS CRT
1138,3197000,70-73,323,GOVERNORS CRT
1129,3197000,27-32,323,GOVERNORS CRT
1126,3197000,11-15,323,GOVERNORS CRT
1137,3197000,66-69,323,GOVERNORS CRT
1139,3197000,74-76,323,GOVERNORS CRT
1130,3197000,33-38,323,GOVERNORS CRT
1136,3197000,61-65,323,GOVERNORS CRT
1141,3197000,82-85,323,GOVERNORS CRT
1140,3197000,77-81,323,GOVERNORS CRT
440,1367000,,112,GRANVILLE ST
447,1375000,,116,GRANVILLE ST
448,1376000,,118,GRANVILLE ST
454,1383000,,122,GRANVILLE ST
455,1384000,,126,GRANVILLE ST
1432,3677000,,460,GRIFFITHS PL
1436,3687000,,461,GRIFFITHS PL
1431,3676000,,466,GRIFFITHS PL
6411,10931000,,610,HAMILTON ST
6410,10928000,,615,HAMILTON ST
6409,10925000,,625,HAMILTON ST
6431,11039000,,700,HAMILTON ST
6436,11063000,,707,HAMILTON ST
6432,11041000,,720,HAMILTON ST
6435,11058000,,721,HAMILTON ST
6434,11050000,,737,HAMILTON ST
6433,11047000,,740,HAMILTON ST
4827,9001001,,1003,HAMILTON ST
4828,9002000,,1007,HAMILTON ST
4829,9003000,,1009,HAMILTON ST
4796,8950000,,1010,HAMILTON ST
4799,8950000,,1010,HAMILTON ST
4797,8950000,,1010,HAMILTON ST
4798,8950000,,1010,HAMILTON ST
4830,9004000,,1011,HAMILTON ST
4831,9005000,,1013,HAMILTON ST
4832,9006000,,1015,HAMILTON ST
4833,9007000,,1017,HAMILTON ST
4834,9008000,,1019,HAMILTON ST
4835,9009000,,1021,HAMILTON ST
8908,9010502,,1025,HAMILTON ST
9063,9010501,,1027,HAMILTON ST
9201,9011200,,1029,HAMILTON ST
4802,8979000,,1030,HAMILTON ST
9202,9011100,,1031,HAMILTON ST
4803,8980000,,1034,HAMILTON ST
4853,9032000,,1038,HAMILTON ST
4852,9031000,,1040,HAMILTON ST
4838,9012000,,1097,HAMILTON ST
4839,9013000,,1099,HAMILTON ST
4840,9014000,,1101,HAMILTON ST
4841,9015000,,1103,HAMILTON ST
4842,9016000,,1105,HAMILTON ST
4843,9017000,,1107,HAMILTON ST
4851,9030000,,1108,HAMILTON ST
4844,9018000,,1109,HAMILTON ST
4850,9029000,,1110,HAMILTON ST
4849,9026000,,1116,HAMILTON ST
4845,9019000,,1117,HAMILTON ST
4848,9023000,,1121,HAMILTON ST
4955,9140000,,1209,HAMILTON ST
4943,9128000,,1210,HAMILTON ST
4944,9129000,,1212,HAMILTON ST
4945,9130000,,1214,HAMILTON ST
8793,9137000,,1215,HAMILTON ST
4946,9131000,,1216,HAMILTON ST
4949,9133000,,1218,HAMILTON ST
4971,9156000,,1302,HAMILTON ST
4985,9170000,,1305,HAMILTON ST
4972,9157000,,1306/1308,HAMILTON ST
4984,9169000,,1307,HAMILTON ST
4983,9168000,,1309,HAMILTON ST
4974,9158502,,1310,HAMILTON ST
4982,9167000,,1311,HAMILTON ST
4973,9158501,,1312,HAMILTON ST
4975,9159000,,1314,HAMILTON ST
4981,9166000,,1315,HAMILTON ST
4980,9165000,,1317,HAMILTON ST
4979,9164000,,1319,HAMILTON ST
4207,7919000,,1401,HAMILTON ST
4233,7942000,,1402,HAMILTON ST
4229,7940000,,1404,HAMILTON ST
4232,7941000,,1406,HAMILTON ST
4209,7920000,,1407,HAMILTON ST
4231,7940002,,1408,HAMILTON ST
4230,7940001,,1410,HAMILTON ST
4210,7921000,,1411,HAMILTON ST
4224,7935000,,1412,HAMILTON ST
4223,7934000,,1414,HAMILTON ST
4222,7933000,,1416,HAMILTON ST
4221,7932000,,1418,HAMILTON ST
4211,7922000,,1419,HAMILTON ST
4220,7931000,,1420,HAMILTON ST
4219,7930000,,1422,HAMILTON ST
4212,7923000,,1423,HAMILTON ST
4218,7928000,,1424,HAMILTON ST
4213,7924001,,1425,HAMILTON ST
4214,7925000,,1427,HAMILTON ST
4215,7926000,,1429,HAMILTON ST
4216,7927000,,1433,HAMILTON ST
4217,7927001,,1435,HAMILTON ST
4281,7986000,,1503,HAMILTON ST
4271,7977000,,1504,HAMILTON ST
4280,7985000,,1507,HAMILTON ST
4273,7978502,,1510,HAMILTON ST
4272,7978501,,1512,HAMILTON ST
4256,7962000,,1516,HAMILTON ST
4270,7976000,,1517,HAMILTON ST
4255,7961000,,1520,HAMILTON ST
4269,7975000,,1521,HAMILTON ST
4254,7960000,,1524,HAMILTON ST
4265,7971000,,1525,HAMILTON ST
4253,7959000,,1526,HAMILTON ST
4266,7972000,,1527,HAMILTON ST
4251,7958001,,1530,HAMILTON ST
4257,7963000,,1531,HAMILTON ST
4191,7905000,,1601,HAMILTON ST
4151,7858000,,1602,HAMILTON ST
4192,7906000,,1603,HAMILTON ST
4152,7859000,,1604,HAMILTON ST
4157,7864000,,1606,HAMILTON ST
4188,7902000,,1607,HAMILTON ST
4156,7863000,,1608,HAMILTON ST
4162,7869000,,1612,HAMILTON ST
4189,7903000,,1613,HAMILTON ST
4190,7904000,,1615,HAMILTON ST
4163,7870000,,1616,HAMILTON ST
4164,7871000,,1620,HAMILTON ST
4165,7872000,,1624,HAMILTON ST
4172,7878000,,1704,HAMILTON ST
4184,7889000,,1710,HAMILTON ST
4183,7888000,,1716,HAMILTON ST
4182,7887000,,1718,HAMILTON ST
4181,7885002,,1722,HAMILTON ST
4180,7885001,,1726,HAMILTON ST
4142,7849000,,1801,HAMILTON ST
4143,7850000,,1803,HAMILTON ST
4144,7851000,,1807,HAMILTON ST
4056,7757000,,1810,HAMILTON ST
4145,7852000,,1811,HAMILTON ST
4055,7756000,,1812,HAMILTON ST
4133,7840000,,1815,HAMILTON ST
4134,7841000,,1819,HAMILTON ST
4054,7755000,,1820,HAMILTON ST
4135,7842000,,1823,HAMILTON ST
4053,7754000,,1824,HAMILTON ST
4069,7770000,,1826,HAMILTON ST
4136,7843000,,1827,HAMILTON ST
4070,7771000,,1828,HAMILTON ST
4126,7833000,,1831,HAMILTON ST
4127,7834000,,1835,HAMILTON ST
4128,7835000,,1839,HAMILTON ST
8330,15401000,,2004,HAMILTON ST
8351,15424000,,2005,HAMILTON ST
8329,15400000,,2006,HAMILTON ST
8782,15425000,,2007,HAMILTON ST
8328,15399000,,2008,HAMILTON ST
8353,15426000,,2009,HAMILTON ST
8327,15398000,,2010,HAMILTON ST
8354,15427000,,2011,HAMILTON ST
8326,15397000,,2012,HAMILTON ST
8355,15428000,,2013,HAMILTON ST
8325,15396000,,2014,HAMILTON ST
8356,15429000,,2015,HAMILTON ST
8324,15395000,,2016,HAMILTON ST
8357,15430000,,2017,HAMILTON ST
8323,15394000,,2018,HAMILTON ST
8311,15381000,,2102,HAMILTON ST
11774,15443000,,2103,HAMILTON ST
8310,15380000,,2106,HAMILTON ST
8372,15444000,,2107,HAMILTON ST
8373,15445000,,2109,HAMILTON ST
8309,15379000,,2110,HAMILTON ST
8374,15446000,,2115,HAMILTON ST
8308,15378000,,2118,HAMILTON ST
8375,15447000,,2119,HAMILTON ST
8307,15377000,,2120,HAMILTON ST
8376,15448000,,2121,HAMILTON ST
8306,15376000,,2122,HAMILTON ST
8377,15449000,,2125,HAMILTON ST
8305,15375000,,2126,HAMILTON ST
8304,15374000,,2128,HAMILTON ST
8303,15373000,,2130,HAMILTON ST
8378,15450000,,2131,HAMILTON ST
8302,15372000,,2132,HAMILTON ST
8379,15451000,,2133,HAMILTON ST
8380,15452000,,2143,HAMILTON ST
8301,15371000,,2150,HAMILTON ST
8381,15453000,,2151,HAMILTON ST
8389,15460000,,2201,HAMILTON ST
8296,15364000,,2202,HAMILTON ST
8295,15363000,,2204,HAMILTON ST
8294,15362000,,2206,HAMILTON ST
8390,15461000,,2207,HAMILTON ST
8293,15361000,,2208,HAMILTON ST
8391,15462000,,2209,HAMILTON ST
8392,15463000,,2213,HAMILTON ST
8393,15464000,,2217,HAMILTON ST
8292,15360000,,2222,HAMILTON ST
7531,12770000,,224,HAMPTON ST
7529,12769000,,230,HAMPTON ST
7530,12769500,,232,HAMPTON ST
11859,12789008,,240,HAMPTON ST
68,12789007,,242,HAMPTON ST
11729,12789006,,248,HAMPTON ST
4452,12775000,,256,HAMPTON ST
4453,12774000,,260,HAMPTON ST
11730,12773000,,262,HAMPTON ST
7532,12771000,,272,HAMPTON ST
9021,12765000,,288,HAMPTON ST
8056,13483000,,308,HAMPTON ST
8057,13484000,,312,HAMPTON ST
8058,13484001,,316,HAMPTON ST
8059,13486000,,318,HAMPTON ST
1932,4251000,,102,HARVEY ST
1933,4252000,,104,HARVEY ST
1934,4253000,,106,HARVEY ST
1935,4254000,,110,HARVEY ST
1914,4232000,,111,HARVEY ST
1915,4233000,,113,HARVEY ST
1936,4255000,,114,HARVEY ST
1916,4234000,,115,HARVEY ST
1937,4256000,,116,HARVEY ST
1917,4235000,,117,HARVEY ST
1938,4257000,,120,HARVEY ST
1939,4258000,,124,HARVEY ST
9020,4259000,,128,HARVEY ST
1924,4242000,,131,HARVEY ST
1941,4260000,,132,HARVEY ST
1925,4243000,,133,HARVEY ST
1926,4244000,,135,HARVEY ST
11322,4261000,,136,HARVEY ST
1943,4262000,,138,HARVEY ST
1927,4245000,,139,HARVEY ST
1965,4284000,,140,HARVEY ST
1964,4283000,,142,HARVEY ST
1963,4282000,,144,HARVEY ST
1968,4287000,,145,HARVEY ST
1962,4281000,,146,HARVEY ST
1969,4288000,,147,HARVEY ST
1961,4280000,,148,HARVEY ST
1970,4289000,,149,HARVEY ST
1960,4279000,,150,HARVEY ST
1972,4291000,,151,HARVEY ST
1959,4278000,,152,HARVEY ST
1971,4290000,,153,HARVEY ST
11758,504000,,35,HASTINGS ST
7034,12310035,,120,HENDRY PL
7046,12310047,,127,HENDRY PL
7033,12310034,,128,HENDRY PL
7045,12310046,,135,HENDRY PL
7032,12310033,,136,HENDRY PL
7044,12310045,,143,HENDRY PL
7031,12310032,,144,HENDRY PL
7043,12310044,,151,HENDRY PL
7030,12310031,,152,HENDRY PL
7042,12310043,,159,HENDRY PL
7029,12310030,,160,HENDRY PL
7041,12310042,,167,HENDRY PL
7028,12310029,,168,HENDRY PL
7040,12310041,,175,HENDRY PL
7027,12310028,,176,HENDRY PL
7039,12310040,,183,HENDRY PL
7026,12310027,,184,HENDRY PL
7038,12310039,,191,HENDRY PL
5029,9301000,,805,HENLEY ST
5170,9439000,,806,HENLEY ST
5171,9440000,,812,HENLEY ST
5046,9318000,,813,HENLEY ST
5047,9319001,,815,HENLEY ST
5048,9319002,,817,HENLEY ST
5196,9463000,,818,HENLEY ST
5051,9322000,,821,HENLEY ST
5069,9340000,,823,HENLEY ST
5197,9464001,,830,HENLEY ST
5198,9464002,,834,HENLEY ST
5072,9344000,,901,HENLEY ST
5073,9345000,,903,HENLEY ST
5074,9346000,,905,HENLEY ST
5127,9397000,,906,HENLEY ST
5092,9364000,,909,HENLEY ST
5128,9398000,,912,HENLEY ST
5093,9365000,,913,HENLEY ST
5129,9399000,,914,HENLEY ST
5130,9400000,,916,HENLEY ST
5131,9401000,,918,HENLEY ST
5094,9366000,,923,HENLEY ST
5152,9420000,,926,HENLEY ST
5095,9367000,,927,HENLEY ST
5113,9385000,,929,HENLEY ST
5153,9421000,,930,HENLEY ST
8841,9386000,,931,HENLEY ST
5308,9587000,,902,HILL ST
9234,9590000,,908,HILL ST
5315,9594000,,914,HILL ST
5316,9595000,,916,HILL ST
4724,8830000,,509,HOLLAND ST
4726,8832000,,511,HOLLAND ST
4727,8833000,,515,HOLLAND ST
4730,8836000,,519,HOLLAND ST
4731,8837000,,521,HOLLAND ST
4734,8840000,,523,HOLLAND ST
4735,8841000,,529,HOLLAND ST
8935,14580000,,201,HOLLY AVE
8205,14516000,,210,HOLLY AVE
8227,14538000,,211,HOLLY AVE
8226,14537000,,215,HOLLY AVE
8204,14515000,,216,HOLLY AVE
8225,14536000,,217,HOLLY AVE
8203,14514000,,220,HOLLY AVE
8224,14535000,,221,HOLLY AVE
8202,14513000,,224,HOLLY AVE
8223,14534000,,225,HOLLY AVE
8222,14533000,,227,HOLLY AVE
8201,14512000,,228,HOLLY AVE
8221,14532000,,231,HOLLY AVE
8200,14511000,,232,HOLLY AVE
8199,14510000,,234,HOLLY AVE
8220,14531000,,235,HOLLY AVE
8198,14509000,,236,HOLLY AVE
8219,14530000,,237,HOLLY AVE
8197,14508000,,240,HOLLY AVE
8218,14529000,,241,HOLLY AVE
8217,14528000,,245,HOLLY AVE
8216,14527000,,247/249,HOLLY AVE
8215,14526000,,251,HOLLY AVE
8214,14525000,,255,HOLLY AVE
8213,14524000,,257,HOLLY AVE
8196,14507000,,260,HOLLY AVE
8212,14523000,,261,HOLLY AVE
8195,14506000,,262,HOLLY AVE
8194,14505000,,264,HOLLY AVE
8211,14522000,,265,HOLLY AVE
8193,14504000,,266,HOLLY AVE
8210,14521000,,267,HOLLY AVE
8192,14503000,,270,HOLLY AVE
8209,14520000,,271,HOLLY AVE
8191,14502000,,274,HOLLY AVE
8208,14519000,,275,HOLLY AVE
8207,14518000,,277,HOLLY AVE
8190,14501000,,278,HOLLY AVE
8189,14500000,,280,HOLLY AVE
8206,14517000,,281,HOLLY AVE
556,1546000,,308,HOLMES ST
543,1533000,,309,HOLMES ST
8866,1547501,,310,HOLMES ST
544,1534000,,311,HOLMES ST
8867,1547502,,312,HOLMES ST
558,1548000,,314,HOLMES ST
545,1535000,,315,HOLMES ST
546,1536000,,317,HOLMES ST
559,1550000,,320,HOLMES ST
560,1552000,,324,HOLMES ST
548,1538000,,325,HOLMES ST
561,1554000,,328,HOLMES ST
549,1539000,,329,HOLMES ST
550,1540000,,331,HOLMES ST
562,1556000,,332,HOLMES ST
551,1541000,,333,HOLMES ST
563,1557000,,334,HOLMES ST
552,1542000,,337,HOLMES ST
1362,3469000,,312,HOSPITAL ST
1357,3459000,,315,HOSPITAL ST
1363,3470000,,321,HOSPITAL ST
1364,3472001,,322,HOSPITAL ST
1377,3488000,,331,HOSPITAL ST
1383,3498000,,338,HOSPITAL ST
1709,3986001,,341,HOSPITAL ST
11860,3897000,,342,HOSPITAL ST
1700,3974000,,343,HOSPITAL ST
1643,3898000,,344,HOSPITAL ST
1699,3973000,,345,HOSPITAL ST
9325,3899000,,346,HOSPITAL ST
1698,3972000,,351,HOSPITAL ST
1644,3900000,,352,HOSPITAL ST
1678,3947002,,355,HOSPITAL ST
1645,3903000,,356,HOSPITAL ST
1677,3947001,,357,HOSPITAL ST
1646,3904000,,358,HOSPITAL ST
1647,3906000,,360,HOSPITAL ST
1676,3945000,,361,HOSPITAL ST
1648,3907000,,362,HOSPITAL ST
1649,3908000,,364,HOSPITAL ST
9331,3909001,,366,HOSPITAL ST
9332,3909002,,368,HOSPITAL ST
1651,3911000,,370,HOSPITAL ST
1674,3942000,,371,HOSPITAL ST
1656,3919000,,373,HOSPITAL ST
1652,3912000,,374,HOSPITAL ST
1653,3914000,,376,HOSPITAL ST
1655,3917000,,377,HOSPITAL ST
1654,3915000,,378,HOSPITAL ST
1505,3750000,,310,HOULT ST
1506,3751000,,312,HOULT ST
1521,3767002,,313,HOULT ST
1520,3767001,,315,HOULT ST
1509,3754000,,316,HOULT ST
1519,3766000,,317,HOULT ST
1508,3753000,,320,HOULT ST
1518,3765000,,321,HOULT ST
1507,3752000,,324,HOULT ST
1517,3764000,,325,HOULT ST
1510,3755000,,326,HOULT ST
1502,3747000,,327,HOULT ST
1511,3756000,,330,HOULT ST
1501,3744000,,331,HOULT ST
1500,3743000,,335,HOULT ST
1513,3758000,,338,HOULT ST
1516,3759503,,339,HOULT ST
1515,3759502,,341,HOULT ST
4673,8737000,,1009,HOWAY ST
4677,8741000,,1010,HOWAY ST
4672,8732000,,1021,HOWAY ST
7093,12377000,,100,HOWES ST
7567,12804001,,204,HOWES ST
7566,12804000,,208,HOWES ST
9096,12833000,,213,HOWES ST
11861,12803000,,214,HOWES ST
7571,12834000,,215,HOWES ST
11683,12835000,,217,HOWES ST
7573,12836000,,221,HOWES ST
7563,12801000,,224,HOWES ST
8914,12837000,,225,HOWES ST
7575,12838000,,227,HOWES ST
7562,12800000,,228,HOWES ST
7576,12839000,,231,HOWES ST
7577,12840000,,233,HOWES ST
7578,12841000,,235,HOWES ST
7560,12798000,,236,HOWES ST
7579,12842000,,243,HOWES ST
7580,12843000,,253,HOWES ST
7581,12844000,,255,HOWES ST
8049,13440000,,317,HOWES ST
8048,13439000,,319,HOWES ST
9023,12535013,,205,HUME ST
9018,12549604,,206,HUME ST
9025,12549505,,208,HUME ST
9013,12535014,,209,HUME ST
9016,12549506,,210,HUME ST
8918,12535015,,211,HUME ST
9014,12549507,,212,HUME ST
8919,12535016,,213,HUME ST
8910,12535017,,215,HUME ST
9026,12549508,,216,HUME ST
8981,12549509,,218,HUME ST
8950,12535018,,219,HUME ST
8983,12549510,,220,HUME ST
8951,12535019,,221,HUME ST
9017,12549511,,222,HUME ST
9192,12551400,,224,HUME ST
8909,12535020,,225,HUME ST
9055,12551300,,226,HUME ST
9072,12551200,,228,HUME ST
11862,12534002,,229,HUME ST
9080,12551100,,232,HUME ST
9336,12531002,,237,HUME ST
8893,12548000,,238,HUME ST
11731,12530501,,239,HUME ST
7346,12547000,,240,HUME ST
11732,12545103,,242,HUME ST
11733,12545102,,244,HUME ST
11734,12545101,,248,HUME ST
7341,12541000,,249,HUME ST
7344,12544000,,250,HUME ST
9024,12543000,,254,HUME ST
7342,12542000,,258,HUME ST
7314,12506001,,262,HUME ST
7388,12643000,,315,HUME ST
7383,12636000,,316,HUME ST
7382,12635000,,318,HUME ST
7381,12634000,,322,HUME ST
7380,12633000,,326,HUME ST
6004,10418000,,18,JACK MAHONY PL
6003,10418000,,18,JACK MAHONY PL
6005,10418000,,18,JACK MAHONY PL
2627,5030000,,808,JACKSON CRES
2628,5031000,,812,JACKSON CRES
2648,5051000,,815,JACKSON CRES
2629,5032000,,816,JACKSON CRES
2630,5033000,,820,JACKSON CRES
2647,5050000,,821,JACKSON CRES
2631,5034000,,822,JACKSON CRES
2632,5035000,,826,JACKSON CRES
2646,5049000,,827,JACKSON CRES
2633,5036000,,830,JACKSON CRES
2645,5048000,,831,JACKSON CRES
2634,5037000,,832,JACKSON CRES
2644,5047000,,835,JACKSON CRES
2635,5038000,,836,JACKSON CRES
2643,5046000,,901,JACKSON CRES
2636,5039000,,902,JACKSON CRES
2637,5040000,,908,JACKSON CRES
2642,5045000,,909,JACKSON CRES
2641,5044000,,911,JACKSON CRES
2638,5041000,,912,JACKSON CRES
2639,5042000,,916,JACKSON CRES
1108,3177000,,69,JAMIESON CRT
1107,3177000,,71,JAMIESON CRT
1105,3172000,9-10,72,JAMIESON CRT
1102,3172000,11-14,72,JAMIESON CRT
1097,3172000,38-42,72,JAMIESON CRT
1098,3172000,31-37,72,JAMIESON CRT
1104,3172000,27-30,72,JAMIESON CRT
1100,3172000,23-26,72,JAMIESON CRT
1103,3172000,19-22,72,JAMIESON CRT
1099,3172000,15-18,72,JAMIESON CRT
1101,3172000,1-8,72,JAMIESON CRT
1109,3178000,,76,JAMIESON CRT
1106,3175000,,77,JAMIESON CRT
7091,12375000,,91,JARDINE ST
8840,12366000,,101,JARDINE ST
7083,12365007,,111,JARDINE ST
7082,12365006,,115,JARDINE ST
7081,12365005,,119,JARDINE ST
7079,12365003,,127,JARDINE ST
9126,12365002,,129,JARDINE ST
7077,12365001,,131,JARDINE ST
7076,12365000,,133,JARDINE ST
7521,12740000,,204,JARDINE ST
7520,12739000,,208,JARDINE ST
7539,12784000,,211,JARDINE ST
7519,12738000,,212,JARDINE ST
7518,12737000,,216,JARDINE ST
7538,12782000,,217,JARDINE ST
7517,12736000,,220,JARDINE ST
7533,12776000,,223,JARDINE ST
7516,12735000,,226,JARDINE ST
7534,12778000,,227,JARDINE ST
7535,12779000,,229,JARDINE ST
7515,12734000,,230,JARDINE ST
7536,12780000,,231,JARDINE ST
7514,12733000,,236,JARDINE ST
7537,12781000,,237,JARDINE ST
11735,12789004,,239,JARDINE ST
11736,12789003,,243,JARDINE ST
11737,12789002,,247,JARDINE ST
11738,12789001,,251,JARDINE ST
11844,13476101,,305,JARDINE ST
11776,13476101,,305,JARDINE ST
11778,13476101,,305,JARDINE ST
9081,13529501,,306,JARDINE ST
9054,13530501,,308,JARDINE ST
8061,13511000,,309,JARDINE ST
9276,13531501,,310,JARDINE ST
8991,13508501,,312,JARDINE ST
8060,13510000,,313,JARDINE ST
9053,13509000,,317,JARDINE ST
9246,12552000,,345,JARDINE ST
11876,14600570,,201,JENSEN ST
11877,14600570,,201,JENSEN ST
9158,14600521,,210,JENSEN ST
9146,14600537,,213,JENSEN ST
9157,14600520,,214,JENSEN ST
9123,14600536,,217,JENSEN ST
9156,14600519,,218,JENSEN ST
9127,14600535,,221,JENSEN ST
9152,14600518,,222,JENSEN ST
9145,14600534,,225,JENSEN ST
9151,14600517,,226,JENSEN ST
9144,14600533,,229,JENSEN ST
9150,14600516,,230,JENSEN ST
9143,14600532,,233,JENSEN ST
9134,14600515,,234,JENSEN ST
9070,14600531,,235,JENSEN ST
9068,14600514,,236/238,JENSEN ST
9069,14600530,,239/241,JENSEN ST
9067,14600513,,240/242,JENSEN ST
9066,14600529,,243,JENSEN ST
9065,14600512,,244,JENSEN ST
9035,14600528,,247,JENSEN ST
9064,14600511,,248,JENSEN ST
9034,14600527,,251,JENSEN ST
9032,14600510,,252,JENSEN ST
9033,14600526,,255,JENSEN ST
9031,14600509,,256,JENSEN ST
8979,14600525,,259,JENSEN ST
9030,14600508,,260,JENSEN ST
8967,14600524,,263,JENSEN ST
9029,14600507,,264,JENSEN ST
8966,14600523,,267,JENSEN ST
8965,14600506,,268,JENSEN ST
8997,14600522,,271,JENSEN ST
8996,14600505,,272,JENSEN ST
8995,14600504,,276,JENSEN ST
8994,14600503,,278,JENSEN ST
7768,13102005,,309,JOHNSTON ST
9181,13145003,,310,JOHNSTON ST
11739,13101005,,311,JOHNSTON ST
9180,13145002,,312,JOHNSTON ST
11740,13101004,,313,JOHNSTON ST
11371,13149200,,314,JOHNSTON ST
11656,13149100,,314,JOHNSTON ST
7762,13101000,,315,JOHNSTON ST
7790,13147001,,316,JOHNSTON ST
7760,13100000,,317,JOHNSTON ST
7761,13100001,,319,JOHNSTON ST
7794,13151001,,320,JOHNSTON ST
7795,13153001,,322,JOHNSTON ST
7758,13099000,,323,JOHNSTON ST
7797,13155001,,324,JOHNSTON ST
7759,13099001,,327,JOHNSTON ST
7798,13157001,,330,JOHNSTON ST
7756,13098002,,331,JOHNSTON ST
7757,13098003,,333,JOHNSTON ST
9313,13158502,,334,JOHNSTON ST
9312,13158501,,336,JOHNSTON ST
7755,13097001,,341,JOHNSTON ST
7804,13160002,,344,JOHNSTON ST
7754,13097000,,345,JOHNSTON ST
7805,13160003,,346,JOHNSTON ST
8808,13156000,,348A,JOHNSTON ST
8809,13155000,,348 B,JOHNSTON ST
8900,13154000,,348C,JOHNSTON ST
8807,13096000,,349,JOHNSTON ST
7753,13096001,,353,JOHNSTON ST
7808,13163000,,354,JOHNSTON ST
7809,13164000,,356,JOHNSTON ST
7777,13130000,,357,JOHNSTON ST
7810,13164001,,358,JOHNSTON ST
7813,13165002,,360,JOHNSTON ST
7779,13131001,,363,JOHNSTON ST
7780,13131002,,367,JOHNSTON ST
22,90000,45-66,3,K DE K CRT
23,90000,1-44,5,K DE K CRT
19,85000,,11,K DE K CRT
18,70000,,12,K DE K CRT
17,70000,,12,K DE K CRT
20,85000,,13,K DE K CRT
21,85000,,15,K DE K CRT
3749,6930000,,1305,KAMLOOPS ST
3750,6931000,,1315,KAMLOOPS ST
3745,6926001,,1316,KAMLOOPS ST
3751,6932000,,1325,KAMLOOPS ST
3743,6924000,,1326,KAMLOOPS ST
3752,6933000,,1335,KAMLOOPS ST
3753,6934000,,1345,KAMLOOPS ST
8902,17511111,,200,KEARY ST
8716,16110905,,202,KEARY ST
714,2620001,,250,KEARY ST
1358,3461000,,313,KEARY ST
1360,3466000,,318,KEARY ST
1361,3467000,,319,KEARY ST
1365,3474000,,322,KEARY ST
1370,3477004,,323,KEARY ST
1369,3477003,,325,KEARY ST
1368,3477002,,327,KEARY ST
1366,3475000,,328,KEARY ST
1367,3477001,,329,KEARY ST
