LICENCE,TRADE_NAME,LICENCEE_NAME,CIVIC_ADDRESS,LICENCE_DESCRIPTION,YEAR_OPENED,APPROVED_DATE,SIC,SIC_GROUP,NWID,TYPE
123559,TOTAL ENERGY SYSTEMS LTD,TOTAL ENERGY SYSTEMS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
115684,QUANTUM LIGHTING INC,QUANTUM LIGHTING INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1996,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113674,BLACK & MCDONALD LTD.,BLACK & MCDONALD LTD.,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124928,BC GREENHOUSE BUILDERS LTD,BC GREENHOUSE BUILDERS LTD,BUSINESS - OUT OF TOWN,GREENHOUSE & GARDEN ROOM MFG/INSTALLATION,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114254,ACME PROTECTIVE SYSTEMS LIMITED,ACME PROTECTIVE SYSTEMS LIMITED,BUSINESS - OUT OF TOWN,ALARM SERVICE,1989,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125922,PHIL ROBINSON PLUMBING,"ROBINSON, LOUIS",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
122325,FUHRMANN CONSTRUCTION GROUP INC.,FUHRMANN CONSTRUCTION GROUP INC.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113895,GRANVILLE CARPET CLEANING CO,GWR ENTERPRISES LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1984,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124507,FRONTIER FIRE PROTECTION LTD,FRONTIER FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,SPRINKLER/FIRE PROTECTION,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130138,MICHAEL A. CRAIG & ASSOCIATES INC,MICHAEL A. CRAIG & ASSOCIATES INC,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113822,G TRASOLINI CONTRACTORS LTD.,G TRASOLINI CONTRACTORS LTD.,BUSINESS - OUT OF TOWN,ASPHALT PAVING CONTRACTOR,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130269,CAN. FLAME HEATING LTD.,CAN. FLAME HEATING LTD.,BUSINESS - OUT OF TOWN,contractor non resident/hvac,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130291,NORTHWEST ENGINEERS,"SHARMA, AJAY",BUSINESS - OUT OF TOWN,non resident contractor/ builder/engineers,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129916,QUEENS TOWNHOMES LTD,"QUEENS TOWNHOMES LTDDHILLON, JASWANT",BUSINESS - OUT OF TOWN,GENERAL CONTRACTOR,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129871,WEST COAST CEDAR INSTALLATIONS,"KATAJAMAKI, HARRY",BUSINESS - OUT OF TOWN,Contractor non-resident/fence installation,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128696,SPACE2PLACE DESIGN INC,SPACE2PLACE DESIGN INC,BUSINESS - OUT OF TOWN,contractor non-resident,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128711,MAPLE LEAF DISPOSAL LTD,"BRYAN, STEVE",BUSINESS - OUT OF TOWN,Waste Hauler,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129698,SHAVEEN KULLAR,"KULLAR, SHAVEEN",BUSINESS - OUT OF TOWN,Services/health/physiotherapy,2016,20161115,621,Health care & social assistance / Ambulatory health care services,,NON-RESIDENT
130151,MAXWELL'S PLUMBING & HEATING LTD,MAXWELL'S PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128381,FOCUS COMMUNICATIONS INC,FOCUS COMMUNICATIONS INC,BUSINESS - OUT OF TOWN,telecommunication contractors,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126884,JVT EXCAVATING & DEMOLITION LTD,JVT EXCAVATING & DEMOLITION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123570,NEXT ENVIRONMENTAL INC,NEXT ENVIRONMENTAL INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114956,WESPAC ELECTRICAL CONTRACTORS LTD.,WESPAC ELECTRICAL CONTRACTORS LTD.,BUSINESS - OUT OF TOWN,1-2 EMP,1993,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113784,PLANT-A-LITE PRODUCTS LTD.,PLANT-A-LITE PRODUCTS LTD.,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113465,TRI-CITY PLUMBING AND HEATING LTD,TRI-CITY PLUMBING AND HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2001,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123573,RITEWAY TREE SERVICE LTD,RITEWAY TREE SERVICE LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124516,VECTOR CORROSION TECHNOLOGIES LTD,VECTOR CORROSION TECHNOLOGIES LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
116131,A-1 CUSTOM EXTERIORS LTD,A-1 CUSTOM EXTERIORS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1999,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
115273,EEC INDUSTRIES LTD.,EEC INDUSTRIES LTD.,BUSINESS - OUT OF TOWN,,1994,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129399,APPLIED ELECTRONICS LTD,APPLIED ELECTRONICS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/audio installation,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
124008,F.A. BARTLETT TREE EXPERT COMPANY CANADA LTD,F.A. BARTLETT TREE EXPERT COMPANY CANADA LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2009,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
129911,FRESH LOOK PLUMBING & HEATING INC,FRESH LOOK PLUMBING & HEATING INC,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130307,NEW WEST EXCAVATING & DEMOLITION LTD,NEW WEST EXCAVATING & DEMOLITION LTD,BUSINESS - OUT OF TOWN,Excavation & demolition,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130478,CHIPMASTER WORK OF ART,"THEVARGE, ARTHUR",BUSINESS - OUT OF TOWN,Mobile/automotive paint/refinishing,2016,20161115,81,Other services (exc. Public administration),,NON-RESIDENT
130425,IEI INDUSTRIAL ELECTRIC & INSTRUMENTATION LTD,IEI INDUSTRIAL ELECTRIC & INSTRUMENTATION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/electrical,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128661,ACTUAL LANDSCAPING INC,ACTUAL LANDSCAPING INC,BUSINESS - OUT OF TOWN,landscaping contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129241,NORFOLK PLUMBING & ELECTRICAL SUPPLY LTD,NORFOLK PLUMBING & ELECTRICAL SUPPLY LTD,BUSINESS - OUT OF TOWN,Contractor/plumbing & heating,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129998,BUILT SOLID CONSTRUCTION,"NOWAK, JAKUB",BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
123160,VANCOUVER 24 HOURS,SUN MEDIA CORPORATION,BUSINESS - OUT OF TOWN,NEWSPAPERS,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129939,RADIX TREE AND LANDSCAPE CONSULTING INC,RADIX TREE AND LANDSCAPE CONSULTING INC,BUSINESS - OUT OF TOWN,Contractor non-resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113380,LEVITT SAFETY LIMITED,LEVITT SAFETY LIMITED,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2001,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
128108,CARE PEST & WILDLIFE CONTROL,SVM SERVICES CANADA LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130429,SAHIL VENTURES LTD,SAHIL VENTURES LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129810,PARAMOUNT PROJECTS,0795362 BC LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129907,INLINE SALES & SERVICES LTD,INLINE SALES & SERVICES LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
123122,P.M.L PROFESSIONAL MECHANICAL LTD,P.M.L PROFESSIONAL MECHANICAL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130472,GLOBAL PLUMBING HEATING & GAS FITTING LTD,GLOBAL PLUMBING HEATING & GAS FITTING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing and heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
126865,KERRISDALE ROOFING & DRAINS LTD,KERRISDALE ROOFING & DRAINS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127624,M.T.D. CONSTRUCTION,"RAHLAN, WIN",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
122092,ASSERTIVE EXCAVATING & DEMOLITION LTD,ASSERTIVE EXCAVATING & DEMOLITION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129498,CITYWIDE PLUMBING HEATING & DRAIN,CITYWIDE PLUMBING HEATING & DRAIN,BUSINESS - OUT OF TOWN,non resident contractor/plumbing & heating,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129259,PERFORMANCE CONSTRUCTION LTD,PERFORMANCE CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121074,BADGER EARTHWORKS LTD,BADGER EARTHWORKS LTD,BUSINESS - OUT OF TOWN,LANDSCAPE CONST,2004,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
123670,LEWIS MACLEAN PLUMBING AND HEATING LTD,LEWIS MACLEAN PLUMBING AND HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130000,TWO PILLARS CONSTRUCTION LTD,TWO PILLARS CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,genreral contractor,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129865,PLUMB & TRUE CONSTRUCTION INC,PLUMB & TRUE CONSTRUCTION INC,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113554,HILLCREST PLBG & HTG (1967) LTD,HILLCREST PLBG & HTG (1967) LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2002,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113921,NIGHTINGALE ELECTRICAL LTD.,NIGHTINGALE ELECTRICAL LTD.,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1985,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129940,DIAMOND HEAD CONSULTING LTD,DIAMOND HEAD CONSULTING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129147,CAIRNS ELECTRIC LTD,CAIRNS ELECTRIC LTD,BUSINESS - OUT OF TOWN,electrical contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125842,H&H INSULATION,"EL-HAMMAL, LINA",BUSINESS - OUT OF TOWN,INSTALL INSULATION,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129769,MULTIGRAPHICS LTD,MULTIGRAPHICS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/signage,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129802,SIGFUSSON CONSTRUCTION LTD,SIGFUSSON CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129996,INDIGO'S GLUTEN FREE BAKE SHOP AND CATERING SERVICE,INDIGO'S GLUTEN FREE BAKE SHOP AND CATERING INC,BUSINESS - OUT OF TOWN,Catering/specialty goods,2016,20161115,72,Accommodation & food services,,NON-RESIDENT
129726,CENTURY GROUP INC. CONSTRUCTORS,CENTURY GROUP INC. CONSTRUCTORS,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129088,PENNYFARTHING,0833518 BC LTD,BUSINESS - OUT OF TOWN,Real estate marketing,2015,20161115,53,Real estate & rental & leasing,,NON-RESIDENT
129744,PV DEVELOPMENT LTD,PV DEVELOPMENT LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129264,DERAMORE CONSTRUCTION SERVICES INC,DERAMORE CONSTRUCTION SERVICES INC,BUSINESS - OUT OF TOWN,Contractor non-resident/demolition/restoration,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
126994,CHAMBERS ELECTRICAL CORP,CHAMBERS ELECTRICAL CORP,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113801,RUSSELL FOOD EQUIPMENT LIMITED,RUSSELL FOOD EQUIPMENT LIMITED,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121046,CONWEST CONTRACTING LTD,CONWEST CONTRACTING LTD,BUSINESS - OUT OF TOWN,SITE SERVICING/CONSTRUCTION,2004,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127010,JOHN DANIEL MECHANICAL,"WILLIAMS, DANNY",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124248,THE RECORD,THE ROYAL CITY RECORD,BUSINESS - OUT OF TOWN,NEWSPAPER DELIVERY TO BINDERY OFFICE,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114140,PHASER FIRE PROTECTION LTD,PHASER FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,FIRE PROTECTION  1-2 EMPLOYEES ONLY,1988,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123517,CERC TANK REMOVAL LTD,CERC TANK REMOVAL LTD,BUSINESS - OUT OF TOWN,removal of underground oil tanks,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129765,MONKEY TREE SERVICES LTD,MONKEY TREE SERVICES LTD,BUSINESS - OUT OF TOWN,Conractor non-resident/arborist,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129213,1CLEARWATER TECHNOLOGY LTD,1CLEARWATER TECHNOLOGY LTD,BUSINESS - OUT OF TOWN,Contractor/water treatment systems,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128924,MCLAREN MECHANICAL LTD,MCLAREN MECHANICAL LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
127991,ABSOLUTE INDUSTRIAL MECHANICAL LTD,ABSOLUTE INDUSTRIAL MECHANICAL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121886,JEFF ALLESTER ENGINEERING LTD,JEFF ALLESTER ENGINEERING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
123163,TORMAX MAINLAND INC.,TORMAX MAINLAND INC.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129730,"HAMDAN, AHMAD","HAMDAN, AHMAD",BUSINESS - OUT OF TOWN,STREET VENDOR - SIXTH ST & COLUMBIA/OUTSIDE POLICE STATION,2016,20161115,454,Retail trade / Non-store retailers,,NON-RESIDENT
129843,DRAINROCK INDUSTRIES,"WILDE, ROBERT",BUSINESS - OUT OF TOWN,drainrock draintile repair,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129611,RAPID BUILDING MAINTENANCE LTD,RAPID BUILDING MAINTENANCE LTD,BUSINESS - OUT OF TOWN,,2015,20160210,238,Construction / Specialty trade contractors,,NON-RESIDENT
128803,RAY BROWNE ROOFING LTD,"BROWNE, RAY",BUSINESS - OUT OF TOWN,CONTRACTOR NON RESIDENT,2014,20151123,238,Construction / Specialty trade contractors,,NON-RESIDENT
121362,SNR TANK REMOVAL SERVICE (DBA),SPECIAL NEEDS CONSULTING SERVICE INC,BUSINESS - OUT OF TOWN,REMOVAL OF BURIED FURNACE FUEL STORAGE TANKS,2005,20151123,,See BL desk for Business NAICS,,NON-RESIDENT
125160,RAMZY CONSTRUCTON LTD,RAMZY CONSTRUCTON LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20140101,,See BL desk for Business NAICS,,NON-RESIDENT
