OBJECTID,TEE_ID,X,Y
1102047,,-122.940572760464,49.188862402542
1102048,,-122.939446339707,49.1876972488427
1102049,,-122.938173177173,49.1863864628894
1102050,,-122.923882217811,49.211302250641
1102051,,-122.923264701625,49.2116332616971
1102052,,-122.922935249688,49.2118097754492
1102053,,-122.921779040506,49.2124325811445
1102054,,-122.920444797142,49.2131505181784
1102055,,-122.895714050629,49.2285021139681
1102056,,-122.89489364233,49.2285159472439
1102057,,-122.892937929285,49.2256020526374
1102058,,-122.892740909393,49.2255997137051
1102059,,-122.892917557641,49.226342425014
1102060,,-122.892913047279,49.2265064018006
1102061,,-122.892872975096,49.2278034312052
1102062,,-122.892872803059,49.2279300141708
1102063,,-122.892857272323,49.2284963675112
1102064,,-122.892832979894,49.2293712257909
1102065,,-122.892823329987,49.2297475793868
1102066,,-122.892809339724,49.2302413107543
1102067,,-122.892798864747,49.2307360078325
1102068,,-122.892783486046,49.2316635232665
1102069,,-122.892784033008,49.2316507001372
1102070,,-122.89415970192,49.2316763377629
1102071,,-122.895623367837,49.2294049555899
1102072,,-122.89566898702,49.2302884670349
1102073,,-122.89482744338,49.2302641066767
1102074,,-122.895458703894,49.2294005510349
1102075,,-122.910904185177,49.2057416034106
1102076,,-122.910669295332,49.2058685498043
1102077,,-122.910506670972,49.2059564383876
1102078,,-122.909312202994,49.2066019662143
1102079,,-122.908559174008,49.2070089106332
1102080,,-122.93808456304,49.1898942709984
1102081,,-122.938090318389,49.189900231684
1102082,,-122.938038760044,49.1899216578732
1102083,,-122.937058746811,49.1903294974723
1102084,,-122.937008305576,49.190340530617
1102085,,-122.937020370376,49.19034504655
1102086,,-122.934316885175,49.1875873607343
1102087,,-122.934615917948,49.1878877988011
1102088,,-122.914437300537,49.2241611075049
1102089,,-122.913427685924,49.223657090756
1102090,,-122.913058687339,49.2235258128405
1102091,,-122.914361453613,49.2241006777671
1102092,,-122.913281661167,49.2236101014895
1102093,,-122.915190903182,49.2247613182809
1102094,,-122.915545280141,49.2225041606101
1102095,,-122.908966069069,49.2245474216394
1102096,,-122.888773505292,49.232893591325
1102097,,-122.89268008092,49.2348102808735
1102098,,-122.892679636981,49.2348192712146
1102099,,-122.894139188972,49.2348209993106
1102100,,-122.893182889148,49.23566416227
1102101,,-122.892675754813,49.2338600517338
1102102,,-122.8926724492,49.2339801802596
1102103,,-122.892685662979,49.2346963773944
1102104,,-122.892652319104,49.2356572082804
1102105,,-122.892649164163,49.2357755504514
1102106,,-122.892599657446,49.2376326957472
1102107,,-122.934348200151,49.1875454333453
1102108,,-122.930545857912,49.207706278465
1102109,,-122.930065311549,49.2073235626479
1102110,,-122.929825809643,49.2071329204736
1102111,,-122.928802599786,49.2063183533499
1102112,0,-122.921237847307,49.2011453243189
1102113,,-122.912691725686,49.2071004384449
1102114,,-122.912739501294,49.2071385345344
1102115,,-122.912749954818,49.2071329068797
1102116,,-122.913322211097,49.2076032014732
1102117,,-122.913451168785,49.207533787047
1102118,,-122.913746982071,49.2079419160572
1102119,,-122.914717703329,49.2086990482313
1102120,,-122.914705119631,49.208705844777
1102121,,-122.91457148417,49.208777789304
1102122,,-122.915654154359,49.2094742654354
1102123,,-122.915881469808,49.2093521735177
1102124,,-122.915630296582,49.209487078893
1102125,,-122.91564939497,49.2094884007565
1102126,,-122.916663557196,49.2102392594716
1102127,,-122.916610800557,49.2102677157726
1102128,,-122.91676724088,49.2101835238616
1102129,,-122.916631397207,49.2102698472315
1102130,,-122.918038566674,49.2111755364758
1102131,,-122.919314394742,49.2104886109518
1102132,,-122.919365933943,49.2104607858358
1102133,,-122.920024634884,49.2109857859995
1102134,,-122.918606066915,49.2117632508217
1102135,,-122.920158509303,49.2110924880594
1102136,,-122.918613619955,49.2117690850892
1102137,,-122.918581917829,49.2117860296567
1102138,,-122.918562106297,49.2117844532093
1102139,,-122.918446935717,49.2118586730156
1102140,,-122.920913114835,49.2116939625045
1102141,,-122.919084776323,49.21373575923
1102142,,-122.919167581799,49.2138019271389
1102143,,-122.920217418066,49.2132366342197
1102144,,-122.940123129979,49.1919099787003
1102145,,-122.939098199442,49.190850715518
1102146,,-122.9128765857,49.2070646724139
1102147,,-122.932913267962,49.2075047889126
1102148,,-122.931568773572,49.2082313406097
1102149,,-122.933120337399,49.2073932018537
1102150,,-122.934604533018,49.2065649546135
1102151,,-122.936163364154,49.2057290007053
1102152,,-122.934465549889,49.2066685349091
1102153,,-122.93444378655,49.206651181432
1102154,,-122.938036006726,49.2047492264984
1102155,,-122.939771353911,49.2038113708994
1102156,,-122.941260986263,49.2030092653702
1102157,,-122.941158710153,49.2030645946713
1102158,,-122.935293952972,49.2073261225059
1102159,,-122.929585158769,49.2058606541316
1102160,,-122.929608498755,49.2058480947343
1102161,,-122.931315169104,49.2072790483142
1102162,,-122.906467235192,49.2279523366216
1102163,,-122.904494932036,49.2269791113168
1102164,,-122.905673794903,49.2245490817557
1102165,,-122.905829179937,49.2244668928469
1102166,,-122.90713787577,49.2237749470187
1102167,,-122.903295695855,49.2251265904716
1102168,,-122.935305196138,49.202767162466
1102169,,-122.936500886142,49.2021462246645
1102170,,-122.935849326141,49.1908392102466
1102171,,-122.934661447639,49.1894072010005
1102172,,-122.935953307089,49.1907953105318
1102173,,-122.911760632305,49.2269327199402
1102174,,-122.910388857925,49.2276830462973
1102175,,-122.908942092347,49.2284474998041
1102176,,-122.939374051532,49.1893600861371
1102177,,-122.939166472801,49.1891450643809
1102178,,-122.938100092214,49.1880404146644
1102179,,-122.936618113426,49.2021081381825
1102180,,-122.876968841884,49.228939700733
1102181,,-122.91387921412,49.2080473864768
1102182,,-122.915890552178,49.2096628135746
1102183,,-122.919658925402,49.2123689361784
1102184,,-122.91550403545,49.2002058495369
1102185,,-122.95566053309,49.1825935066178
1102186,,-122.954348195821,49.1813327529238
1102187,,-122.954798657236,49.1829522580137
1102188,,-122.95355517076,49.181716828881
1102189,,-122.952389704037,49.1805557206377
1102190,,-122.943151889863,49.1843123956432
1102191,,-122.941725193128,49.1828376414934
1102192,,-122.954683363785,49.1795967836125
1102193,,-122.955584096568,49.1804682597614
1102194,,-122.956541847612,49.1813946820185
1102195,,-122.927548564269,49.2189340889126
1102196,,-122.927328463676,49.2187583116154
1102197,,-122.925734981639,49.2174889111468
1102198,,-122.92470730317,49.2166704284996
1102199,,-122.923880730364,49.2160116950183
1102200,,-122.923912626422,49.216037169075
1102201,,-122.931425426065,49.2168845223356
1102202,,-122.930949671385,49.216522286022
1102203,,-122.930507980281,49.2161865953003
1102204,,-122.930007545701,49.2158050363404
1102205,,-122.92965795341,49.2155389855799
1102206,,-122.928593589787,49.2147282850124
1102207,,-122.915483044943,49.2108717383772
1102208,,-122.915565760351,49.210937599399
1102209,,-122.917293720133,49.2123142576572
1102210,,-122.91741958314,49.2124144634344
1102211,,-122.913546682224,49.2093289427679
1102212,,-122.91365286727,49.2094137623252
1102213,,-122.914409142076,49.2100161379537
1102214,,-122.914504693506,49.2100922566896
1102215,,-122.924478765143,49.2035347400303
1102216,,-122.925404518303,49.2042367607949
1102217,,-122.92626782884,49.20492447936
1102218,,-122.926318528197,49.2049647512725
1102219,,-122.914908212757,49.2047554277814
1102220,,-122.914790823425,49.2048185439988
1102221,,-122.913417889034,49.2055565855766
1102222,0,-122.902929147825,49.2116694017905
1102223,,-122.904074582713,49.211166377051
1102224,,-122.955292681421,49.1822402350893
1102225,,-122.92093220439,49.2066036757818
1102226,,-122.919542315639,49.2073407573468
1102227,,-122.919254184539,49.2074960183352
1102228,,-122.919371144293,49.2074332211416
1102229,,-122.925921828052,49.1947730063587
1102230,,-122.924829047685,49.1950291191716
1102231,,-122.924611157404,49.194804458656
1102232,,-122.924187611634,49.1943680229858
1102233,,-122.923823350481,49.1939921615077
1102234,,-122.923577169405,49.1937388491511
1102235,,-122.925865440612,49.1947143477272
1102236,,-122.925206371405,49.1940350942016
1102237,,-122.924377628352,49.1931809396966
1102238,,-122.924708164246,49.1927623193653
1102239,,-122.924520197157,49.1928935939521
1102240,,-122.924253558397,49.1930788263339
1102241,,-122.923767733223,49.193417513131
1102242,,-122.923453320277,49.1936369968485
1102243,,-122.923081763682,49.1938961604695
1102244,,-122.922745259216,49.1942531226946
1102245,,-122.922721205444,49.1943993955848
1102246,,-122.922708496774,49.1944797476105
1102247,,-122.922806205789,49.1949144565736
1102248,,-122.922847282941,49.1949908407292
1102249,,-122.923221266785,49.1952623984505
1102250,,-122.923896222488,49.1954629368731
1102251,,-122.924011732696,49.1954737164477
1102252,,-122.924887430521,49.1956621248543
1102253,,-122.923790511933,49.1960457687254
1102254,,-122.923780970285,49.1960623569782
1102255,0,-122.932068540708,49.1923859178899
1102256,0,-122.905195481692,49.2095837295546
1102257,0,-122.948021187676,49.1857719049074
1102258,0,-122.950501669317,49.1995135501105
1102259,0,-122.928291078532,49.1939391851707
1102260,0,-122.929547917485,49.1934152278049
1102261,0,-122.929693078218,49.1933547112271
1102262,0,-122.932021638633,49.1924039843725
1102263,0,-122.904245413931,49.2110660243388
1102264,0,-122.904202103526,49.2112047623281
1102265,0,-122.89574994248,49.2220175977045
1102266,0,-122.909016850651,49.2150282399796
1102267,0,-122.910819796626,49.2140582688898
1102268,0,-122.948693002797,49.1864588823751
1102269,0,-122.894449995718,49.222002357606
1102270,0,-122.921224716345,49.2223229867831
1102271,0,-122.924924252841,49.2203041509591
1102272,0,-122.923035898897,49.2213447325229
1102273,0,-122.89617725988,49.2205136807126
1102274,0,-122.907565227905,49.2235972257448
1102275,0,-122.908332865562,49.2242202802777
1102276,0,-122.906449788431,49.2226915404847
1102277,0,-122.906130892393,49.2224326389977
1102278,0,-122.905020080666,49.2215307754839
1102279,0,-122.904806747169,49.2214265866541
1102280,0,-122.904611522007,49.221362032057
1102281,0,-122.903436078314,49.2209655603078
1102282,0,-122.902372205848,49.2206106742052
1102283,0,-122.902175824742,49.2205846610481
1102284,0,-122.900876122189,49.2205688206149
1102285,0,-122.900271813207,49.2205610934582
1102286,0,-122.898848412015,49.2205432496342
1102287,0,-122.898732602752,49.2205420228575
1102288,0,-122.893596953333,49.2204843352322
1102289,0,-122.894450036705,49.2204954858309
1102290,0,-122.894216106707,49.2356677944829
1102291,0,-122.894216034177,49.2357011155198
1102292,0,-122.894345064681,49.2356695487326
1102293,0,-122.952483100526,49.1984428740834
1102294,0,-122.953366280521,49.1979641503174
1102295,0,-122.931292282623,49.2041392601701
1102296,0,-122.927864658861,49.201491391826
1102297,0,-122.929819591013,49.2030553704817
1102298,0,-122.929893797488,49.2030422599205
1102299,0,-122.930788536715,49.2037441189061
1102300,0,-122.923598998592,49.2038566887846
1102301,0,-122.92265941056,49.2031148184449
1102302,0,-122.921627086187,49.2022043568079
1102303,0,-122.921558174536,49.2021760288018
1102304,0,-122.920862338437,49.2016201464437
1102305,0,-122.920760942326,49.2015392532384
1102306,0,-122.920275791029,49.2011557410934
1102307,0,-122.919642965226,49.2008209417492
1102308,0,-122.920752571134,49.2015067429708
1102309,0,-122.919767473963,49.2007537965086
1102310,0,-122.954559973614,49.1795064705342
1102311,0,-122.955433168596,49.1791496671718
1102312,0,-122.95487757366,49.1772835835991
1102313,0,-122.954942301786,49.1786326037572
1102314,0,-122.956327652715,49.178783896888
1102315,0,-122.956243714781,49.1786956100664
1102316,0,-122.953005504245,49.1780363063463
1102317,0,-122.954034287252,49.1776789667939
1102318,0,-122.95362004026,49.1778367791099
1102319,,-122.914850969394,49.2172687255069
1102320,,-122.949906318853,49.1824029393965
1102321,,-122.950548527668,49.1830776860676
1102322,,-122.951184036916,49.1837453199448
1102323,,-122.918954505209,49.2205294845603
1102324,,-122.917035365091,49.2215636461223
1102325,,-122.918036142731,49.2197977574582
1102326,,-122.916116725032,49.2208317714606
1102327,,-122.912932339534,49.2183005827315
1102328,,-122.915939163613,49.1989139095645
1102329,,-122.926318781865,49.2005445599435
1102330,,-122.927289887643,49.199575301648
1102331,,-122.952044212139,49.1783612590546
1102332,,-122.952630828951,49.1789692207315
1102333,,-122.953213684902,49.1795718759886
1102334,,-122.953553644884,49.1799235509184
1102335,,-122.953053439771,49.1801309609994
1102336,,-122.952437786384,49.1803862665523
1102337,,-122.951623219851,49.1807240628285
1102338,,-122.949325846107,49.1794729059986
1102339,,-122.949924980399,49.180091416735
1102340,,-122.950508914114,49.1806943558543
1102341,,-122.950848726282,49.1810451390821
1102342,,-122.918401767045,49.1990587908977
1102343,,-122.918440318377,49.1988209822293
1102344,,-122.918502999073,49.1984337785184
1102345,,-122.918507436344,49.1984065258688
1102346,,-122.918555139175,49.1981120531546
1102347,,-122.921660595692,49.1997750045818
1102348,,-122.921681845696,49.1997919301658
1102349,,-122.921660595692,49.1997750045818
1102350,,-122.921595799282,49.1997783788311
1102351,,-122.92155147699,49.1998552585918
1102352,,-122.915657436219,49.1987045633046
1102353,,-122.915591235147,49.1983240134567
1102354,,-122.915589511427,49.1983689887334
1102355,,-122.915580084409,49.1981010116346
1102356,,-122.925882860039,49.199039996234
1102357,,-122.924921250653,49.1998002880414
1102358,,-122.925513911541,49.1993884969938
1102359,,-122.924587989075,49.2002331048855
1102360,,-122.923180587813,49.2000344606215
1102361,,-122.922993952443,49.1998685043039
1102362,,-122.924556631967,49.1986477518056
1102363,,-122.923158223285,49.1985214353471
1102364,,-122.906250841793,49.2208574773292
1102365,,-122.940942151357,49.1909842011471
1102366,,-122.940241426747,49.190260796999
1102367,,-122.939314462376,49.1893842594509
1102368,,-122.939344807896,49.1893716819427
1102369,,-122.951590969045,49.1817138957736
1102370,,-122.906106724043,49.220744739465
1102371,,-122.95092450139,49.1810136876391
1102372,,-122.952233191862,49.1823886331621
1102373,,-122.895907966657,49.2198328739321
1102374,,-122.895633396077,49.216860586755
1102375,,-122.894780139262,49.2187879504234
1102376,,-122.894888921056,49.2185032590133
1102377,,-122.895001150018,49.2176875065358
1102378,,-122.894997287537,49.2181158428448
1102379,,-122.895327342245,49.2171733500264
1102380,,-122.909784316623,49.2014461219282
1102381,,-122.910238861476,49.2018081771718
1102382,,-122.910377995166,49.2019190173805
1102383,,-122.910383079216,49.2019163227347
1102384,,-122.895484525684,49.2168045914695
1102385,,-122.895504695796,49.2168118958938
1102386,,-122.896241190239,49.2173337930219
1102387,,-122.918784485837,49.2138846551952
1102388,,-122.9195443446,49.2136341286053
1102389,,-122.919523091151,49.2136161232333
1102390,,-122.919291339731,49.2137702306433
1102391,,-122.91932603367,49.213797870398
1102392,,-122.919403524678,49.213859625837
1102393,,-122.919014547394,49.2140678041608
1102394,,-122.892679652651,49.2348786146992
1102395,,-122.920356477706,49.2028899955114
1102396,,-122.909221042552,49.2287612914196
1102397,,-122.946123965081,49.1988493414221
1102398,,-122.926908829356,49.20963504163
1102399,,-122.926819761357,49.2096608349977
1102400,,-122.926812181724,49.209628863636
1102401,,-122.926733153642,49.2095918428963
1102402,,-122.925614588226,49.2103317100958
1102403,,-122.923796184249,49.2111713709606
1102404,,-122.923877429494,49.2112668888123
1102405,,-122.923887462171,49.2112748796402
1102406,,-122.923910549212,49.2112624408761
1102407,,-122.923922346795,49.2112718415255
1102408,,-122.923922158813,49.2112717631427
1102409,,-122.923956059662,49.2112987191535
1102410,,-122.923961104815,49.2113027325737
1102411,,-122.923980029182,49.2113178571116
1102412,,-122.924059614016,49.211273314428
1102413,,-122.904271697876,49.2258941040339
1102414,,-122.921756560145,49.212382695159
1102415,,-122.92180681539,49.21238146985
1102416,,-122.913954697533,49.2165564448854
1102417,,-122.914007087894,49.216598221993
1102418,,-122.91391965099,49.2165743193786
1102419,,-122.91390354962,49.2165156581606
1102420,,-122.912307785332,49.2176500450295
1102421,,-122.912234555214,49.2176357534874
1102422,,-122.912100386471,49.2174856102434
1102423,,-122.91220474039,49.2175676365817
1102424,,-122.91217086867,49.2175417044338
1102425,,-122.912173885368,49.2175441354524
1102426,,-122.912162300234,49.2175609451134
1102427,,-122.912061457703,49.2176011699278
1102428,,-122.912036236487,49.2176529635212
1102429,,-122.898592526234,49.2200261217802
1102430,,-122.897809199417,49.2197136750407
1102431,,-122.92236879208,49.2044951373429
1102432,,-122.908801396276,49.2025873935283
1102433,,-122.908314836932,49.2022429380586
1102434,,-122.908379833059,49.2022079979109
1102435,,-122.91778976095,49.2144198004951
1102436,,-122.936952294988,49.1868931868689
1102437,,-122.935653351204,49.1874385685108
1102438,,-122.935666068804,49.1874523105554
1102439,,-122.896545251461,49.2193254832801
1102440,,-122.896541964343,49.2193213425095
1102441,,-122.896562431306,49.2193185723033
1102442,,-122.895750823343,49.2236403406563
1102443,,-122.895756651082,49.2227632172236
1102444,,-122.896106955107,49.2153755330805
1102445,,-122.895774436488,49.2157426008071
1102446,,-122.895724794473,49.216233698315
1102447,,-122.895679579326,49.2165782666568
1102448,,-122.895631200142,49.2166643977316
1102449,,-122.944849865114,49.200223792031
1102450,,-122.941498394931,49.1824952364939
1102451,,-122.930556937379,49.2077003473342
1102452,,-122.930492639555,49.2077054251823
1102453,,-122.930514306584,49.2077232488971
1102454,,-122.930541087152,49.2077444246302
1102455,,-122.929219658175,49.2083909928907
1102456,,-122.928730972895,49.2087187506591
1102457,,-122.910044933341,49.2188122703751
1102458,,-122.910957770575,49.2183212059063
1102459,,-122.943856813501,49.199362812001
1102460,,-122.943802420776,49.1993921084437
1102461,,-122.93452732102,49.1862110948038
1102462,,-122.901652706927,49.2066657529588
1102463,,-122.943223918306,49.1842827114091
1102464,,-122.954687606545,49.1972486929552
1102465,,-122.953391746213,49.1980250399337
1102466,,-122.89304657715,49.2219747330745
1102467,,-122.91359656698,49.1989142498042
1102468,,-122.914500235757,49.19968671952
1102469,,-122.914393029458,49.1997657987965
1102470,,-122.914370396219,49.1997564269017
1102471,,-122.920490652926,49.1991943488664
1102472,,-122.918002215444,49.1990328002497
1102473,,-122.92945745485,49.1934529340194
1102474,,-122.915350008547,49.2005258877246
1102475,,-122.880768620927,49.2296126689089
1102476,,-122.880323076719,49.2300252399206
1102477,,-122.887725162169,49.2233631408216
1102478,,-122.888213065933,49.2238705873548
1102479,,-122.888995036668,49.2241390109295
1102480,,-122.931483702775,49.2048542391388
1102481,,-122.933241376842,49.2062550263274
1102482,,-122.915808602872,49.2204334255396
1102483,,-122.927892066574,49.2014765666916
1102484,,-122.921503171747,49.2021320889679
1102485,,-122.932900812294,49.2040911904261
1102486,,-122.911570467457,49.2201316032096
1102487,,-122.912179324816,49.2205480289157
1102488,,-122.914003686197,49.2212618450294
1102489,,-122.911516748063,49.2201979597834
1102490,,-122.911524814124,49.2200935920065
1102491,,-122.911441840504,49.2201382700152
1102492,,-122.91081237789,49.2194333478378
1102493,,-122.910251342015,49.2197101692424
1102494,,-122.911294257356,49.2199168991356
1102495,,-122.910678976309,49.2192618254124
1102496,,-122.910926847499,49.2196117557816
1102497,,-122.910138804797,49.2187617728995
1102498,,-122.910695393538,49.2206023101886
1102499,,-122.912560571307,49.2195984055702
1102500,,-122.919060537285,49.2206139534493
1102501,,-122.922792912307,49.2186062454994
1102502,,-122.920417414104,49.2216948667143
1102503,,-122.91849669545,49.2227280069093
1102504,,-122.916770841213,49.2236274437588
1102505,,-122.916182713717,49.2230120120323
1102506,,-122.916854014179,49.223547244278
1102507,,-122.918448628828,49.2226897044122
1102508,,-122.912610152433,49.2007146376166
1102509,,-122.913861184881,49.2000395802751
1102510,,-122.910889724355,49.2005619321504
1102511,,-122.910815258986,49.2008908149423
1102512,,-122.910523682854,49.2006664084773
1102513,,-122.913110915841,49.2011135406331
1102514,,-122.924901071802,49.2105771660803
1102515,,-122.890179214114,49.2246553314429
1102516,,-122.890105299518,49.2246054273694
1102517,,-122.889424632664,49.2253528241955
1102518,,-122.889347414608,49.2253060648241
1102519,,-122.889316122943,49.2253122712639
1102520,,-122.889300855256,49.225306559932
1102521,,-122.89308651772,49.2205210440931
1102522,,-122.895825376251,49.2205100041734
1102523,,-122.901243969006,49.2061296444342
1102524,,-122.901601036541,49.2064142005055
1102525,,-122.940271883403,49.2004159794689
1102526,,-122.943896884827,49.1993688547282
1102527,,-122.920326377115,49.2132267075702
1102528,,-122.920179322971,49.2131100532517
