BLDG_ID,MAPREF,UNITNUM,STRNUM,STRNAM,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND
5460,9740000,,1511,DUBLIN ST,1,1,0,126.35,126.35,2,122.26,126.35
5449,9728000,,1514,DUBLIN ST,1,2,0,86.21,86.21,1,86.12,156.17
5459,9739000,,1515,DUBLIN ST,1,2,0,89.09,89.09,1,89.09,120.03
5450,9729000,,1518,DUBLIN ST,1,2,0,88.63,88.63,1,83.98,122.26
5458,9738000,,1521,DUBLIN ST,1,2,0,89.84,89.84,1,89.84,127.74
5451,9730000,,1524,DUBLIN ST,1,2,0,108.14,108.14,1,108.14,194.63
5457,9737000,,1525,DUBLIN ST,1,2,0,97.55,97.55,1,97.55,136.57
5456,9736000,,1527,DUBLIN ST,1,2,0,85.56,85.56,1,85.56,111.48
5452,9731000,,1528,DUBLIN ST,1,1,0,101.91,101.91,1,101.91,101.91
5455,9735000,,1529,DUBLIN ST,1,2,0,91.32,91.32,1,91.32,126.16
5454,9734000,,1535,DUBLIN ST,1,1,0,136.57,136.57,1,113.62,136.57
5526,9805000,,1601,DUBLIN ST,1,2,0,128.67,128.67,1,107.77,208.29
5525,9804000,,1604,DUBLIN ST,1,2,0,87.61,87.61,1,87.61,131.09
5527,9806000,,1605,DUBLIN ST,1,2,0,110.37,110.37,1,110.37,160.54
5524,9803000,,1606,DUBLIN ST,1,2,0,126.07,126.07,2,96.9,209.68
11788,9807000,,1609,DUBLIN ST,1,2,1,135.48,135.48,2,135.49,245.25
5523,9802000,,1610,DUBLIN ST,1,2,0,130.06,130.06,1,130.06,234.12
5522,9801000,,1614,DUBLIN ST,1,2,0,89.84,89.84,1,89.84,114.55
5529,9808000,,1615,DUBLIN ST,1,1,0,101.91,101.91,1,101.91,101.91
5530,9809000,,1617,DUBLIN ST,0,2,0,106.84,106.84,1,0,212.66
5521,9800000,,1618,DUBLIN ST,1,2,0,100.24,100.24,2,100.24,133.97
5520,9799000,,1620,DUBLIN ST,1,2,0,99.78,99.78,1,95.69,195.47
5531,9810000,,1621,DUBLIN ST,1,1,0,127.09,127.09,1,127.09,127.09
5532,9811000,,1627,DUBLIN ST,1,2,0,86.49,86.49,1,86.49,117.15
5519,9798000,,1628,DUBLIN ST,1,1,0,125.51,125.51,1,107.95,125.51
5518,9797000,,1630,DUBLIN ST,0,2,0,187.11,176.52,1,0,363.62
5533,9812000,,1631,DUBLIN ST,0,2,0,117.06,117.06,1,0,234.12
5534,9813000,,1635,DUBLIN ST,2,2,0,135.64,135.64,4,152.83,244.8
11789,9796000,,1636,DUBLIN ST,1,1,1,178.93,178.93,1,178.92,245.19
5592,9871000,,1701,DUBLIN ST,1,2,0,81.1,81.1,1,81.1,109.44
5611,9890000,,1702,DUBLIN ST,1,2,0,80.45,80.45,1,80.45,99.96
5593,9872000,,1703,DUBLIN ST,0,2,0,173.54,173.54,2,0,305.56
5610,9889000,,1706,DUBLIN ST,1,1,0,95.23,95.23,2,95.23,95.23
5594,9873000,,1707,DUBLIN ST,0,2,0,166.48,140.1,3,0,306.58
5609,9888000,,1708,DUBLIN ST,1,2,0,95.78,95.78,1,86.21,143.35
5595,9874000,,1711,DUBLIN ST,1,1,0,96.34,96.34,1,85.66,96.34
5608,9887000,,1714,DUBLIN ST,1,2,0,97.64,97.64,1,97.64,126.91
5607,9886000,,1716,DUBLIN ST,1,1,0,89.74,89.74,2,89.74,89.74
5596,9875000,,1717,DUBLIN ST,1,1,0,118.17,118.17,1,118.17,118.17
5606,9885000,,1718,DUBLIN ST,1,2,0,77.3,77.3,1,31.87,154.59
5597,9876000,,1719,DUBLIN ST,1,1,0,96.25,96.25,1,96.25,96.25
5598,9877000,,1723,DUBLIN ST,1,1,0,98.85,98.85,1,85.84,98.85
5605,9884000,,1724,DUBLIN ST,1,1,0,202.16,202.16,2,153.01,202.16
5599,9878000,,1727,DUBLIN ST,1,1,0,158.31,158.31,2,148.46,158.31
5604,9883000,,1728,DUBLIN ST,1,2,0,93.09,93.09,1,93.09,135.17
5603,9882000,,1730,DUBLIN ST,1,1,0,85.38,85.38,1,85.38,85.38
5600,9879000,,1731,DUBLIN ST,1,2,0,120.68,120.68,1,89.74,191.29
5602,9881000,,1732,DUBLIN ST,1,1,0,118.73,118.73,1,118.64,118.73
5601,9880000,,1735,DUBLIN ST,1,1,0,146.42,146.42,1,125.33,146.42
5686,9965000,,1801,DUBLIN ST,1,2,0,96.99,96.99,1,95.23,173.82
5675,9954000,,1802,DUBLIN ST,1,2,0,71.91,71.91,1,71.91,95.32
5687,9966000,,1805,DUBLIN ST,1,2,0,72.09,72.09,1,72.09,110.93
5676,9955000,,1806,DUBLIN ST,1,2,0,112.41,112.41,2,68.01,140.38
5688,9967000,,1807,DUBLIN ST,1,1,0,89.74,89.74,1,89.74,89.74
5677,9956000,,1810,DUBLIN ST,1,1,0,125.7,125.7,1,118.92,125.7
5689,9968000,,1811,DUBLIN ST,1,1,0,152.73,152.73,2,149.39,152.73
5678,9957000,,1814,DUBLIN ST,1,1,0,119.75,119.75,1,119.75,119.75
5690,9969000,,1819,DUBLIN ST,1,1,0,118.92,118.92,1,74.32,118.92
5679,9958000,,1820,DUBLIN ST,1,2,0,117.8,117.8,1,107.3,199
5691,9970000,,1821,DUBLIN ST,1,2,0,77.3,77.3,2,77.3,101.82
5680,9959000,,1822,DUBLIN ST,1,2,0,124.86,124.86,2,82.5,238.39
5692,9971000,,1825,DUBLIN ST,1,2,0,139.35,139.35,1,87.33,231.61
5681,9960000,,1826,DUBLIN ST,1,2,0,82.22,82.22,1,82.22,129.97
5693,9972000,,1829,DUBLIN ST,1,2,0,86.03,86.03,1,86.03,127
5682,9961000,,1830,DUBLIN ST,1,1,0,112.6,112.6,1,112.6,112.6
5683,9962000,,1832,DUBLIN ST,1,2,0,100.52,100.52,1,100.52,149.95
5694,9973000,,1833,DUBLIN ST,1,2,0,134.52,134.62,2,83.33,236.72
5684,9963000,,1836,DUBLIN ST,1,1,0,111.48,111.48,1,111.48,111.48
9097,9974000,,1837,DUBLIN ST,1,2,0,118.54,118.54,1,118.54,210.33
5696,9975000,,1839,DUBLIN ST,1,2,0,139.73,139.73,2,139.73,256.32
5685,9964000,,1840,DUBLIN ST,1,2,0,113.34,113.34,1,48.59,148.64
5774,10049000,,1901,DUBLIN ST,1,2,0,100.61,100.61,1,100.61,142.98
5775,10050000,,1905,DUBLIN ST,1,1,0,98.48,98.48,1,98.48,98.48
5798,10073000,,1906,DUBLIN ST,1,2,0,76.55,76.55,1,26.48,118.45
11697,10051000,,1907,DUBLIN ST,1,2,1,128.59,128.59,2,123.64,237.7
5797,10072000,,1910,DUBLIN ST,1,2,0,120.4,120.4,1,120.4,153.29
5777,10052000,,1911,DUBLIN ST,1,1,0,91.14,91.14,1,91.14,91.14
5796,10071000,,1914,DUBLIN ST,1,1,0,95.41,95.41,1,95.41,95.41
5778,10053000,,1917,DUBLIN ST,1,1,0,89.74,89.74,2,89.74,89.74
5795,10070000,,1918,DUBLIN ST,1,2,0,140.84,140.84,1,140.84,207.08
11790,10054000,,1919,DUBLIN ST,1,2,1,163.59,163.59,2,140.25,238.76
5794,10069000,,1920,DUBLIN ST,1,1,0,137.12,137.12,2,137.12,137.12
9191,10055000,,1921,DUBLIN ST,2,2,0,134.99,134.99,2,173.08,239.04
5793,10068000,,1924,DUBLIN ST,1,2,0,103.77,103.77,1,97.55,137.68
5781,10056000,,1927,DUBLIN ST,1,1,0,78.97,78.97,2,78.97,78.97
5792,10067000,,1928,DUBLIN ST,1,2,0,89.56,89.56,2,85.66,144.93
5782,10057000,,1931,DUBLIN ST,1,1,0,79.34,79.34,2,79.34,79.34
9269,10066000,,1932,DUBLIN ST,2,2,0,152.55,126.53,2,152.55,236.72
5790,10065000,,1936,DUBLIN ST,1,2,0,87.51,87.51,2,87.51,113.16
5783,10058000,,1937,DUBLIN ST,1,1,0,132.06,132.06,1,129.67,238.65
5789,10064000,,1940,DUBLIN ST,1,1,0,118.36,118.36,1,118.36,118.36
9200,10059000,,1941,DUBLIN ST,2,2,0,141.77,128.21,2,141.77,237.46
5787,10062000,,1942,DUBLIN ST,1,2,0,200.02,137.87,2,66.15,247.31
11791,10061000,,1943,DUBLIN ST,1,2,1,167.67,167.67,2,139.66,251.25
8455,15528000,,2006,DUBLIN ST,1,2,0,139.54,139.54,1,139.54,179.86
11792,15647000,,2007,DUBLIN ST,0,2,1,466.09,466.09,2,0,222.79
8741,15648000,,2009,DUBLIN ST,2,2,0,125.33,125.33,1,125.23,223.71
8454,15527000,,2010,DUBLIN ST,0,1,0,80.27,80.27,1,0,80.27
8576,15649000,,2011,DUBLIN ST,1,2,0,125.05,125.05,2,55.46,222.97
8577,15650000,,2015,DUBLIN ST,0,1,0,75.07,75.07,1,0,75.07
8578,15650000,,2015A,DUBLIN ST,0,1,0,26.01,26.01,1,0,26.01
8453,15526000,,2020,DUBLIN ST,0,2,0,168.9,168.9,3,0,333.43
8452,15525000,,2024,DUBLIN ST,1,2,0,86.21,86.21,1,86.21,114.64
8451,15524000,,2028,DUBLIN ST,1,2,0,76.27,76.27,2,76.27,106.93
8579,15651000,,2029,DUBLIN ST,0,2,0,172.43,172.43,2,0,340.86
8450,15523000,,2030,DUBLIN ST,1,2,0,68.93,68.93,2,68.93,88.26
8580,15652000,,2031,DUBLIN ST,1,1,0,83.24,83.24,1,83.24,83.24
8581,15653000,,2035,DUBLIN ST,0,2,0,157.01,157.01,2,0,281.77
8582,15654000,,2037,DUBLIN ST,1,1,0,66.89,66.89,2,66.89,66.89
8448,15521000,,2038,DUBLIN ST,0,2,0,162.67,139.63,1,0,302.31
8557,15627000,,2101,DUBLIN ST,1,1,0,89.74,89.74,2,89.74,89.74
8558,15628000,,2107,DUBLIN ST,1,1,0,89.19,89.19,1,89.19,89.19
8477,15550000,,2108,DUBLIN ST,1,1,0,59.83,59.83,1,59.83,59.83
8559,15629000,,2111,DUBLIN ST,1,1,0,66.33,66.33,1,66.33,66.33
8476,15549000,,2112,DUBLIN ST,0,2,0,71.72,71.72,1,0,107.4
8475,15548000,,2114,DUBLIN ST,0,2,0,134.71,134.71,1,0,190.45
8560,15630000,,2115,DUBLIN ST,1,2,0,102.19,102.19,1,102.19,152.92
8474,15547000,,2116,DUBLIN ST,1,1,0,66.89,66.89,1,66.89,66.89
11793,15631000,,2117,DUBLIN ST,0,0,0,0,0,0,0,0
8473,15546000,,2118,DUBLIN ST,0,2,0,143.16,72.56,1,0,215.72
8562,15632000,,2119,DUBLIN ST,0,2,0,171.31,107.12,3,0,278.43
8563,15633000,,2121,DUBLIN ST,0,2,0,66.89,66.89,1,0,80.27
8564,15634000,,2123,DUBLIN ST,1,2,0,124.03,124.03,1,122.72,222.87
8472,15545000,,2126,DUBLIN ST,0,2,0,123.65,123.65,1,0,222.78
8471,15544000,,2134,DUBLIN ST,1,2,0,78.04,78.04,1,78.04,113.71
8470,15544000,,2134,DUBLIN ST,0,1,0,22.3,22.3,1,0,22.3
8469,15543000,,2136,DUBLIN ST,0,2,0,72.46,72.46,1,0,97.55
8468,15542000,,2140,DUBLIN ST,1,2,0,85.66,85.66,1,85.66,109.44
8467,15541000,,2144,DUBLIN ST,1,2,0,170.4,170.4,2,138.4,254.82
9132,15570000,,2216,DUBLIN ST,2,2,0,123,123,2,123.56,222.6
8538,15609000,,2217,DUBLIN ST,1,2,0,97.36,97.36,2,64.75,161.56
8496,15569000,,2218,DUBLIN ST,1,1,0,116.87,116.87,3,116.87,116.87
8539,15610000,,2219,DUBLIN ST,1,2,0,68.84,68.84,2,68.84,137.68
8495,15568000,,2220,DUBLIN ST,0,2,0,185.62,146.23,2,0,331.85
8540,15611000,,2221,DUBLIN ST,1,2,0,123.93,123.93,2,125.6,222.78
8494,15567000,,2222,DUBLIN ST,1,1,0,70.79,70.79,1,70.79,70.79
8541,15612000,,2223,DUBLIN ST,1,1,0,202.16,202.16,2,120.22,202.16
8542,15613000,,2225,DUBLIN ST,1,2,0,72.46,72.46,1,72.46,105.91
8493,15566000,,2226,DUBLIN ST,1,2,0,129.51,124.86,2,55.46,223.34
8543,15614000,,2227,DUBLIN ST,1,1,0,135.27,135.27,2,135.27,135.27
8492,15565000,,2228,DUBLIN ST,1,1,0,135.45,135.45,1,114.36,135.45
11929,15615000,,2231,DUBLIN ST,1,2,1,150.9,150.9,1,188.75,222.89
8545,15616000,,2237,DUBLIN ST,1,2,0,95.69,95.69,1,88.26,117.99
8546,15617000,,2239,DUBLIN ST,1,1,0,73.58,73.58,2,73.58,73.58
8520,15593000,,2301,DUBLIN ST,0,2,0,152.08,152.08,2,0,222.87
8509,15582000,,2302,DUBLIN ST,1,1,0,53.14,53.14,1,53.14,53.14
8508,15581000,,2306,DUBLIN ST,1,1,0,124.68,124.68,2,95.5,124.68
8521,15594000,,2309,DUBLIN ST,1,2,0,57.41,57.41,1,44.87,83.98
8507,15580000,,2310,DUBLIN ST,1,1,0,65.03,65.03,1,20.9,65.03
8522,15595000,,2311,DUBLIN ST,0,2,0,155.43,127.09,1,0,282.52
8523,15596000,,2313,DUBLIN ST,1,2,0,83.61,83.61,1,49.05,112.04
8506,15579000,,2316,DUBLIN ST,1,2,0,49.05,49.05,1,49.05,71.35
8505,15578000,,2320,DUBLIN ST,1,1,0,97.92,97.92,1,97.92,97.92
8524,15597000,,2321,DUBLIN ST,1,1,0,85.47,85.47,1,67.63,85.47
8525,15598000,,2323,DUBLIN ST,1,1,0,75.81,75.81,1,75.81,75.81
129,506000,,38,DUFFERIN ST,1,1,0,158.96,158.96,2,80.45,158.96
126,501000,,42,DUFFERIN ST,1,1,0,150.78,150.78,3,150.78,150.78
434,1347000,,47,DUFFERIN ST,1,2,0,176.52,176.52,5,0,280.1
435,1348000,,51,DUFFERIN ST,1,2,0,116.96,116.96,3,116.96,178.93
133,515000,,55,DUFFERIN ST,1,2,0,118.73,118.73,3,69.68,188.41
8099,13878000,,41,DUNCAN ST,0,1,0,162.39,162.39,0,0,162.39
8100,13878000,,41,DUNCAN ST,0,1,0,162.58,162.58,0,0,162.58
8104,13878000,,41,DUNCAN ST,0,1,0,646.98,646.98,0,0,646.98
8101,13878000,,41,DUNCAN ST,0,1,0,237.83,237.83,0,0,237.83
8103,13878000,,41,DUNCAN ST,0,1,0,104.05,104.05,0,0,104.05
8098,13878000,,41,DUNCAN ST,0,1,0,1375.06,1375.06,0,0,1375.06
8102,13878000,,41,DUNCAN ST,0,1,0,719.81,719.81,0,0,719.81
8095,13869000,,175,DUNCAN ST,0,1,0,200.67,200.67,0,0,200.67
8097,13869000,,175,DUNCAN ST,0,1,0,557.42,557.42,0,0,557.42
8096,13869000,,175,DUNCAN ST,0,1,0,780.39,780.39,0,0,780.39
6102,10575001,,101,DURHAM ST,1,1,0,106.28,106.37,2,85.84,106.37
6146,10624000,,102,DURHAM ST,1,2,0,84.45,84.45,2,84.45,127.65
6101,10575000,,103,DURHAM ST,1,1,0,77.39,77.39,1,77.39,77.39
6103,10577000,,105,DURHAM ST,1,2,0,77.76,77.76,1,77.76,101.54
6147,10625000,,106,DURHAM ST,1,1,0,101.36,101.36,1,91.14,101.36
6128,10606000,,107,DURHAM ST,1,1,0,77.67,77.67,1,76.18,77.67
6148,10626000,,108,DURHAM ST,1,1,0,94.39,94.39,1,94.39,94.39
6127,10605000,,111,DURHAM ST,1,1,0,153.38,131.27,2,153.38,131.27
6149,10627000,,112,DURHAM ST,1,1,0,134.99,134.99,1,121.24,134.99
6150,10628000,,114,DURHAM ST,1,1,0,77.3,77.3,1,77.3,77.3
6126,10604000,,115,DURHAM ST,1,2,0,77.3,77.3,1,77.3,118.73
6151,10629000,,116,DURHAM ST,1,1,0,99.87,99.87,1,44.13,99.87
6125,10603000,,117,DURHAM ST,1,2,0,88.26,88.26,1,82.5,132.39
6134,10612000,,118,DURHAM ST,1,2,0,115.57,115.85,2,114.08,202.99
9328,10602000,,119,DURHAM ST,1,2,0,81.29,81.29,2,58.44,155.61
6133,10611000,,120,DURHAM ST,1,2,0,115.39,115.39,1,116.78,204.48
6123,10601000,,121,DURHAM ST,1,2,0,75.81,75.81,1,70.51,100.34
6132,10610000,,124,DURHAM ST,1,2,0,131.64,131.64,1,72.65,240.34
6122,10600000,,125,DURHAM ST,1,2,0,104.98,104.98,1,104.98,188.96
6207,10686002,,203,DURHAM ST,1,1,0,115.94,115.94,1,112.69,115.94
6176,10655000,,206,DURHAM ST,1,1,0,139.08,139.08,1,139.08,139.08
6177,10656000,,208,DURHAM ST,1,2,0,103.12,103.12,1,101.73,143.26
6178,10657000,,210,DURHAM ST,1,1,0,162.39,162.39,1,103.12,162.39
6206,10686001,,211,DURHAM ST,1,1,0,65.87,65.87,2,65.87,65.87
6179,10658000,,212,DURHAM ST,1,2,0,132.39,132.39,1,80.55,179.77
6205,10685000,,213,DURHAM ST,1,2,0,156.82,156.82,1,105.54,260.78
6180,10659000,,216,DURHAM ST,1,2,0,84.73,90.67,2,78.04,145.86
6204,10683000,,219,DURHAM ST,1,2,0,111.48,111.48,2,111.48,183.11
6181,10660000,,220,DURHAM ST,1,2,0,91.88,91.88,1,84.73,128.3
6203,10682000,,223,DURHAM ST,1,1,0,85.47,85.47,1,85.47,85.47
6182,10661000,,224,DURHAM ST,1,1,0,112.41,130.9,1,82.22,130.9
6202,10681000,,227,DURHAM ST,1,2,0,150.04,148.27,2,129.51,279.92
6183,10662000,,228,DURHAM ST,1,1,0,109.25,109.25,1,101.45,109.25
6201,10680000,,231,DURHAM ST,1,2,0,183.39,183.39,1,130.9,252.7
6200,10679000,,235,DURHAM ST,0,2,0,77.95,77.95,1,0,125.51
6199,10678000,,239,DURHAM ST,1,1,0,107.3,107.3,2,107.3,107.3
6198,10677000,,301,DURHAM ST,0,1,0,82.31,82.31,1,0,82.31
6184,10663000,,302,DURHAM ST,1,2,0,102.1,102.1,1,90.77,135.73
6197,10676000,,303,DURHAM ST,0,1,0,48.5,48.5,1,0,48.5
6187,10666000,,306,DURHAM ST,1,1,0,80.83,80.83,1,80.83,80.83
6196,10675000,,307,DURHAM ST,0,2,0,120.68,120.68,2,0,241.36
6186,10665000,,308,DURHAM ST,1,2,0,137.12,137.12,1,72.46,172.15
6195,10674000,,309,DURHAM ST,1,2,0,130.44,130.44,1,94.95,166.2
6185,10664000,,310,DURHAM ST,1,2,0,108.7,108.7,1,86.4,217.39
9277,10673501,,311,DURHAM ST,1,2,0,91.97,91.97,2,91.97,183.86
6193,10672000,,313,DURHAM ST,1,1,0,142.05,142.05,2,80.64,142.05
6188,10667000,,314,DURHAM ST,1,1,0,137.03,137.03,1,99.31,137.03
6192,10671000,,315,DURHAM ST,1,2,0,90.3,90.3,1,90.3,125.51
6189,10668000,,316,DURHAM ST,0,2,0,153.85,153.85,2,0,254.09
8188,14430000,,60,E COLUMBIA ST,0,1,0,260.5,260.5,0,0,260.5
3855,7252000,,100,E COLUMBIA ST,0,1,0,112.32,112.32,0,0,112.32
1231,3312000,,119,E COLUMBIA ST,0,3,0,222.97,222.97,10,0,668.9
3851,7240000,,120,E COLUMBIA ST,1,1,0,183.95,183.95,0,278.71,183.95
1228,3307000,,121,E COLUMBIA ST,0,1,0,271.46,271.46,0,0,271.46
1227,3307000,,121,E COLUMBIA ST,0,1,0,272.76,272.76,0,0,272.76
3852,7241000,,124,E COLUMBIA ST,0,2,0,156.08,156.08,0,0,343.37
1226,3306000,,125,E COLUMBIA ST,1,2,0,99.59,99.59,1,99.59,199.18
1225,3304000,,129,E COLUMBIA ST,0,2,0,367.9,367.9,0,0,735.79
3854,7244000,,130,E COLUMBIA ST,0,1,0,260.13,260.13,0,0,260.13
1258,3339000,,131,E COLUMBIA ST,0,2,0,522.12,522.12,0,0,798.04
1259,3340000,,135,E COLUMBIA ST,0,2,0,316.8,316.8,0,0,394.84
1271,3351000,,141,E COLUMBIA ST,0,1,0,382.48,382.48,0,0,382.48
1287,3370000,,145,E COLUMBIA ST,0,2,0,185.81,185.81,0,0,371.61
11849,2602501,,180,E COLUMBIA ST,0,3,1,21000,21000,0,0,36413
9206,2601000,,200,E COLUMBIA ST,0,2,1,3317.38,936.46,0,0,4593.13
1300,3386000,,209,E COLUMBIA ST,1,1,0,94.39,94.39,3,94.39,94.39
1299,3385000,,213,E COLUMBIA ST,0,1,0,297.29,297.29,0,0,297.29
1328,3418000,,219,E COLUMBIA ST,0,2,0,100.15,100.15,3,0,165.55
1330,3424000,,227,E COLUMBIA ST,1,1,0,222.6,222.6,2,68.28,222.6
1331,3426000,,237,E COLUMBIA ST,0,2,0,655.06,655.06,0,0,1286.8
1359,3464000,,245,E COLUMBIA ST,1,2,0,894.1,894.1,0,0,1672.25
9352,2606000,,290,E COLUMBIA ST,1,8,0,4111.05,1542.75,0,480.22,23802.97
1354,3456000,,301,E COLUMBIA ST,0,4,0,916.95,851.83,0,0,3602.69
1355,3457000,,321,E COLUMBIA ST,1,2,0,458.94,458.94,6,21.93,720.56
1356,3458000,,327,E COLUMBIA ST,0,1,0,458.94,458.94,0,0,458.94
722,2704000,,330,E COLUMBIA ST,0,1,0,767.75,767.75,0,0,767.75
721,2704000,,330,E COLUMBIA ST,0,2,0,1093.84,1093.84,0,0,1961.46
719,2704000,,330,E COLUMBIA ST,0,1,0,2098.22,2098.22,0,0,2098.22
718,2704000,,330,E COLUMBIA ST,0,4,0,6623.15,6623.15,0,0,23022.67
720,2704000,,330,E COLUMBIA ST,1,6,0,3684.26,3684.26,0,4449.41,16222.17
725,2750000,,402,E COLUMBIA ST,1,4,0,370.03,370.03,19,359.53,1480.13
1384,3575000,,403,E COLUMBIA ST,1,1,0,739.97,739.97,0,307.79,739.97
726,2751000,,406,E COLUMBIA ST,1,2,0,146.23,146.23,2,80.92,229.1
1385,3581000,,415,E COLUMBIA ST,0,8,0,1606.76,656.08,102,0,10008.54
727,2755000,,416,E COLUMBIA ST,1,2,0,310.39,310.39,7,49.05,620.78
1392,3603000,,421,E COLUMBIA ST,0,2,0,315.59,315.59,1,0,456.99
728,2756000,,422,E COLUMBIA ST,1,2,0,1089.1,1089.1,4,513.57,1423.55
1391,3601000,,425,E COLUMBIA ST,0,1,0,678.94,678.94,0,0,678.94
1397,3618000,,427,E COLUMBIA ST,1,1,0,156.63,156.63,0,111.48,156.63
1398,3619000,,431,E COLUMBIA ST,0,1,0,227.33,227.33,0,0,227.33
729,2758000,,434,E COLUMBIA ST,0,1,0,418.06,418.06,0,0,418.06
1399,3621000,,437,E COLUMBIA ST,0,1,0,163.51,163.51,0,0,163.51
1424,3665000,,441,E COLUMBIA ST,0,1,0,388.52,388.52,0,0,388.52
730,2758000,,442,E COLUMBIA ST,0,1,0,69.68,69.68,0,0,69.68
731,2762000,,444,E COLUMBIA ST,1,1,0,187.29,187.29,0,134.24,187.29
744,2778000,,450,E COLUMBIA ST,0,1,0,682.37,682.37,0,0,682.37
745,2780000,,452,E COLUMBIA ST,0,1,0,276.85,276.85,0,0,276.85
1409,3638001,,453,E COLUMBIA ST,0,1,0,148.55,148.55,0,0,148.55
1410,3639000,,455,E COLUMBIA ST,0,3,0,185.06,185.06,3,0,452.34
1411,3640000,,457,E COLUMBIA ST,0,1,0,319.59,319.59,0,0,319.59
1425,3666000,,459,E COLUMBIA ST,0,3,0,211.73,211.73,1,0,447.61
746,2781000,,460,E COLUMBIA ST,0,1,0,231.33,231.33,0,0,231.33
1426,3667000,,461,E COLUMBIA ST,0,2,0,366.41,366.41,5,0,732.82
747,2782000,,466,E COLUMBIA ST,1,1,0,74.42,74.42,1,72.56,74.42
1427,3669000,,467,E COLUMBIA ST,0,1,0,371.61,371.61,0,0,371.61
748,2782000,,470,E COLUMBIA ST,0,2,0,129.51,129.51,3,0,259.01
749,2783000,,474,E COLUMBIA ST,0,2,0,318.47,318.47,4,0,576.37
8760,2784000,,478,E COLUMBIA ST,1,1,0,477.61,477.61,0,27.87,477.61
8761,2785000,,480,E COLUMBIA ST,0,2,0,271.65,271.65,3,0,484.86
752,2786000,,484,E COLUMBIA ST,0,1,0,362.14,362.14,0,0,362.14
1428,3671000,,485,E COLUMBIA ST,0,1,0,567.92,567.92,0,0,567.92
753,2787000,,496,E COLUMBIA ST,0,1,0,55.56,55.56,0,0,55.56
1006,3072000,,502,E COLUMBIA ST,0,1,0,156.73,156.73,0,0,156.73
1007,3074000,506/508/510/512/514/516,506,E COLUMBIA ST,1,2,0,387.13,387.13,6,387.13,774.25
1008,3077000,,520,E COLUMBIA ST,0,2,0,155.15,80.83,2,0,235.97
1009,3078000,,524,E COLUMBIA ST,1,1,0,116.5,116.5,2,116.5,116.5
1010,3079000,,526,E COLUMBIA ST,1,2,0,114.83,114.83,2,69.77,213.21
1469,3726004,,527,E COLUMBIA ST,0,2,0,129.97,104.05,2,0,234.02
1011,3080000,,528,E COLUMBIA ST,1,2,0,95.88,95.88,2,47.38,188.78
1468,3726003,,529,E COLUMBIA ST,0,2,0,139.08,103.59,1,0,242.66
1012,3081000,,530,E COLUMBIA ST,1,1,0,127.83,127.83,2,127.83,127.83
1467,3726002,,531,E COLUMBIA ST,0,2,0,129.88,99.31,1,0,229.19
1466,3726001,,535,E COLUMBIA ST,0,2,0,114.36,94.3,2,0,208.66
1503,3748000,,543,E COLUMBIA ST,1,2,0,93.09,93.09,1,75.25,123.28
1504,3749000,,545,E COLUMBIA ST,1,2,0,98.85,98.85,1,98.85,134.52
1522,3768000,,551,E COLUMBIA ST,1,2,0,62.43,62.43,1,62.43,93.65
1523,3770000,,553,E COLUMBIA ST,1,1,0,110.55,110.55,1,110.55,110.55
1524,3771000,,555,E COLUMBIA ST,1,1,0,80.73,80.73,1,63.55,80.73
1525,3772000,,557,E COLUMBIA ST,0,2,0,117.34,94.3,2,0,211.63
1526,3773001,,559,E COLUMBIA ST,0,2,0,117.15,79.25,1,0,196.4
1527,3773002,,561,E COLUMBIA ST,0,2,0,117.15,79.25,2,0,196.4
1528,3776000,,565,E COLUMBIA ST,1,2,0,66.33,66.33,1,66.33,102.38
1539,3790001,,601,E COLUMBIA ST,0,2,0,120.4,85.75,1,0,206.15
1540,3790002,,603,E COLUMBIA ST,0,2,0,120.4,85.75,1,0,196.86
1541,3792001,,605,E COLUMBIA ST,0,2,0,117.34,79.25,1,0,196.58
1542,3792002,,607,E COLUMBIA ST,0,2,0,117.34,79.25,1,0,196.58
553,1543000,,609,E COLUMBIA ST,1,2,0,120.59,120.59,1,120.59,169.36
554,1544000,,613,E COLUMBIA ST,0,1,0,73.02,73.02,1,0,73.02
9073,1545000,,615,E COLUMBIA ST,1,1,0,84.82,84.82,1,32.7,84.82
540,1530000,,621,E COLUMBIA ST,1,2,0,86.03,86.03,1,86.03,116.69
541,1531000,,625,E COLUMBIA ST,0,1,0,93.65,93.65,1,0,93.65
542,1532000,,627,E COLUMBIA ST,1,1,0,94.11,94.11,1,87.14,94.11
537,1525000,,629,E COLUMBIA ST,1,2,0,131.74,131.74,2,110.83,234.39
8956,1526000,,633,E COLUMBIA ST,1,2,0,111.3,108.6,1,87.14,195.75
539,1527000,,635,E COLUMBIA ST,1,2,0,153.66,153.66,2,28.71,242.29
520,1504000,,639,E COLUMBIA ST,1,1,0,88.72,88.72,2,88.72,88.72
521,1505000,,641,E COLUMBIA ST,1,1,0,75.34,75.34,1,75.34,75.34
522,1506000,,645,E COLUMBIA ST,1,1,0,74.6,74.6,1,74.6,74.6
523,1507000,,647,E COLUMBIA ST,1,1,0,92.35,92.35,1,92.35,92.35
524,1508000,,651,E COLUMBIA ST,0,1,0,88.72,88.72,1,0,88.72
